freq,unit,sector,na_item,geo,valor,estado,anyo
A,MIO_EUR,S13,D62PAY,DE,549967.0,,2019
A,MIO_EUR,S13,D62PAY,DE,595429.0,,2020
A,MIO_EUR,S13,D62PAY,DE,610174.0,,2021
A,MIO_EUR,S13,D62PAY,DE,617862.0,,2022
A,MIO_EUR,S13,D62PAY,DE,660733.0,,2023
A,MIO_EUR,S13,D62PAY,DE,709523.0,,2024
A,MIO_EUR,S13,D62PAY,ES,185279.0,,2018
A,MIO_EUR,S13,D62PAY,ES,196887.0,,2019
A,MIO_EUR,S13,D62PAY,ES,228021.0,,2020
A,MIO_EUR,S13,D62PAY,ES,227488.0,,2021
A,MIO_EUR,S13,D62PAY,ES,228485.0,,2022
A,MIO_EUR,S13,D62PAY,ES,251717.0,,2023
A,MIO_EUR,S13,D62PAY,ES,268813.0,,2024
A,MIO_EUR,S13,D62PAY,EU27_2020,2180653.3,,2018
A,MIO_EUR,S13,D62PAY,EU27_2020,2271542.5,,2019
A,MIO_EUR,S13,D62PAY,EU27_2020,2488962.5,,2020
A,MIO_EUR,S13,D62PAY,EU27_2020,2512363.0,,2021
A,MIO_EUR,S13,D62PAY,EU27_2020,2571109.3,,2022
A,MIO_EUR,S13,D62PAY,EU27_2020,2751114.5,,2023
A,MIO_EUR,S13,D62PAY,EU27_2020,2955812.3,,2024
A,MIO_EUR,S13,D62PAY,FR,457155.3,,2018
A,MIO_EUR,S13,D62PAY,FR,470560.4,,2019
A,MIO_EUR,S13,D62PAY,FR,517837.5,,2020
A,MIO_EUR,S13,D62PAY,FR,505925.1,,2021
A,MIO_EUR,S13,D62PAY,FR,510034.0,,2022
A,MIO_EUR,S13,D62PAY,FR,530907.6,,2023
A,MIO_EUR,S13,D62PAY,FR,563685.3,,2024
A,MIO_EUR,S13,D62PAY,IT,348474.0,,2018
A,MIO_EUR,S13,D62PAY,IT,361203.0,,2019
A,MIO_EUR,S13,D62PAY,IT,399175.0,,2020
A,MIO_EUR,S13,D62PAY,IT,397876.0,,2021
A,MIO_EUR,S13,D62PAY,IT,406893.0,,2022
A,MIO_EUR,S13,D62PAY,IT,424284.0,,2023
A,MIO_EUR,S13,D62PAY,IT,445636.0,,2024
A,MIO_EUR,S13,D62PAY,PT,33577.6,,2018
A,MIO_EUR,S13,D62PAY,PT,34799.2,,2019
A,MIO_EUR,S13,D62PAY,PT,36310.9,,2020
A,MIO_EUR,S13,D62PAY,PT,37573.4,,2021
A,MIO_EUR,S13,D62PAY,PT,40296.4,,2022
