Comunidades autónomas;Tipología penal;periodo;Total
ANDALUCÍA;3.2.-Agresión sexual con penetración;2020;370
ANDALUCÍA;3.2.-Agresión sexual con penetración;2019;401
ANDALUCÍA;3.2.-Agresión sexual con penetración;2018;314
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2024;68
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2023;74
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2022;84
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2021;68
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2020;74
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2019;92
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2018;63
ANDALUCÍA;3.4.-Pornografía de menores;2024;146
ANDALUCÍA;3.4.-Pornografía de menores;2023;130
ANDALUCÍA;3.4.-Pornografía de menores;2022;118
ANDALUCÍA;3.4.-Pornografía de menores;2021;125
ANDALUCÍA;3.4.-Pornografía de menores;2020;149
ANDALUCÍA;3.4.-Pornografía de menores;2019;132
ANDALUCÍA;3.4.-Pornografía de menores;2018;154
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2024;463
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2023;621
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2022;505
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2021;395
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2020;383
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2019;423
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2018;380
ANDALUCÍA;4. RELACIONES FAMILIARES;2024;1.690
ANDALUCÍA;4. RELACIONES FAMILIARES;2023;1.702
ANDALUCÍA;4. RELACIONES FAMILIARES;2022;1.575
ANDALUCÍA;4. RELACIONES FAMILIARES;2021;1.575
ANDALUCÍA;4. RELACIONES FAMILIARES;2020;1.492
ANDALUCÍA;4. RELACIONES FAMILIARES;2019;1.503
ANDALUCÍA;4. RELACIONES FAMILIARES;2018;1.529
ANDALUCÍA;5. PATRIMONIO;2024;280.511
ANDALUCÍA;5. PATRIMONIO;2023;289.412
ANDALUCÍA;5. PATRIMONIO;2022;264.965
ANDALUCÍA;5. PATRIMONIO;2021;210.150
ANDALUCÍA;5. PATRIMONIO;2020;190.744
ANDALUCÍA;5. PATRIMONIO;2019;239.711
ANDALUCÍA;5. PATRIMONIO;2018;240.939
ANDALUCÍA;5.1.-Hurtos;2024;92.468
ANDALUCÍA;5.1.-Hurtos;2023;95.492
ANDALUCÍA;5.1.-Hurtos;2022;89.038
ANDALUCÍA;5.1.-Hurtos;2021;68.916
ANDALUCÍA;5.1.-Hurtos;2020;57.435
ANDALUCÍA;5.1.-Hurtos;2019;91.298
ANDALUCÍA;5.1.-Hurtos;2018;93.459
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2024;42.982
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2023;47.977
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2022;44.168
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2021;36.839
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2020;37.257
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2019;47.542
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2018;50.084
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;16.936
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;19.215
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;17.583
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;13.902
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;13.556
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;17.691
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;18.696
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2024;12.810
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2023;14.101
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2022;13.281
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2021;11.457
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2020;12.127
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2019;15.349
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2018;15.779
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2024;5.267
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2023;5.953
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2022;5.362
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2021;4.786
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2020;5.317
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2019;6.935
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2018;7.192
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2024;7.417
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2023;7.676
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2022;7.335
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2021;5.911
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2020;5.187
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2019;7.302
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2018;7.093
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2024;4.779
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2023;5.028
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2022;4.843
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2021;3.871
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2020;3.253
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2019;4.714
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2018;4.592
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2024;686
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2023;630
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2022;586
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2021;559
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2020;469
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2019;605
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2018;571
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2024;1.161
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2023;1.195
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2022;1.107
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2021;871
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2020;971
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2019;1.163
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2018;1.128
ANDALUCÍA;5.4.-Sustracción de vehículos;2024;6.065
ANDALUCÍA;5.4.-Sustracción de vehículos;2023;5.957
ANDALUCÍA;5.4.-Sustracción de vehículos;2022;5.578
ANDALUCÍA;5.4.-Sustracción de vehículos;2021;4.848
ANDALUCÍA;5.4.-Sustracción de vehículos;2020;4.821
ANDALUCÍA;5.4.-Sustracción de vehículos;2019;6.511
ANDALUCÍA;5.4.-Sustracción de vehículos;2018;6.872
ANDALUCÍA;5.5.-Estafas;2024;83.266
ANDALUCÍA;5.5.-Estafas;2023;84.455
ANDALUCÍA;5.5.-Estafas;2022;71.465
ANDALUCÍA;5.5.-Estafas;2021;51.085
ANDALUCÍA;5.5.-Estafas;2020;47.474
ANDALUCÍA;5.5.-Estafas;2019;42.358
ANDALUCÍA;5.5.-Estafas;2018;37.843
ANDALUCÍA;5.5.1.-Estafas informáticas;2024;71.252
ANDALUCÍA;5.5.1.-Estafas informáticas;2023;72.795
ANDALUCÍA;5.5.1.-Estafas informáticas;2022;49.323
ANDALUCÍA;5.5.1.-Estafas informáticas;2021;35.288
ANDALUCÍA;5.5.1.-Estafas informáticas;2020;33.036
ANDALUCÍA;5.5.1.-Estafas informáticas;2019;23.237
ANDALUCÍA;5.5.1.-Estafas informáticas;2018;15.081
ANDALUCÍA;5.6.-Daños;2024;34.845
ANDALUCÍA;5.6.-Daños;2023;35.037
ANDALUCÍA;5.6.-Daños;2022;34.850
ANDALUCÍA;5.6.-Daños;2021;31.827
ANDALUCÍA;5.6.-Daños;2020;28.242
ANDALUCÍA;5.6.-Daños;2019;33.332
ANDALUCÍA;5.6.-Daños;2018;34.236
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2024;423
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2023;332
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2022;177
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2021;217
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2020;240
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2019;439
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2018;564
ANDALUCÍA;5.8.-Blanqueo de capitales;2024;175
ANDALUCÍA;5.8.-Blanqueo de capitales;2023;106
ANDALUCÍA;5.8.-Blanqueo de capitales;2022;107
ANDALUCÍA;5.8.-Blanqueo de capitales;2021;86
ANDALUCÍA;5.8.-Blanqueo de capitales;2020;72
ANDALUCÍA;5.8.-Blanqueo de capitales;2019;82
ANDALUCÍA;5.8.-Blanqueo de capitales;2018;82
ANDALUCÍA;5.9.-Otros contra el patrimonio;2024;12.870
ANDALUCÍA;5.9.-Otros contra el patrimonio;2023;12.380
ANDALUCÍA;5.9.-Otros contra el patrimonio;2022;12.247
ANDALUCÍA;5.9.-Otros contra el patrimonio;2021;10.421
ANDALUCÍA;5.9.-Otros contra el patrimonio;2020;10.016
ANDALUCÍA;5.9.-Otros contra el patrimonio;2019;10.847
ANDALUCÍA;5.9.-Otros contra el patrimonio;2018;10.706
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2024;16.020
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2023;16.357
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2022;16.380
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2021;15.532
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2020;14.182
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2019;15.094
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2018;13.862
ANDALUCÍA;6.1.-Tráfico de drogas;2024;4.353
ANDALUCÍA;6.1.-Tráfico de drogas;2023;4.790
ANDALUCÍA;6.1.-Tráfico de drogas;2022;4.616
ANDALUCÍA;6.1.-Tráfico de drogas;2021;4.816
ANDALUCÍA;6.1.-Tráfico de drogas;2020;4.679
ANDALUCÍA;6.1.-Tráfico de drogas;2019;4.366
ANDALUCÍA;6.1.-Tráfico de drogas;2018;3.663
ANDALUCÍA;6.2.-Contra la seguridad vial;2024;10.928
ANDALUCÍA;6.2.-Contra la seguridad vial;2023;11.043
ANDALUCÍA;6.2.-Contra la seguridad vial;2022;11.052
ANDALUCÍA;6.2.-Contra la seguridad vial;2021;10.181
ANDALUCÍA;6.2.-Contra la seguridad vial;2020;9.039
ANDALUCÍA;6.2.-Contra la seguridad vial;2019;10.270
ANDALUCÍA;6.2.-Contra la seguridad vial;2018;9.767
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2024;739
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2023;524
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2022;712
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2021;535
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2020;464
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2019;458
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2018;432
ANDALUCÍA;7. FALSEDADES;2024;7.703
ANDALUCÍA;7. FALSEDADES;2023;6.596
ANDALUCÍA;7. FALSEDADES;2022;6.385
ANDALUCÍA;7. FALSEDADES;2021;5.643
ANDALUCÍA;7. FALSEDADES;2020;4.071
ANDALUCÍA;7. FALSEDADES;2019;3.988
ANDALUCÍA;7. FALSEDADES;2018;3.740
ANDALUCÍA;8. ADMÓN. PÚBLICA;2024;109
ANDALUCÍA;8. ADMÓN. PÚBLICA;2023;99
ANDALUCÍA;8. ADMÓN. PÚBLICA;2022;91
ANDALUCÍA;8. ADMÓN. PÚBLICA;2021;77
ANDALUCÍA;8. ADMÓN. PÚBLICA;2020;68
ANDALUCÍA;8. ADMÓN. PÚBLICA;2019;93
ANDALUCÍA;8. ADMÓN. PÚBLICA;2018;123
ANDALUCÍA;9. ADMÓN. JUSTICIA;2024;8.801
ANDALUCÍA;9. ADMÓN. JUSTICIA;2023;8.688
ANDALUCÍA;9. ADMÓN. JUSTICIA;2022;7.625
ANDALUCÍA;9. ADMÓN. JUSTICIA;2021;6.732
ANDALUCÍA;9. ADMÓN. JUSTICIA;2020;6.662
ANDALUCÍA;9. ADMÓN. JUSTICIA;2019;6.728
ANDALUCÍA;9. ADMÓN. JUSTICIA;2018;6.464
ANDALUCÍA;10. ORDEN PÚBLICO;2024;5.592
ANDALUCÍA;10. ORDEN PÚBLICO;2023;5.455
ANDALUCÍA;10. ORDEN PÚBLICO;2022;5.077
ANDALUCÍA;10. ORDEN PÚBLICO;2021;4.900
ANDALUCÍA;10. ORDEN PÚBLICO;2020;5.807
ANDALUCÍA;10. ORDEN PÚBLICO;2019;4.172
ANDALUCÍA;10. ORDEN PÚBLICO;2018;3.889
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2024;194
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2023;141
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2022;215
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2021;241
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2020;230
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2019;191
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2018;129
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2024;2.925
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2023;2.857
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2022;2.541
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2021;2.767
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2020;2.448
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2019;2.450
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2018;2.271
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2024;409.308
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2023;413.181
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2022;379.133
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2021;314.894
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2020;287.594
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2019;339.321
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2018;334.841
ARAGÓN;1. CONTRA LAS PERSONAS;2024;6.413
ARAGÓN;1. CONTRA LAS PERSONAS;2023;6.071
ARAGÓN;1. CONTRA LAS PERSONAS;2022;5.597
ARAGÓN;1. CONTRA LAS PERSONAS;2021;4.530
ARAGÓN;1. CONTRA LAS PERSONAS;2020;4.083
ARAGÓN;1. CONTRA LAS PERSONAS;2019;4.760
ARAGÓN;1. CONTRA LAS PERSONAS;2018;4.474
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2024;37
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2023;47
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2022;37
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2021;18
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2020;39
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2019;15
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2018;17
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;8
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;9
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;10
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;5
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;4
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;6
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;9
ARAGÓN;1.2.-Lesiones;2024;2.983
ARAGÓN;1.2.-Lesiones;2023;2.949
ARAGÓN;1.2.-Lesiones;2022;2.838
ARAGÓN;1.2.-Lesiones;2021;2.235
ARAGÓN;1.2.-Lesiones;2020;1.798
ARAGÓN;1.2.-Lesiones;2019;2.407
ARAGÓN;1.2.-Lesiones;2018;2.249
ARAGÓN;1.3.-Malos tratos ámbito familiar;2024;3.257
ARAGÓN;1.3.-Malos tratos ámbito familiar;2023;2.967
ARAGÓN;1.3.-Malos tratos ámbito familiar;2022;2.627
ARAGÓN;1.3.-Malos tratos ámbito familiar;2021;2.167
ARAGÓN;1.3.-Malos tratos ámbito familiar;2020;2.158
ARAGÓN;1.3.-Malos tratos ámbito familiar;2019;2.246
ARAGÓN;1.3.-Malos tratos ámbito familiar;2018;2.093
ARAGÓN;1.4.-Otros contra las personas;2024;136
ARAGÓN;1.4.-Otros contra las personas;2023;108
ARAGÓN;1.4.-Otros contra las personas;2022;95
ARAGÓN;1.4.-Otros contra las personas;2021;110
ARAGÓN;1.4.-Otros contra las personas;2020;88
ARAGÓN;1.4.-Otros contra las personas;2019;92
ARAGÓN;1.4.-Otros contra las personas;2018;115
ARAGÓN;2. CONTRA LA LIBERTAD;2024;3.361
ARAGÓN;2. CONTRA LA LIBERTAD;2023;3.139
ARAGÓN;2. CONTRA LA LIBERTAD;2022;2.719
ARAGÓN;2. CONTRA LA LIBERTAD;2021;2.785
ARAGÓN;2. CONTRA LA LIBERTAD;2020;2.482
ARAGÓN;2. CONTRA LA LIBERTAD;2019;2.276
ARAGÓN;2. CONTRA LA LIBERTAD;2018;2.233
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2024;299
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2023;301
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2022;282
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2021;308
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2020;300
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2019;285
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2018;273
ARAGÓN;2.2.-Otros contra la libertad;2024;3.062
ARAGÓN;2.2.-Otros contra la libertad;2023;2.838
ARAGÓN;2.2.-Otros contra la libertad;2022;2.437
ARAGÓN;2.2.-Otros contra la libertad;2021;2.477
ARAGÓN;2.2.-Otros contra la libertad;2020;2.182
ARAGÓN;2.2.-Otros contra la libertad;2019;1.991
ARAGÓN;2.2.-Otros contra la libertad;2018;1.960
ARAGÓN;3. LIBERTAD SEXUAL;2024;467
ARAGÓN;3. LIBERTAD SEXUAL;2023;511
ARAGÓN;3. LIBERTAD SEXUAL;2022;423
ARAGÓN;3. LIBERTAD SEXUAL;2021;443
ARAGÓN;3. LIBERTAD SEXUAL;2020;306
ARAGÓN;3. LIBERTAD SEXUAL;2019;330
ARAGÓN;3. LIBERTAD SEXUAL;2018;346
ARAGÓN;3.1.-Agresión sexual;2024;308
ARAGÓN;3.1.-Agresión sexual;2023;330
ARAGÓN;3.1.-Agresión sexual;2022;245
ARAGÓN;3.1.-Agresión sexual;2021;256
ARAGÓN;3.1.-Agresión sexual;2020;165
ARAGÓN;3.1.-Agresión sexual;2019;212
ARAGÓN;3.1.-Agresión sexual;2018;206
ARAGÓN;3.2.-Agresión sexual con penetración;2024;86
ARAGÓN;3.2.-Agresión sexual con penetración;2023;92
ARAGÓN;3.2.-Agresión sexual con penetración;2022;89
ARAGÓN;3.2.-Agresión sexual con penetración;2021;102
ARAGÓN;3.2.-Agresión sexual con penetración;2020;63
ARAGÓN;3.2.-Agresión sexual con penetración;2019;47
ARAGÓN;3.2.-Agresión sexual con penetración;2018;53
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2024;8
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2023;13
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2022;18
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2021;14
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2020;10
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2019;11
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2018;11
ARAGÓN;3.4.-Pornografía de menores;2024;23
ARAGÓN;3.4.-Pornografía de menores;2023;21
ARAGÓN;3.4.-Pornografía de menores;2022;20
ARAGÓN;3.4.-Pornografía de menores;2021;28
ARAGÓN;3.4.-Pornografía de menores;2020;13
ARAGÓN;3.4.-Pornografía de menores;2019;20
ARAGÓN;3.4.-Pornografía de menores;2018;26
ARAGÓN;3.5.-Otros contra la libertad sexual;2024;42
ARAGÓN;3.5.-Otros contra la libertad sexual;2023;55
ARAGÓN;3.5.-Otros contra la libertad sexual;2022;51
ARAGÓN;3.5.-Otros contra la libertad sexual;2021;43
ARAGÓN;3.5.-Otros contra la libertad sexual;2020;55
ARAGÓN;3.5.-Otros contra la libertad sexual;2019;40
ARAGÓN;3.5.-Otros contra la libertad sexual;2018;50
ARAGÓN;4. RELACIONES FAMILIARES;2024;197
ARAGÓN;4. RELACIONES FAMILIARES;2023;179
ARAGÓN;4. RELACIONES FAMILIARES;2022;186
ARAGÓN;4. RELACIONES FAMILIARES;2021;156
ARAGÓN;4. RELACIONES FAMILIARES;2020;151
ARAGÓN;4. RELACIONES FAMILIARES;2019;161
ARAGÓN;4. RELACIONES FAMILIARES;2018;177
ARAGÓN;5. PATRIMONIO;2024;38.080
ARAGÓN;5. PATRIMONIO;2023;36.261
ARAGÓN;5. PATRIMONIO;2022;34.667
ARAGÓN;5. PATRIMONIO;2021;30.192
ARAGÓN;5. PATRIMONIO;2020;25.509
ARAGÓN;5. PATRIMONIO;2019;31.651
ARAGÓN;5. PATRIMONIO;2018;29.952
ARAGÓN;5.1.-Hurtos;2024;11.733
ARAGÓN;5.1.-Hurtos;2023;10.651
ARAGÓN;5.1.-Hurtos;2022;10.629
ARAGÓN;5.1.-Hurtos;2021;8.925
ARAGÓN;5.1.-Hurtos;2020;6.747
ARAGÓN;5.1.-Hurtos;2019;10.546
ARAGÓN;5.1.-Hurtos;2018;10.710
ARAGÓN;5.2.-Robos con fuerza en las cosas;2024;5.455
ARAGÓN;5.2.-Robos con fuerza en las cosas;2023;5.550
ARAGÓN;5.2.-Robos con fuerza en las cosas;2022;5.193
ARAGÓN;5.2.-Robos con fuerza en las cosas;2021;4.365
ARAGÓN;5.2.-Robos con fuerza en las cosas;2020;3.652
ARAGÓN;5.2.-Robos con fuerza en las cosas;2019;5.471
ARAGÓN;5.2.-Robos con fuerza en las cosas;2018;5.200
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;1.045
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;1.044
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;1.026
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;961
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;828
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;1.703
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;1.268
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2024;1.922
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2023;1.955
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2022;1.493
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2021;1.346
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2020;1.139
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2019;1.568
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2018;1.751
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2024;646
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2023;747
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2022;881
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2021;658
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2020;725
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2019;737
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2018;709
ARAGÓN;5.3.-Robos con violencia o intimidación;2024;1.381
ARAGÓN;5.3.-Robos con violencia o intimidación;2023;1.076
ARAGÓN;5.3.-Robos con violencia o intimidación;2022;1.195
ARAGÓN;5.3.-Robos con violencia o intimidación;2021;960
ARAGÓN;5.3.-Robos con violencia o intimidación;2020;769
ARAGÓN;5.3.-Robos con violencia o intimidación;2019;1.033
ARAGÓN;5.3.-Robos con violencia o intimidación;2018;919
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2024;939
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2023;702
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2022;843
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2021;644
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2020;541
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2019;730
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2018;630
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2024;105
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2023;65
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2022;55
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2021;50
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2020;36
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2019;40
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2018;48
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2024;227
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2023;203
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2022;197
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2021;173
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2020;125
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2019;193
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2018;149
ARAGÓN;5.4.-Sustracción de vehículos;2024;278
ARAGÓN;5.4.-Sustracción de vehículos;2023;318
ARAGÓN;5.4.-Sustracción de vehículos;2022;279
ARAGÓN;5.4.-Sustracción de vehículos;2021;252
ARAGÓN;5.4.-Sustracción de vehículos;2020;190
ARAGÓN;5.4.-Sustracción de vehículos;2019;242
ARAGÓN;5.4.-Sustracción de vehículos;2018;279
ARAGÓN;5.5.-Estafas;2024;12.579
ARAGÓN;5.5.-Estafas;2023;12.353
ARAGÓN;5.5.-Estafas;2022;10.951
ARAGÓN;5.5.-Estafas;2021;9.175
ARAGÓN;5.5.-Estafas;2020;8.762
ARAGÓN;5.5.-Estafas;2019;7.976
ARAGÓN;5.5.-Estafas;2018;6.751
ARAGÓN;5.5.1.-Estafas informáticas;2024;11.081
ARAGÓN;5.5.1.-Estafas informáticas;2023;10.891
ARAGÓN;5.5.1.-Estafas informáticas;2022;8.732
ARAGÓN;5.5.1.-Estafas informáticas;2021;7.310
