Comunidades autónomas;Tipología penal;periodo;Total
BALEARS (ILLES);5. PATRIMONIO;2021;41.567
BALEARS (ILLES);5. PATRIMONIO;2020;42.187
BALEARS (ILLES);5. PATRIMONIO;2019;58.274
BALEARS (ILLES);5. PATRIMONIO;2018;55.800
BALEARS (ILLES);5.1.-Hurtos;2024;24.316
BALEARS (ILLES);5.1.-Hurtos;2023;23.009
BALEARS (ILLES);5.1.-Hurtos;2022;24.460
BALEARS (ILLES);5.1.-Hurtos;2021;16.433
BALEARS (ILLES);5.1.-Hurtos;2020;12.478
BALEARS (ILLES);5.1.-Hurtos;2019;26.584
BALEARS (ILLES);5.1.-Hurtos;2018;27.629
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2024;7.389
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2023;6.806
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2022;7.048
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2021;6.119
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2020;5.724
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2019;7.883
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2018;7.967
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;3.545
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;3.195
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;3.192
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;2.582
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;2.257
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;2.893
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;2.455
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2024;2.044
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2023;1.937
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2022;2.174
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2021;1.921
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2020;1.857
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2019;2.598
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2018;3.067
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2024;775
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2023;738
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2022;748
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2021;725
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2020;748
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2019;965
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2018;1.030
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2024;1.423
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2023;1.519
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2022;1.272
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2021;896
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2020;749
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2019;1.314
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2018;1.230
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2024;938
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2023;994
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2022;811
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2021;571
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2020;465
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2019;843
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2018;771
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2024;89
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2023;82
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2022;88
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2021;79
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2020;72
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2019;85
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2018;89
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2024;217
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2023;228
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2022;167
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2021;118
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2020;113
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2019;164
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2018;157
BALEARS (ILLES);5.4.-Sustracción de vehículos;2024;1.724
BALEARS (ILLES);5.4.-Sustracción de vehículos;2023;1.832
BALEARS (ILLES);5.4.-Sustracción de vehículos;2022;1.564
BALEARS (ILLES);5.4.-Sustracción de vehículos;2021;1.073
BALEARS (ILLES);5.4.-Sustracción de vehículos;2020;1.021
BALEARS (ILLES);5.4.-Sustracción de vehículos;2019;1.429
BALEARS (ILLES);5.4.-Sustracción de vehículos;2018;1.432
BALEARS (ILLES);5.5.-Estafas;2024;13.834
BALEARS (ILLES);5.5.-Estafas;2023;13.522
BALEARS (ILLES);5.5.-Estafas;2022;11.589
BALEARS (ILLES);5.5.-Estafas;2021;10.035
BALEARS (ILLES);5.5.-Estafas;2020;15.850
BALEARS (ILLES);5.5.-Estafas;2019;13.091
BALEARS (ILLES);5.5.-Estafas;2018;9.821
BALEARS (ILLES);5.5.1.-Estafas informáticas;2024;11.491
BALEARS (ILLES);5.5.1.-Estafas informáticas;2023;10.299
BALEARS (ILLES);5.5.1.-Estafas informáticas;2022;7.452
BALEARS (ILLES);5.5.1.-Estafas informáticas;2021;7.005
BALEARS (ILLES);5.5.1.-Estafas informáticas;2020;10.879
BALEARS (ILLES);5.5.1.-Estafas informáticas;2019;7.702
BALEARS (ILLES);5.5.1.-Estafas informáticas;2018;5.491
BALEARS (ILLES);5.6.-Daños;2024;5.164
BALEARS (ILLES);5.6.-Daños;2023;4.912
BALEARS (ILLES);5.6.-Daños;2022;5.284
BALEARS (ILLES);5.6.-Daños;2021;5.010
BALEARS (ILLES);5.6.-Daños;2020;4.596
BALEARS (ILLES);5.6.-Daños;2019;5.625
BALEARS (ILLES);5.6.-Daños;2018;5.479
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2024;102
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2023;89
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2022;72
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2021;74
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2020;31
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2019;133
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2018;109
BALEARS (ILLES);5.8.-Blanqueo de capitales;2024;12
BALEARS (ILLES);5.8.-Blanqueo de capitales;2023;7
BALEARS (ILLES);5.8.-Blanqueo de capitales;2022;9
BALEARS (ILLES);5.8.-Blanqueo de capitales;2021;4
BALEARS (ILLES);5.8.-Blanqueo de capitales;2020;8
BALEARS (ILLES);5.8.-Blanqueo de capitales;2019;8
BALEARS (ILLES);5.8.-Blanqueo de capitales;2018;5
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2024;2.300
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2023;2.280
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2022;2.099
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2021;1.923
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2020;1.730
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2019;2.207
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2018;2.128
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;2024;2.648
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;2023;2.871
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;2022;2.458
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;2021;1.988
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;2020;2.132
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;2019;2.880
BALEARS (ILLES);6. SEGURIDAD COLECTIVA;2018;2.676
BALEARS (ILLES);6.1.-Tráfico de drogas;2024;758
BALEARS (ILLES);6.1.-Tráfico de drogas;2023;776
BALEARS (ILLES);6.1.-Tráfico de drogas;2022;627
BALEARS (ILLES);6.1.-Tráfico de drogas;2021;389
BALEARS (ILLES);6.1.-Tráfico de drogas;2020;431
BALEARS (ILLES);6.1.-Tráfico de drogas;2019;656
BALEARS (ILLES);6.1.-Tráfico de drogas;2018;514
BALEARS (ILLES);6.2.-Contra la seguridad vial;2024;1.647
BALEARS (ILLES);6.2.-Contra la seguridad vial;2023;1.892
BALEARS (ILLES);6.2.-Contra la seguridad vial;2022;1.692
BALEARS (ILLES);6.2.-Contra la seguridad vial;2021;1.532
BALEARS (ILLES);6.2.-Contra la seguridad vial;2020;1.637
BALEARS (ILLES);6.2.-Contra la seguridad vial;2019;2.051
BALEARS (ILLES);6.2.-Contra la seguridad vial;2018;1.997
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;2024;243
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;2023;203
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;2022;139
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;2021;67
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;2020;64
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;2019;173
BALEARS (ILLES);6.3.-Otros contra la seguridad colectiva;2018;165
BALEARS (ILLES);7. FALSEDADES;2024;1.098
BALEARS (ILLES);7. FALSEDADES;2023;912
BALEARS (ILLES);7. FALSEDADES;2022;1.045
BALEARS (ILLES);7. FALSEDADES;2021;1.008
BALEARS (ILLES);7. FALSEDADES;2020;671
BALEARS (ILLES);7. FALSEDADES;2019;716
BALEARS (ILLES);7. FALSEDADES;2018;639
BALEARS (ILLES);8. ADMÓN. PÚBLICA;2024;33
BALEARS (ILLES);8. ADMÓN. PÚBLICA;2023;18
BALEARS (ILLES);8. ADMÓN. PÚBLICA;2022;22
BALEARS (ILLES);8. ADMÓN. PÚBLICA;2021;7
BALEARS (ILLES);8. ADMÓN. PÚBLICA;2020;16
BALEARS (ILLES);8. ADMÓN. PÚBLICA;2019;11
BALEARS (ILLES);8. ADMÓN. PÚBLICA;2018;6
BALEARS (ILLES);9. ADMÓN. JUSTICIA;2024;1.692
BALEARS (ILLES);9. ADMÓN. JUSTICIA;2023;1.667
BALEARS (ILLES);9. ADMÓN. JUSTICIA;2022;1.499
BALEARS (ILLES);9. ADMÓN. JUSTICIA;2021;1.357
BALEARS (ILLES);9. ADMÓN. JUSTICIA;2020;1.215
BALEARS (ILLES);9. ADMÓN. JUSTICIA;2019;1.095
BALEARS (ILLES);9. ADMÓN. JUSTICIA;2018;963
BALEARS (ILLES);10. ORDEN PÚBLICO;2024;883
BALEARS (ILLES);10. ORDEN PÚBLICO;2023;914
BALEARS (ILLES);10. ORDEN PÚBLICO;2022;884
BALEARS (ILLES);10. ORDEN PÚBLICO;2021;718
BALEARS (ILLES);10. ORDEN PÚBLICO;2020;1.047
BALEARS (ILLES);10. ORDEN PÚBLICO;2019;652
BALEARS (ILLES);10. ORDEN PÚBLICO;2018;599
BALEARS (ILLES);11. LEGISLACIÓN ESPECIAL;2024;3
BALEARS (ILLES);11. LEGISLACIÓN ESPECIAL;2023;3
BALEARS (ILLES);11. LEGISLACIÓN ESPECIAL;2022;1
BALEARS (ILLES);11. LEGISLACIÓN ESPECIAL;2021;0
BALEARS (ILLES);11. LEGISLACIÓN ESPECIAL;2020;1
BALEARS (ILLES);11. LEGISLACIÓN ESPECIAL;2019;0
BALEARS (ILLES);11. LEGISLACIÓN ESPECIAL;2018;2
BALEARS (ILLES);12. OTRAS INFRACCIONES PENALES;2024;318
BALEARS (ILLES);12. OTRAS INFRACCIONES PENALES;2023;363
BALEARS (ILLES);12. OTRAS INFRACCIONES PENALES;2022;330
BALEARS (ILLES);12. OTRAS INFRACCIONES PENALES;2021;273
BALEARS (ILLES);12. OTRAS INFRACCIONES PENALES;2020;277
BALEARS (ILLES);12. OTRAS INFRACCIONES PENALES;2019;275
BALEARS (ILLES);12. OTRAS INFRACCIONES PENALES;2018;306
BALEARS (ILLES);TOTAL INFRACCIONES PENALES;2024;80.369
BALEARS (ILLES);TOTAL INFRACCIONES PENALES;2023;78.509
BALEARS (ILLES);TOTAL INFRACCIONES PENALES;2022;75.982
BALEARS (ILLES);TOTAL INFRACCIONES PENALES;2021;61.015
BALEARS (ILLES);TOTAL INFRACCIONES PENALES;2020;59.750
BALEARS (ILLES);TOTAL INFRACCIONES PENALES;2019;77.662
BALEARS (ILLES);TOTAL INFRACCIONES PENALES;2018;73.661
CANARIAS;1. CONTRA LAS PERSONAS;2024;15.285
CANARIAS;1. CONTRA LAS PERSONAS;2023;15.210
CANARIAS;1. CONTRA LAS PERSONAS;2022;13.601
CANARIAS;1. CONTRA LAS PERSONAS;2021;12.465
CANARIAS;1. CONTRA LAS PERSONAS;2020;11.643
CANARIAS;1. CONTRA LAS PERSONAS;2019;12.396
CANARIAS;1. CONTRA LAS PERSONAS;2018;11.805
CANARIAS;1.1.-Homicidios dolosos/asesinatos;2024;62
CANARIAS;1.1.-Homicidios dolosos/asesinatos;2023;77
CANARIAS;1.1.-Homicidios dolosos/asesinatos;2022;60
CANARIAS;1.1.-Homicidios dolosos/asesinatos;2021;53
CANARIAS;1.1.-Homicidios dolosos/asesinatos;2020;54
CANARIAS;1.1.-Homicidios dolosos/asesinatos;2019;64
CANARIAS;1.1.-Homicidios dolosos/asesinatos;2018;66
CANARIAS;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;14
CANARIAS;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;17
CANARIAS;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;13
CANARIAS;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;16
CANARIAS;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;12
CANARIAS;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;20
CANARIAS;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;25
CANARIAS;1.2.-Lesiones;2024;7.854
CANARIAS;1.2.-Lesiones;2023;7.847
CANARIAS;1.2.-Lesiones;2022;7.038
CANARIAS;1.2.-Lesiones;2021;6.534
CANARIAS;1.2.-Lesiones;2020;5.938
CANARIAS;1.2.-Lesiones;2019;6.922
CANARIAS;1.2.-Lesiones;2018;6.629
CANARIAS;1.3.-Malos tratos ámbito familiar;2024;6.789
CANARIAS;1.3.-Malos tratos ámbito familiar;2023;6.765
CANARIAS;1.3.-Malos tratos ámbito familiar;2022;6.060
CANARIAS;1.3.-Malos tratos ámbito familiar;2021;5.498
CANARIAS;1.3.-Malos tratos ámbito familiar;2020;5.333
CANARIAS;1.3.-Malos tratos ámbito familiar;2019;5.042
CANARIAS;1.3.-Malos tratos ámbito familiar;2018;4.775
CANARIAS;1.4.-Otros contra las personas;2024;580
CANARIAS;1.4.-Otros contra las personas;2023;521
CANARIAS;1.4.-Otros contra las personas;2022;443
CANARIAS;1.4.-Otros contra las personas;2021;380
CANARIAS;1.4.-Otros contra las personas;2020;318
CANARIAS;1.4.-Otros contra las personas;2019;368
CANARIAS;1.4.-Otros contra las personas;2018;335
CANARIAS;2. CONTRA LA LIBERTAD;2024;11.245
CANARIAS;2. CONTRA LA LIBERTAD;2023;11.181
CANARIAS;2. CONTRA LA LIBERTAD;2022;9.960
CANARIAS;2. CONTRA LA LIBERTAD;2021;10.102
CANARIAS;2. CONTRA LA LIBERTAD;2020;9.855
CANARIAS;2. CONTRA LA LIBERTAD;2019;9.328
CANARIAS;2. CONTRA LA LIBERTAD;2018;8.955
CANARIAS;2.1.-Malos tratos habituales en el ámbito familiar;2024;1.098
CANARIAS;2.1.-Malos tratos habituales en el ámbito familiar;2023;1.078
CANARIAS;2.1.-Malos tratos habituales en el ámbito familiar;2022;841
CANARIAS;2.1.-Malos tratos habituales en el ámbito familiar;2021;910
CANARIAS;2.1.-Malos tratos habituales en el ámbito familiar;2020;852
CANARIAS;2.1.-Malos tratos habituales en el ámbito familiar;2019;850
CANARIAS;2.1.-Malos tratos habituales en el ámbito familiar;2018;713
CANARIAS;2.2.-Otros contra la libertad;2024;10.147
CANARIAS;2.2.-Otros contra la libertad;2023;10.103
CANARIAS;2.2.-Otros contra la libertad;2022;9.119
CANARIAS;2.2.-Otros contra la libertad;2021;9.192
CANARIAS;2.2.-Otros contra la libertad;2020;9.003
CANARIAS;2.2.-Otros contra la libertad;2019;8.478
CANARIAS;2.2.-Otros contra la libertad;2018;8.242
CANARIAS;3. LIBERTAD SEXUAL;2024;1.336
CANARIAS;3. LIBERTAD SEXUAL;2023;1.189
CANARIAS;3. LIBERTAD SEXUAL;2022;1.148
CANARIAS;3. LIBERTAD SEXUAL;2021;946
CANARIAS;3. LIBERTAD SEXUAL;2020;875
CANARIAS;3. LIBERTAD SEXUAL;2019;907
CANARIAS;3. LIBERTAD SEXUAL;2018;750
CANARIAS;3.1.-Agresión sexual;2024;894
CANARIAS;3.1.-Agresión sexual;2023;750
CANARIAS;3.1.-Agresión sexual;2022;748
CANARIAS;3.1.-Agresión sexual;2021;612
CANARIAS;3.1.-Agresión sexual;2020;509
CANARIAS;3.1.-Agresión sexual;2019;591
CANARIAS;3.1.-Agresión sexual;2018;462
CANARIAS;3.2.-Agresión sexual con penetración;2024;241
CANARIAS;3.2.-Agresión sexual con penetración;2023;221
CANARIAS;3.2.-Agresión sexual con penetración;2022;234
CANARIAS;3.2.-Agresión sexual con penetración;2021;177
CANARIAS;3.2.-Agresión sexual con penetración;2020;169
CANARIAS;3.2.-Agresión sexual con penetración;2019;117
CANARIAS;3.2.-Agresión sexual con penetración;2018;149
CANARIAS;3.3.-Corrupción de menores o incapacitados;2024;24
CANARIAS;3.3.-Corrupción de menores o incapacitados;2023;31
CANARIAS;3.3.-Corrupción de menores o incapacitados;2022;19
CANARIAS;3.3.-Corrupción de menores o incapacitados;2021;11
CANARIAS;3.3.-Corrupción de menores o incapacitados;2020;42
CANARIAS;3.3.-Corrupción de menores o incapacitados;2019;34
CANARIAS;3.3.-Corrupción de menores o incapacitados;2018;8
CANARIAS;3.4.-Pornografía de menores;2024;46
CANARIAS;3.4.-Pornografía de menores;2023;53
CANARIAS;3.4.-Pornografía de menores;2022;33
CANARIAS;3.4.-Pornografía de menores;2021;54
CANARIAS;3.4.-Pornografía de menores;2020;54
CANARIAS;3.4.-Pornografía de menores;2019;68
CANARIAS;3.4.-Pornografía de menores;2018;52
CANARIAS;3.5.-Otros contra la libertad sexual;2024;131
CANARIAS;3.5.-Otros contra la libertad sexual;2023;134
CANARIAS;3.5.-Otros contra la libertad sexual;2022;114
CANARIAS;3.5.-Otros contra la libertad sexual;2021;92
CANARIAS;3.5.-Otros contra la libertad sexual;2020;101
CANARIAS;3.5.-Otros contra la libertad sexual;2019;97
CANARIAS;3.5.-Otros contra la libertad sexual;2018;79
CANARIAS;4. RELACIONES FAMILIARES;2024;518
CANARIAS;4. RELACIONES FAMILIARES;2023;564
CANARIAS;4. RELACIONES FAMILIARES;2022;599
CANARIAS;4. RELACIONES FAMILIARES;2021;631
CANARIAS;4. RELACIONES FAMILIARES;2020;654
CANARIAS;4. RELACIONES FAMILIARES;2019;639
CANARIAS;4. RELACIONES FAMILIARES;2018;754
CANARIAS;5. PATRIMONIO;2024;68.916
CANARIAS;5. PATRIMONIO;2023;66.962
CANARIAS;5. PATRIMONIO;2022;61.602
CANARIAS;5. PATRIMONIO;2021;49.285
CANARIAS;5. PATRIMONIO;2020;53.017
CANARIAS;5. PATRIMONIO;2019;64.716
CANARIAS;5. PATRIMONIO;2018;61.599
CANARIAS;5.1.-Hurtos;2024;28.423
CANARIAS;5.1.-Hurtos;2023;26.245
CANARIAS;5.1.-Hurtos;2022;23.596
CANARIAS;5.1.-Hurtos;2021;17.144
CANARIAS;5.1.-Hurtos;2020;16.683
CANARIAS;5.1.-Hurtos;2019;26.122
CANARIAS;5.1.-Hurtos;2018;27.229
CANARIAS;5.2.-Robos con fuerza en las cosas;2024;7.720
CANARIAS;5.2.-Robos con fuerza en las cosas;2023;7.853
CANARIAS;5.2.-Robos con fuerza en las cosas;2022;8.596
CANARIAS;5.2.-Robos con fuerza en las cosas;2021;7.639
CANARIAS;5.2.-Robos con fuerza en las cosas;2020;7.501
CANARIAS;5.2.-Robos con fuerza en las cosas;2019;10.888
CANARIAS;5.2.-Robos con fuerza en las cosas;2018;11.598
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;3.266
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;2.969
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;3.373
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;2.915
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;2.682
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;4.544
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;4.250
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2024;1.872
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2023;2.120
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2022;2.370
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2021;2.428
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2020;2.356
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2019;2.886
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2018;3.229
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2024;1.068
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2023;1.249
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2022;1.241
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2021;956
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2020;1.100
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2019;1.358
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2018;1.739
CANARIAS;5.3.-Robos con violencia o intimidación;2024;1.752
CANARIAS;5.3.-Robos con violencia o intimidación;2023;1.858
CANARIAS;5.3.-Robos con violencia o intimidación;2022;1.615
CANARIAS;5.3.-Robos con violencia o intimidación;2021;1.316
CANARIAS;5.3.-Robos con violencia o intimidación;2020;1.180
CANARIAS;5.3.-Robos con violencia o intimidación;2019;1.535
CANARIAS;5.3.-Robos con violencia o intimidación;2018;1.490
CANARIAS;5.3.1.-Robos con violencia en vía pública;2024;1.054
CANARIAS;5.3.1.-Robos con violencia en vía pública;2023;1.106
CANARIAS;5.3.1.-Robos con violencia en vía pública;2022;948
CANARIAS;5.3.1.-Robos con violencia en vía pública;2021;745
CANARIAS;5.3.1.-Robos con violencia en vía pública;2020;622
CANARIAS;5.3.1.-Robos con violencia en vía pública;2019;905
CANARIAS;5.3.1.-Robos con violencia en vía pública;2018;870
CANARIAS;5.3.2.-Robos con violencia en viviendas;2024;142
CANARIAS;5.3.2.-Robos con violencia en viviendas;2023;148
CANARIAS;5.3.2.-Robos con violencia en viviendas;2022;138
CANARIAS;5.3.2.-Robos con violencia en viviendas;2021;121
CANARIAS;5.3.2.-Robos con violencia en viviendas;2020;148
CANARIAS;5.3.2.-Robos con violencia en viviendas;2019;154
CANARIAS;5.3.2.-Robos con violencia en viviendas;2018;124
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2024;305
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2023;333
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2022;300
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2021;255
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2020;246
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2019;256
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2018;288
CANARIAS;5.4.-Sustracción de vehículos;2024;1.605
CANARIAS;5.4.-Sustracción de vehículos;2023;1.451
CANARIAS;5.4.-Sustracción de vehículos;2022;1.244
CANARIAS;5.4.-Sustracción de vehículos;2021;983
CANARIAS;5.4.-Sustracción de vehículos;2020;1.012
CANARIAS;5.4.-Sustracción de vehículos;2019;1.295
CANARIAS;5.4.-Sustracción de vehículos;2018;1.354
CANARIAS;5.5.-Estafas;2024;18.496
CANARIAS;5.5.-Estafas;2023;19.297
CANARIAS;5.5.-Estafas;2022;16.324
CANARIAS;5.5.-Estafas;2021;12.702
CANARIAS;5.5.-Estafas;2020;17.540
CANARIAS;5.5.-Estafas;2019;14.386
CANARIAS;5.5.-Estafas;2018;9.983
CANARIAS;5.5.1.-Estafas informáticas;2024;14.764
CANARIAS;5.5.1.-Estafas informáticas;2023;15.752
CANARIAS;5.5.1.-Estafas informáticas;2022;11.699
CANARIAS;5.5.1.-Estafas informáticas;2021;8.916
CANARIAS;5.5.1.-Estafas informáticas;2020;12.642
CANARIAS;5.5.1.-Estafas informáticas;2019;7.286
CANARIAS;5.5.1.-Estafas informáticas;2018;3.097
CANARIAS;5.6.-Daños;2024;7.915
CANARIAS;5.6.-Daños;2023;7.441
CANARIAS;5.6.-Daños;2022;7.688
CANARIAS;5.6.-Daños;2021;7.413
CANARIAS;5.6.-Daños;2020;6.729
CANARIAS;5.6.-Daños;2019;7.480
CANARIAS;5.6.-Daños;2018;7.217
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2024;152
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2023;107
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2022;91
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2021;48
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2020;36
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2019;154
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2018;112
CANARIAS;5.8.-Blanqueo de capitales;2024;21
CANARIAS;5.8.-Blanqueo de capitales;2023;19
CANARIAS;5.8.-Blanqueo de capitales;2022;10
CANARIAS;5.8.-Blanqueo de capitales;2021;15
CANARIAS;5.8.-Blanqueo de capitales;2020;8
CANARIAS;5.8.-Blanqueo de capitales;2019;14
CANARIAS;5.8.-Blanqueo de capitales;2018;14
CANARIAS;5.9.-Otros contra el patrimonio;2024;2.832
CANARIAS;5.9.-Otros contra el patrimonio;2023;2.691
CANARIAS;5.9.-Otros contra el patrimonio;2022;2.438
CANARIAS;5.9.-Otros contra el patrimonio;2021;2.025
CANARIAS;5.9.-Otros contra el patrimonio;2020;2.328
CANARIAS;5.9.-Otros contra el patrimonio;2019;2.842
CANARIAS;5.9.-Otros contra el patrimonio;2018;2.602
CANARIAS;6. SEGURIDAD COLECTIVA;2024;3.756
CANARIAS;6. SEGURIDAD COLECTIVA;2023;3.725
CANARIAS;6. SEGURIDAD COLECTIVA;2022;3.649
CANARIAS;6. SEGURIDAD COLECTIVA;2021;3.096
CANARIAS;6. SEGURIDAD COLECTIVA;2020;2.965
CANARIAS;6. SEGURIDAD COLECTIVA;2019;3.439
CANARIAS;6. SEGURIDAD COLECTIVA;2018;3.296
CANARIAS;6.1.-Tráfico de drogas;2024;786
