Comunidades autónomas;Nacionalidad;Sexo;periodo;Total
CATALUÑA;1.10.-Guinea Bisau;Ambos sexos;2020;23
CATALUÑA;1.10.-Guinea Bisau;Ambos sexos;2019;2
CATALUÑA;1.10.-Guinea Bisau;Ambos sexos;2018;0
CATALUÑA;1.11.-Resto África;Masculino;2024;870
CATALUÑA;1.11.-Resto África;Masculino;2023;746
CATALUÑA;1.11.-Resto África;Masculino;2022;644
CATALUÑA;1.11.-Resto África;Masculino;2021;598
CATALUÑA;1.11.-Resto África;Masculino;2020;519
CATALUÑA;1.11.-Resto África;Masculino;2019;44
CATALUÑA;1.11.-Resto África;Masculino;2018;34
CATALUÑA;1.11.-Resto África;Femenino;2024;74
CATALUÑA;1.11.-Resto África;Femenino;2023;47
CATALUÑA;1.11.-Resto África;Femenino;2022;52
CATALUÑA;1.11.-Resto África;Femenino;2021;45
CATALUÑA;1.11.-Resto África;Femenino;2020;34
CATALUÑA;1.11.-Resto África;Femenino;2019;7
CATALUÑA;1.11.-Resto África;Femenino;2018;1
CATALUÑA;1.11.-Resto África;Ambos sexos;2024;944
CATALUÑA;1.11.-Resto África;Ambos sexos;2023;793
CATALUÑA;1.11.-Resto África;Ambos sexos;2022;696
CATALUÑA;1.11.-Resto África;Ambos sexos;2021;643
CATALUÑA;1.11.-Resto África;Ambos sexos;2020;553
CATALUÑA;1.11.-Resto África;Ambos sexos;2019;51
CATALUÑA;1.11.-Resto África;Ambos sexos;2018;35
CATALUÑA;2.-CONTINENTE AMERICANO;Masculino;2024;13.001
CATALUÑA;2.-CONTINENTE AMERICANO;Masculino;2023;11.736
CATALUÑA;2.-CONTINENTE AMERICANO;Masculino;2022;10.125
CATALUÑA;2.-CONTINENTE AMERICANO;Masculino;2021;8.223
CATALUÑA;2.-CONTINENTE AMERICANO;Masculino;2020;8.108
CATALUÑA;2.-CONTINENTE AMERICANO;Masculino;2019;263
CATALUÑA;2.-CONTINENTE AMERICANO;Masculino;2018;231
CATALUÑA;2.-CONTINENTE AMERICANO;Femenino;2024;5.380
CATALUÑA;2.-CONTINENTE AMERICANO;Femenino;2023;4.893
CATALUÑA;2.-CONTINENTE AMERICANO;Femenino;2022;4.223
CATALUÑA;2.-CONTINENTE AMERICANO;Femenino;2021;3.597
CATALUÑA;2.-CONTINENTE AMERICANO;Femenino;2020;3.849
CATALUÑA;2.-CONTINENTE AMERICANO;Femenino;2019;146
CATALUÑA;2.-CONTINENTE AMERICANO;Femenino;2018;109
CATALUÑA;2.-CONTINENTE AMERICANO;Ambos sexos;2024;18.381
CATALUÑA;2.-CONTINENTE AMERICANO;Ambos sexos;2023;16.629
CATALUÑA;2.-CONTINENTE AMERICANO;Ambos sexos;2022;14.348
CATALUÑA;2.-CONTINENTE AMERICANO;Ambos sexos;2021;11.820
CATALUÑA;2.-CONTINENTE AMERICANO;Ambos sexos;2020;11.957
CATALUÑA;2.-CONTINENTE AMERICANO;Ambos sexos;2019;409
CATALUÑA;2.-CONTINENTE AMERICANO;Ambos sexos;2018;340
CATALUÑA;2.01.-Ecuador;Masculino;2024;1.406
CATALUÑA;2.01.-Ecuador;Masculino;2023;1.384
CATALUÑA;2.01.-Ecuador;Masculino;2022;1.283
CATALUÑA;2.01.-Ecuador;Masculino;2021;1.243
CATALUÑA;2.01.-Ecuador;Masculino;2020;1.128
CATALUÑA;2.01.-Ecuador;Masculino;2019;15
CATALUÑA;2.01.-Ecuador;Masculino;2018;13
CATALUÑA;2.01.-Ecuador;Femenino;2024;436
CATALUÑA;2.01.-Ecuador;Femenino;2023;378
CATALUÑA;2.01.-Ecuador;Femenino;2022;351
CATALUÑA;2.01.-Ecuador;Femenino;2021;318
CATALUÑA;2.01.-Ecuador;Femenino;2020;311
CATALUÑA;2.01.-Ecuador;Femenino;2019;8
CATALUÑA;2.01.-Ecuador;Femenino;2018;6
CATALUÑA;2.01.-Ecuador;Ambos sexos;2024;1.842
CATALUÑA;2.01.-Ecuador;Ambos sexos;2023;1.762
CATALUÑA;2.01.-Ecuador;Ambos sexos;2022;1.634
CATALUÑA;2.01.-Ecuador;Ambos sexos;2021;1.561
CATALUÑA;2.01.-Ecuador;Ambos sexos;2020;1.439
CATALUÑA;2.01.-Ecuador;Ambos sexos;2019;23
CATALUÑA;2.01.-Ecuador;Ambos sexos;2018;19
CATALUÑA;2.02.-Colombia;Masculino;2024;2.885
CATALUÑA;2.02.-Colombia;Masculino;2023;2.453
CATALUÑA;2.02.-Colombia;Masculino;2022;1.789
CATALUÑA;2.02.-Colombia;Masculino;2021;1.479
CATALUÑA;2.02.-Colombia;Masculino;2020;1.489
CATALUÑA;2.02.-Colombia;Masculino;2019;52
CATALUÑA;2.02.-Colombia;Masculino;2018;38
CATALUÑA;2.02.-Colombia;Femenino;2024;1.156
CATALUÑA;2.02.-Colombia;Femenino;2023;1.011
CATALUÑA;2.02.-Colombia;Femenino;2022;827
CATALUÑA;2.02.-Colombia;Femenino;2021;661
CATALUÑA;2.02.-Colombia;Femenino;2020;758
CATALUÑA;2.02.-Colombia;Femenino;2019;26
CATALUÑA;2.02.-Colombia;Femenino;2018;14
CATALUÑA;2.02.-Colombia;Ambos sexos;2024;4.041
CATALUÑA;2.02.-Colombia;Ambos sexos;2023;3.464
CATALUÑA;2.02.-Colombia;Ambos sexos;2022;2.616
CATALUÑA;2.02.-Colombia;Ambos sexos;2021;2.140
CATALUÑA;2.02.-Colombia;Ambos sexos;2020;2.247
CATALUÑA;2.02.-Colombia;Ambos sexos;2019;78
CATALUÑA;2.02.-Colombia;Ambos sexos;2018;52
CATALUÑA;2.03.-Rep. Dominicana;Masculino;2024;1.335
CATALUÑA;2.03.-Rep. Dominicana;Masculino;2023;1.099
CATALUÑA;2.03.-Rep. Dominicana;Masculino;2022;1.106
CATALUÑA;2.03.-Rep. Dominicana;Masculino;2021;1.041
CATALUÑA;2.03.-Rep. Dominicana;Masculino;2020;918
CATALUÑA;2.03.-Rep. Dominicana;Masculino;2019;40
CATALUÑA;2.03.-Rep. Dominicana;Masculino;2018;19
CATALUÑA;2.03.-Rep. Dominicana;Femenino;2024;372
CATALUÑA;2.03.-Rep. Dominicana;Femenino;2023;353
CATALUÑA;2.03.-Rep. Dominicana;Femenino;2022;323
CATALUÑA;2.03.-Rep. Dominicana;Femenino;2021;341
CATALUÑA;2.03.-Rep. Dominicana;Femenino;2020;334
CATALUÑA;2.03.-Rep. Dominicana;Femenino;2019;16
CATALUÑA;2.03.-Rep. Dominicana;Femenino;2018;12
CATALUÑA;2.03.-Rep. Dominicana;Ambos sexos;2024;1.707
CATALUÑA;2.03.-Rep. Dominicana;Ambos sexos;2023;1.452
CATALUÑA;2.03.-Rep. Dominicana;Ambos sexos;2022;1.429
CATALUÑA;2.03.-Rep. Dominicana;Ambos sexos;2021;1.382
CATALUÑA;2.03.-Rep. Dominicana;Ambos sexos;2020;1.252
CATALUÑA;2.03.-Rep. Dominicana;Ambos sexos;2019;56
CATALUÑA;2.03.-Rep. Dominicana;Ambos sexos;2018;31
CATALUÑA;2.04.-Bolivia;Masculino;2024;521
CATALUÑA;2.04.-Bolivia;Masculino;2023;519
CATALUÑA;2.04.-Bolivia;Masculino;2022;518
CATALUÑA;2.04.-Bolivia;Masculino;2021;469
CATALUÑA;2.04.-Bolivia;Masculino;2020;378
CATALUÑA;2.04.-Bolivia;Masculino;2019;19
CATALUÑA;2.04.-Bolivia;Masculino;2018;8
CATALUÑA;2.04.-Bolivia;Femenino;2024;251
CATALUÑA;2.04.-Bolivia;Femenino;2023;283
CATALUÑA;2.04.-Bolivia;Femenino;2022;240
CATALUÑA;2.04.-Bolivia;Femenino;2021;202
CATALUÑA;2.04.-Bolivia;Femenino;2020;191
CATALUÑA;2.04.-Bolivia;Femenino;2019;11
CATALUÑA;2.04.-Bolivia;Femenino;2018;3
CATALUÑA;2.04.-Bolivia;Ambos sexos;2024;772
CATALUÑA;2.04.-Bolivia;Ambos sexos;2023;802
CATALUÑA;2.04.-Bolivia;Ambos sexos;2022;758
CATALUÑA;2.04.-Bolivia;Ambos sexos;2021;671
CATALUÑA;2.04.-Bolivia;Ambos sexos;2020;569
CATALUÑA;2.04.-Bolivia;Ambos sexos;2019;30
CATALUÑA;2.04.-Bolivia;Ambos sexos;2018;11
CATALUÑA;2.05.-Perú;Masculino;2024;2.063
CATALUÑA;2.05.-Perú;Masculino;2023;1.866
CATALUÑA;2.05.-Perú;Masculino;2022;1.329
CATALUÑA;2.05.-Perú;Masculino;2021;880
CATALUÑA;2.05.-Perú;Masculino;2020;900
CATALUÑA;2.05.-Perú;Masculino;2019;28
CATALUÑA;2.05.-Perú;Masculino;2018;30
CATALUÑA;2.05.-Perú;Femenino;2024;971
CATALUÑA;2.05.-Perú;Femenino;2023;870
CATALUÑA;2.05.-Perú;Femenino;2022;724
CATALUÑA;2.05.-Perú;Femenino;2021;534
CATALUÑA;2.05.-Perú;Femenino;2020;633
CATALUÑA;2.05.-Perú;Femenino;2019;18
CATALUÑA;2.05.-Perú;Femenino;2018;12
CATALUÑA;2.05.-Perú;Ambos sexos;2024;3.034
CATALUÑA;2.05.-Perú;Ambos sexos;2023;2.736
CATALUÑA;2.05.-Perú;Ambos sexos;2022;2.053
CATALUÑA;2.05.-Perú;Ambos sexos;2021;1.414
CATALUÑA;2.05.-Perú;Ambos sexos;2020;1.533
CATALUÑA;2.05.-Perú;Ambos sexos;2019;46
CATALUÑA;2.05.-Perú;Ambos sexos;2018;42
CATALUÑA;2.06.-Argentina;Masculino;2024;551
CATALUÑA;2.06.-Argentina;Masculino;2023;486
CATALUÑA;2.06.-Argentina;Masculino;2022;409
CATALUÑA;2.06.-Argentina;Masculino;2021;349
CATALUÑA;2.06.-Argentina;Masculino;2020;318
CATALUÑA;2.06.-Argentina;Masculino;2019;5
CATALUÑA;2.06.-Argentina;Masculino;2018;14
CATALUÑA;2.06.-Argentina;Femenino;2024;283
CATALUÑA;2.06.-Argentina;Femenino;2023;211
CATALUÑA;2.06.-Argentina;Femenino;2022;206
CATALUÑA;2.06.-Argentina;Femenino;2021;139
CATALUÑA;2.06.-Argentina;Femenino;2020;121
CATALUÑA;2.06.-Argentina;Femenino;2019;5
CATALUÑA;2.06.-Argentina;Femenino;2018;4
CATALUÑA;2.06.-Argentina;Ambos sexos;2024;834
CATALUÑA;2.06.-Argentina;Ambos sexos;2023;697
CATALUÑA;2.06.-Argentina;Ambos sexos;2022;615
CATALUÑA;2.06.-Argentina;Ambos sexos;2021;488
CATALUÑA;2.06.-Argentina;Ambos sexos;2020;439
CATALUÑA;2.06.-Argentina;Ambos sexos;2019;10
CATALUÑA;2.06.-Argentina;Ambos sexos;2018;18
CATALUÑA;2.07.-Brasil;Masculino;2024;392
CATALUÑA;2.07.-Brasil;Masculino;2023;318
CATALUÑA;2.07.-Brasil;Masculino;2022;356
CATALUÑA;2.07.-Brasil;Masculino;2021;294
CATALUÑA;2.07.-Brasil;Masculino;2020;266
CATALUÑA;2.07.-Brasil;Masculino;2019;34
CATALUÑA;2.07.-Brasil;Masculino;2018;20
CATALUÑA;2.07.-Brasil;Femenino;2024;226
CATALUÑA;2.07.-Brasil;Femenino;2023;174
CATALUÑA;2.07.-Brasil;Femenino;2022;209
CATALUÑA;2.07.-Brasil;Femenino;2021;171
CATALUÑA;2.07.-Brasil;Femenino;2020;179
CATALUÑA;2.07.-Brasil;Femenino;2019;31
CATALUÑA;2.07.-Brasil;Femenino;2018;16
CATALUÑA;2.07.-Brasil;Ambos sexos;2024;618
CATALUÑA;2.07.-Brasil;Ambos sexos;2023;492
CATALUÑA;2.07.-Brasil;Ambos sexos;2022;565
CATALUÑA;2.07.-Brasil;Ambos sexos;2021;465
CATALUÑA;2.07.-Brasil;Ambos sexos;2020;445
CATALUÑA;2.07.-Brasil;Ambos sexos;2019;65
CATALUÑA;2.07.-Brasil;Ambos sexos;2018;36
CATALUÑA;2.08.-Cuba;Masculino;2024;629
CATALUÑA;2.08.-Cuba;Masculino;2023;707
CATALUÑA;2.08.-Cuba;Masculino;2022;606
CATALUÑA;2.08.-Cuba;Masculino;2021;461
CATALUÑA;2.08.-Cuba;Masculino;2020;690
CATALUÑA;2.08.-Cuba;Masculino;2019;22
CATALUÑA;2.08.-Cuba;Masculino;2018;11
CATALUÑA;2.08.-Cuba;Femenino;2024;261
CATALUÑA;2.08.-Cuba;Femenino;2023;379
CATALUÑA;2.08.-Cuba;Femenino;2022;294
CATALUÑA;2.08.-Cuba;Femenino;2021;251
CATALUÑA;2.08.-Cuba;Femenino;2020;331
CATALUÑA;2.08.-Cuba;Femenino;2019;8
CATALUÑA;2.08.-Cuba;Femenino;2018;5
CATALUÑA;2.08.-Cuba;Ambos sexos;2024;890
CATALUÑA;2.08.-Cuba;Ambos sexos;2023;1.086
CATALUÑA;2.08.-Cuba;Ambos sexos;2022;900
CATALUÑA;2.08.-Cuba;Ambos sexos;2021;712
CATALUÑA;2.08.-Cuba;Ambos sexos;2020;1.021
CATALUÑA;2.08.-Cuba;Ambos sexos;2019;30
CATALUÑA;2.08.-Cuba;Ambos sexos;2018;16
CATALUÑA;2.09.-Venezuela;Masculino;2024;569
CATALUÑA;2.09.-Venezuela;Masculino;2023;515
CATALUÑA;2.09.-Venezuela;Masculino;2022;461
CATALUÑA;2.09.-Venezuela;Masculino;2021;364
CATALUÑA;2.09.-Venezuela;Masculino;2020;354
CATALUÑA;2.09.-Venezuela;Masculino;2019;16
CATALUÑA;2.09.-Venezuela;Masculino;2018;16
CATALUÑA;2.09.-Venezuela;Femenino;2024;249
CATALUÑA;2.09.-Venezuela;Femenino;2023;228
CATALUÑA;2.09.-Venezuela;Femenino;2022;169
CATALUÑA;2.09.-Venezuela;Femenino;2021;182
CATALUÑA;2.09.-Venezuela;Femenino;2020;182
CATALUÑA;2.09.-Venezuela;Femenino;2019;8
CATALUÑA;2.09.-Venezuela;Femenino;2018;7
CATALUÑA;2.09.-Venezuela;Ambos sexos;2024;818
CATALUÑA;2.09.-Venezuela;Ambos sexos;2023;743
CATALUÑA;2.09.-Venezuela;Ambos sexos;2022;630
CATALUÑA;2.09.-Venezuela;Ambos sexos;2021;546
CATALUÑA;2.09.-Venezuela;Ambos sexos;2020;536
CATALUÑA;2.09.-Venezuela;Ambos sexos;2019;24
CATALUÑA;2.09.-Venezuela;Ambos sexos;2018;23
CATALUÑA;2.10.-Paraguay;Masculino;2024;286
CATALUÑA;2.10.-Paraguay;Masculino;2023;229
CATALUÑA;2.10.-Paraguay;Masculino;2022;212
CATALUÑA;2.10.-Paraguay;Masculino;2021;166
CATALUÑA;2.10.-Paraguay;Masculino;2020;142
CATALUÑA;2.10.-Paraguay;Masculino;2019;3
CATALUÑA;2.10.-Paraguay;Masculino;2018;6
CATALUÑA;2.10.-Paraguay;Femenino;2024;199
CATALUÑA;2.10.-Paraguay;Femenino;2023;175
CATALUÑA;2.10.-Paraguay;Femenino;2022;122
CATALUÑA;2.10.-Paraguay;Femenino;2021;100
CATALUÑA;2.10.-Paraguay;Femenino;2020;102
CATALUÑA;2.10.-Paraguay;Femenino;2019;6
CATALUÑA;2.10.-Paraguay;Femenino;2018;2
CATALUÑA;2.10.-Paraguay;Ambos sexos;2024;485
CATALUÑA;2.10.-Paraguay;Ambos sexos;2023;404
CATALUÑA;2.10.-Paraguay;Ambos sexos;2022;334
CATALUÑA;2.10.-Paraguay;Ambos sexos;2021;266
CATALUÑA;2.10.-Paraguay;Ambos sexos;2020;244
CATALUÑA;2.10.-Paraguay;Ambos sexos;2019;9
CATALUÑA;2.10.-Paraguay;Ambos sexos;2018;8
CATALUÑA;2.11.-Chile;Masculino;2024;893
CATALUÑA;2.11.-Chile;Masculino;2023;884
CATALUÑA;2.11.-Chile;Masculino;2022;857
CATALUÑA;2.11.-Chile;Masculino;2021;509
CATALUÑA;2.11.-Chile;Masculino;2020;682
CATALUÑA;2.11.-Chile;Masculino;2019;6
CATALUÑA;2.11.-Chile;Masculino;2018;11
CATALUÑA;2.11.-Chile;Femenino;2024;222
CATALUÑA;2.11.-Chile;Femenino;2023;228
CATALUÑA;2.11.-Chile;Femenino;2022;183
CATALUÑA;2.11.-Chile;Femenino;2021;225
CATALUÑA;2.11.-Chile;Femenino;2020;274
CATALUÑA;2.11.-Chile;Femenino;2019;0
CATALUÑA;2.11.-Chile;Femenino;2018;4
CATALUÑA;2.11.-Chile;Ambos sexos;2024;1.115
CATALUÑA;2.11.-Chile;Ambos sexos;2023;1.112
CATALUÑA;2.11.-Chile;Ambos sexos;2022;1.040
CATALUÑA;2.11.-Chile;Ambos sexos;2021;734
CATALUÑA;2.11.-Chile;Ambos sexos;2020;956
CATALUÑA;2.11.-Chile;Ambos sexos;2019;6
CATALUÑA;2.11.-Chile;Ambos sexos;2018;15
CATALUÑA;2.12.-Uruguay;Masculino;2024;157
CATALUÑA;2.12.-Uruguay;Masculino;2023;144
CATALUÑA;2.12.-Uruguay;Masculino;2022;178
CATALUÑA;2.12.-Uruguay;Masculino;2021;142
CATALUÑA;2.12.-Uruguay;Masculino;2020;122
CATALUÑA;2.12.-Uruguay;Masculino;2019;1
CATALUÑA;2.12.-Uruguay;Masculino;2018;2
CATALUÑA;2.12.-Uruguay;Femenino;2024;50
CATALUÑA;2.12.-Uruguay;Femenino;2023;49
CATALUÑA;2.12.-Uruguay;Femenino;2022;51
CATALUÑA;2.12.-Uruguay;Femenino;2021;46
CATALUÑA;2.12.-Uruguay;Femenino;2020;37
CATALUÑA;2.12.-Uruguay;Femenino;2019;3
CATALUÑA;2.12.-Uruguay;Femenino;2018;0
CATALUÑA;2.12.-Uruguay;Ambos sexos;2024;207
CATALUÑA;2.12.-Uruguay;Ambos sexos;2023;193
CATALUÑA;2.12.-Uruguay;Ambos sexos;2022;229
CATALUÑA;2.12.-Uruguay;Ambos sexos;2021;188
CATALUÑA;2.12.-Uruguay;Ambos sexos;2020;159
CATALUÑA;2.12.-Uruguay;Ambos sexos;2019;4
CATALUÑA;2.12.-Uruguay;Ambos sexos;2018;2
CATALUÑA;2.13.-Resto América;Masculino;2024;1.314
CATALUÑA;2.13.-Resto América;Masculino;2023;1.132
CATALUÑA;2.13.-Resto América;Masculino;2022;1.021
CATALUÑA;2.13.-Resto América;Masculino;2021;826
CATALUÑA;2.13.-Resto América;Masculino;2020;721
CATALUÑA;2.13.-Resto América;Masculino;2019;22
CATALUÑA;2.13.-Resto América;Masculino;2018;43
CATALUÑA;2.13.-Resto América;Femenino;2024;704
CATALUÑA;2.13.-Resto América;Femenino;2023;554
CATALUÑA;2.13.-Resto América;Femenino;2022;524
CATALUÑA;2.13.-Resto América;Femenino;2021;427
CATALUÑA;2.13.-Resto América;Femenino;2020;396
CATALUÑA;2.13.-Resto América;Femenino;2019;6
CATALUÑA;2.13.-Resto América;Femenino;2018;24
CATALUÑA;2.13.-Resto América;Ambos sexos;2024;2.018
CATALUÑA;2.13.-Resto América;Ambos sexos;2023;1.686
CATALUÑA;2.13.-Resto América;Ambos sexos;2022;1.545
CATALUÑA;2.13.-Resto América;Ambos sexos;2021;1.253
CATALUÑA;2.13.-Resto América;Ambos sexos;2020;1.117
CATALUÑA;2.13.-Resto América;Ambos sexos;2019;28
CATALUÑA;2.13.-Resto América;Ambos sexos;2018;67
CATALUÑA;3.-CONTINENTE ASIÁTICO;Masculino;2024;2.293
CATALUÑA;3.-CONTINENTE ASIÁTICO;Masculino;2023;2.166
CATALUÑA;3.-CONTINENTE ASIÁTICO;Masculino;2022;1.942
CATALUÑA;3.-CONTINENTE ASIÁTICO;Masculino;2021;1.594
CATALUÑA;3.-CONTINENTE ASIÁTICO;Masculino;2020;1.469
CATALUÑA;3.-CONTINENTE ASIÁTICO;Masculino;2019;482
CATALUÑA;3.-CONTINENTE ASIÁTICO;Masculino;2018;598
CATALUÑA;3.-CONTINENTE ASIÁTICO;Femenino;2024;366
CATALUÑA;3.-CONTINENTE ASIÁTICO;Femenino;2023;357
CATALUÑA;3.-CONTINENTE ASIÁTICO;Femenino;2022;320
CATALUÑA;3.-CONTINENTE ASIÁTICO;Femenino;2021;244
CATALUÑA;3.-CONTINENTE ASIÁTICO;Femenino;2020;204
CATALUÑA;3.-CONTINENTE ASIÁTICO;Femenino;2019;105
CATALUÑA;3.-CONTINENTE ASIÁTICO;Femenino;2018;158
CATALUÑA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2024;2.659
CATALUÑA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2023;2.523
CATALUÑA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2022;2.262
CATALUÑA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2021;1.838
CATALUÑA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2020;1.673
CATALUÑA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2019;587
CATALUÑA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2018;756
CATALUÑA;3.01.-China;Masculino;2024;342
CATALUÑA;3.01.-China;Masculino;2023;308
CATALUÑA;3.01.-China;Masculino;2022;250
CATALUÑA;3.01.-China;Masculino;2021;261
CATALUÑA;3.01.-China;Masculino;2020;205
CATALUÑA;3.01.-China;Masculino;2019;87
CATALUÑA;3.01.-China;Masculino;2018;173
CATALUÑA;3.01.-China;Femenino;2024;146
CATALUÑA;3.01.-China;Femenino;2023;149
CATALUÑA;3.01.-China;Femenino;2022;151
CATALUÑA;3.01.-China;Femenino;2021;115
CATALUÑA;3.01.-China;Femenino;2020;82
CATALUÑA;3.01.-China;Femenino;2019;57
CATALUÑA;3.01.-China;Femenino;2018;73
CATALUÑA;3.01.-China;Ambos sexos;2024;488
CATALUÑA;3.01.-China;Ambos sexos;2023;457
CATALUÑA;3.01.-China;Ambos sexos;2022;401
CATALUÑA;3.01.-China;Ambos sexos;2021;376
CATALUÑA;3.01.-China;Ambos sexos;2020;287
CATALUÑA;3.01.-China;Ambos sexos;2019;144
CATALUÑA;3.01.-China;Ambos sexos;2018;246
CATALUÑA;3.02.-Paquistán;Masculino;2024;869
CATALUÑA;3.02.-Paquistán;Masculino;2023;913
CATALUÑA;3.02.-Paquistán;Masculino;2022;733
CATALUÑA;3.02.-Paquistán;Masculino;2021;653
CATALUÑA;3.02.-Paquistán;Masculino;2020;567
CATALUÑA;3.02.-Paquistán;Masculino;2019;131
CATALUÑA;3.02.-Paquistán;Masculino;2018;129
CATALUÑA;3.02.-Paquistán;Femenino;2024;71
CATALUÑA;3.02.-Paquistán;Femenino;2023;76
CATALUÑA;3.02.-Paquistán;Femenino;2022;44
CATALUÑA;3.02.-Paquistán;Femenino;2021;43
CATALUÑA;3.02.-Paquistán;Femenino;2020;36
CATALUÑA;3.02.-Paquistán;Femenino;2019;2
CATALUÑA;3.02.-Paquistán;Femenino;2018;1
CATALUÑA;3.02.-Paquistán;Ambos sexos;2024;940
CATALUÑA;3.02.-Paquistán;Ambos sexos;2023;989
CATALUÑA;3.02.-Paquistán;Ambos sexos;2022;777
CATALUÑA;3.02.-Paquistán;Ambos sexos;2021;696
CATALUÑA;3.02.-Paquistán;Ambos sexos;2020;603
CATALUÑA;3.02.-Paquistán;Ambos sexos;2019;133
CATALUÑA;3.02.-Paquistán;Ambos sexos;2018;130
CATALUÑA;3.03.-India;Masculino;2024;481
CATALUÑA;3.03.-India;Masculino;2023;382
CATALUÑA;3.03.-India;Masculino;2022;425
CATALUÑA;3.03.-India;Masculino;2021;294
CATALUÑA;3.03.-India;Masculino;2020;268
CATALUÑA;3.03.-India;Masculino;2019;66
CATALUÑA;3.03.-India;Masculino;2018;60
CATALUÑA;3.03.-India;Femenino;2024;40
CATALUÑA;3.03.-India;Femenino;2023;35
CATALUÑA;3.03.-India;Femenino;2022;37
CATALUÑA;3.03.-India;Femenino;2021;21
CATALUÑA;3.03.-India;Femenino;2020;23
CATALUÑA;3.03.-India;Femenino;2019;1
CATALUÑA;3.03.-India;Femenino;2018;5
CATALUÑA;3.03.-India;Ambos sexos;2024;521
CATALUÑA;3.03.-India;Ambos sexos;2023;417
CATALUÑA;3.03.-India;Ambos sexos;2022;462
CATALUÑA;3.03.-India;Ambos sexos;2021;315
CATALUÑA;3.03.-India;Ambos sexos;2020;291
CATALUÑA;3.03.-India;Ambos sexos;2019;67
CATALUÑA;3.03.-India;Ambos sexos;2018;65
CATALUÑA;3.04.-Bangladesh;Masculino;2024;83
CATALUÑA;3.04.-Bangladesh;Masculino;2023;62
CATALUÑA;3.04.-Bangladesh;Masculino;2022;75
CATALUÑA;3.04.-Bangladesh;Masculino;2021;71
CATALUÑA;3.04.-Bangladesh;Masculino;2020;55
CATALUÑA;3.04.-Bangladesh;Masculino;2019;48
CATALUÑA;3.04.-Bangladesh;Masculino;2018;11
CATALUÑA;3.04.-Bangladesh;Femenino;2024;8
CATALUÑA;3.04.-Bangladesh;Femenino;2023;10
CATALUÑA;3.04.-Bangladesh;Femenino;2022;11
CATALUÑA;3.04.-Bangladesh;Femenino;2021;9
CATALUÑA;3.04.-Bangladesh;Femenino;2020;5
CATALUÑA;3.04.-Bangladesh;Femenino;2019;2
CATALUÑA;3.04.-Bangladesh;Femenino;2018;0
CATALUÑA;3.04.-Bangladesh;Ambos sexos;2024;91
CATALUÑA;3.04.-Bangladesh;Ambos sexos;2023;72
CATALUÑA;3.04.-Bangladesh;Ambos sexos;2022;86
CATALUÑA;3.04.-Bangladesh;Ambos sexos;2021;80
CATALUÑA;3.04.-Bangladesh;Ambos sexos;2020;60
CATALUÑA;3.04.-Bangladesh;Ambos sexos;2019;50
CATALUÑA;3.04.-Bangladesh;Ambos sexos;2018;11
CATALUÑA;3.05.-Irán;Masculino;2024;49
CATALUÑA;3.05.-Irán;Masculino;2023;54
CATALUÑA;3.05.-Irán;Masculino;2022;88
CATALUÑA;3.05.-Irán;Masculino;2021;34
CATALUÑA;3.05.-Irán;Masculino;2020;21
CATALUÑA;3.05.-Irán;Masculino;2019;88
CATALUÑA;3.05.-Irán;Masculino;2018;79
CATALUÑA;3.05.-Irán;Femenino;2024;22
CATALUÑA;3.05.-Irán;Femenino;2023;21
CATALUÑA;3.05.-Irán;Femenino;2022;20
CATALUÑA;3.05.-Irán;Femenino;2021;4
CATALUÑA;3.05.-Irán;Femenino;2020;9
CATALUÑA;3.05.-Irán;Femenino;2019;32
CATALUÑA;3.05.-Irán;Femenino;2018;36
CATALUÑA;3.05.-Irán;Ambos sexos;2024;71
CATALUÑA;3.05.-Irán;Ambos sexos;2023;75
CATALUÑA;3.05.-Irán;Ambos sexos;2022;108
CATALUÑA;3.05.-Irán;Ambos sexos;2021;38
CATALUÑA;3.05.-Irán;Ambos sexos;2020;30
CATALUÑA;3.05.-Irán;Ambos sexos;2019;120
CATALUÑA;3.05.-Irán;Ambos sexos;2018;115
CATALUÑA;3.06.-Filipinas;Masculino;2024;59
CATALUÑA;3.06.-Filipinas;Masculino;2023;147
CATALUÑA;3.06.-Filipinas;Masculino;2022;110
CATALUÑA;3.06.-Filipinas;Masculino;2021;70
CATALUÑA;3.06.-Filipinas;Masculino;2020;99
CATALUÑA;3.06.-Filipinas;Masculino;2019;3
CATALUÑA;3.06.-Filipinas;Masculino;2018;0
CATALUÑA;3.06.-Filipinas;Femenino;2024;12
CATALUÑA;3.06.-Filipinas;Femenino;2023;28
CATALUÑA;3.06.-Filipinas;Femenino;2022;21
CATALUÑA;3.06.-Filipinas;Femenino;2021;22
CATALUÑA;3.06.-Filipinas;Femenino;2020;22
CATALUÑA;3.06.-Filipinas;Femenino;2019;0
CATALUÑA;3.06.-Filipinas;Femenino;2018;0
CATALUÑA;3.06.-Filipinas;Ambos sexos;2024;71
CATALUÑA;3.06.-Filipinas;Ambos sexos;2023;175
CATALUÑA;3.06.-Filipinas;Ambos sexos;2022;131
