Comunidades autónomas;Nacionalidad;Sexo;periodo;Total
CANTABRIA;2.02.-Colombia;Ambos sexos;2020;81
CANTABRIA;2.02.-Colombia;Ambos sexos;2019;74
CANTABRIA;2.02.-Colombia;Ambos sexos;2018;63
CANTABRIA;2.03.-Rep. Dominicana;Masculino;2024;33
CANTABRIA;2.03.-Rep. Dominicana;Masculino;2023;34
CANTABRIA;2.03.-Rep. Dominicana;Masculino;2022;30
CANTABRIA;2.03.-Rep. Dominicana;Masculino;2021;33
CANTABRIA;2.03.-Rep. Dominicana;Masculino;2020;42
CANTABRIA;2.03.-Rep. Dominicana;Masculino;2019;30
CANTABRIA;2.03.-Rep. Dominicana;Masculino;2018;27
CANTABRIA;2.03.-Rep. Dominicana;Femenino;2024;10
CANTABRIA;2.03.-Rep. Dominicana;Femenino;2023;15
CANTABRIA;2.03.-Rep. Dominicana;Femenino;2022;14
CANTABRIA;2.03.-Rep. Dominicana;Femenino;2021;16
CANTABRIA;2.03.-Rep. Dominicana;Femenino;2020;6
CANTABRIA;2.03.-Rep. Dominicana;Femenino;2019;3
CANTABRIA;2.03.-Rep. Dominicana;Femenino;2018;11
CANTABRIA;2.03.-Rep. Dominicana;Ambos sexos;2024;43
CANTABRIA;2.03.-Rep. Dominicana;Ambos sexos;2023;49
CANTABRIA;2.03.-Rep. Dominicana;Ambos sexos;2022;44
CANTABRIA;2.03.-Rep. Dominicana;Ambos sexos;2021;49
CANTABRIA;2.03.-Rep. Dominicana;Ambos sexos;2020;48
CANTABRIA;2.03.-Rep. Dominicana;Ambos sexos;2019;33
CANTABRIA;2.03.-Rep. Dominicana;Ambos sexos;2018;38
CANTABRIA;2.04.-Bolivia;Masculino;2024;5
CANTABRIA;2.04.-Bolivia;Masculino;2023;2
CANTABRIA;2.04.-Bolivia;Masculino;2022;2
CANTABRIA;2.04.-Bolivia;Masculino;2021;1
CANTABRIA;2.04.-Bolivia;Masculino;2020;1
CANTABRIA;2.04.-Bolivia;Masculino;2019;5
CANTABRIA;2.04.-Bolivia;Masculino;2018;5
CANTABRIA;2.04.-Bolivia;Femenino;2024;1
CANTABRIA;2.04.-Bolivia;Femenino;2023;1
CANTABRIA;2.04.-Bolivia;Femenino;2022;0
CANTABRIA;2.04.-Bolivia;Femenino;2021;2
CANTABRIA;2.04.-Bolivia;Femenino;2020;2
CANTABRIA;2.04.-Bolivia;Femenino;2019;0
CANTABRIA;2.04.-Bolivia;Femenino;2018;0
CANTABRIA;2.04.-Bolivia;Ambos sexos;2024;6
CANTABRIA;2.04.-Bolivia;Ambos sexos;2023;3
CANTABRIA;2.04.-Bolivia;Ambos sexos;2022;2
CANTABRIA;2.04.-Bolivia;Ambos sexos;2021;3
CANTABRIA;2.04.-Bolivia;Ambos sexos;2020;3
CANTABRIA;2.04.-Bolivia;Ambos sexos;2019;5
CANTABRIA;2.04.-Bolivia;Ambos sexos;2018;5
CANTABRIA;2.05.-Perú;Masculino;2024;113
CANTABRIA;2.05.-Perú;Masculino;2023;88
CANTABRIA;2.05.-Perú;Masculino;2022;55
CANTABRIA;2.05.-Perú;Masculino;2021;40
CANTABRIA;2.05.-Perú;Masculino;2020;37
CANTABRIA;2.05.-Perú;Masculino;2019;28
CANTABRIA;2.05.-Perú;Masculino;2018;31
CANTABRIA;2.05.-Perú;Femenino;2024;19
CANTABRIA;2.05.-Perú;Femenino;2023;10
CANTABRIA;2.05.-Perú;Femenino;2022;15
CANTABRIA;2.05.-Perú;Femenino;2021;11
CANTABRIA;2.05.-Perú;Femenino;2020;8
CANTABRIA;2.05.-Perú;Femenino;2019;13
CANTABRIA;2.05.-Perú;Femenino;2018;7
CANTABRIA;2.05.-Perú;Ambos sexos;2024;132
CANTABRIA;2.05.-Perú;Ambos sexos;2023;98
CANTABRIA;2.05.-Perú;Ambos sexos;2022;70
CANTABRIA;2.05.-Perú;Ambos sexos;2021;51
CANTABRIA;2.05.-Perú;Ambos sexos;2020;45
CANTABRIA;2.05.-Perú;Ambos sexos;2019;41
CANTABRIA;2.05.-Perú;Ambos sexos;2018;38
CANTABRIA;2.06.-Argentina;Masculino;2024;21
CANTABRIA;2.06.-Argentina;Masculino;2023;19
CANTABRIA;2.06.-Argentina;Masculino;2022;17
CANTABRIA;2.06.-Argentina;Masculino;2021;15
CANTABRIA;2.06.-Argentina;Masculino;2020;24
CANTABRIA;2.06.-Argentina;Masculino;2019;8
CANTABRIA;2.06.-Argentina;Masculino;2018;3
CANTABRIA;2.06.-Argentina;Femenino;2024;1
CANTABRIA;2.06.-Argentina;Femenino;2023;2
CANTABRIA;2.06.-Argentina;Femenino;2022;1
CANTABRIA;2.06.-Argentina;Femenino;2021;4
CANTABRIA;2.06.-Argentina;Femenino;2020;0
CANTABRIA;2.06.-Argentina;Femenino;2019;4
CANTABRIA;2.06.-Argentina;Femenino;2018;1
CANTABRIA;2.06.-Argentina;Ambos sexos;2024;22
CANTABRIA;2.06.-Argentina;Ambos sexos;2023;21
CANTABRIA;2.06.-Argentina;Ambos sexos;2022;18
CANTABRIA;2.06.-Argentina;Ambos sexos;2021;19
CANTABRIA;2.06.-Argentina;Ambos sexos;2020;24
CANTABRIA;2.06.-Argentina;Ambos sexos;2019;12
CANTABRIA;2.06.-Argentina;Ambos sexos;2018;4
CANTABRIA;2.07.-Brasil;Masculino;2024;28
CANTABRIA;2.07.-Brasil;Masculino;2023;16
CANTABRIA;2.07.-Brasil;Masculino;2022;20
CANTABRIA;2.07.-Brasil;Masculino;2021;34
CANTABRIA;2.07.-Brasil;Masculino;2020;13
CANTABRIA;2.07.-Brasil;Masculino;2019;30
CANTABRIA;2.07.-Brasil;Masculino;2018;21
CANTABRIA;2.07.-Brasil;Femenino;2024;16
CANTABRIA;2.07.-Brasil;Femenino;2023;17
CANTABRIA;2.07.-Brasil;Femenino;2022;18
CANTABRIA;2.07.-Brasil;Femenino;2021;10
CANTABRIA;2.07.-Brasil;Femenino;2020;13
CANTABRIA;2.07.-Brasil;Femenino;2019;16
CANTABRIA;2.07.-Brasil;Femenino;2018;9
CANTABRIA;2.07.-Brasil;Ambos sexos;2024;44
CANTABRIA;2.07.-Brasil;Ambos sexos;2023;33
CANTABRIA;2.07.-Brasil;Ambos sexos;2022;38
CANTABRIA;2.07.-Brasil;Ambos sexos;2021;44
CANTABRIA;2.07.-Brasil;Ambos sexos;2020;26
CANTABRIA;2.07.-Brasil;Ambos sexos;2019;46
CANTABRIA;2.07.-Brasil;Ambos sexos;2018;30
CANTABRIA;2.08.-Cuba;Masculino;2024;11
CANTABRIA;2.08.-Cuba;Masculino;2023;12
CANTABRIA;2.08.-Cuba;Masculino;2022;11
CANTABRIA;2.08.-Cuba;Masculino;2021;14
CANTABRIA;2.08.-Cuba;Masculino;2020;7
CANTABRIA;2.08.-Cuba;Masculino;2019;6
CANTABRIA;2.08.-Cuba;Masculino;2018;2
CANTABRIA;2.08.-Cuba;Femenino;2024;6
CANTABRIA;2.08.-Cuba;Femenino;2023;2
CANTABRIA;2.08.-Cuba;Femenino;2022;4
CANTABRIA;2.08.-Cuba;Femenino;2021;7
CANTABRIA;2.08.-Cuba;Femenino;2020;3
CANTABRIA;2.08.-Cuba;Femenino;2019;5
CANTABRIA;2.08.-Cuba;Femenino;2018;3
CANTABRIA;2.08.-Cuba;Ambos sexos;2024;17
CANTABRIA;2.08.-Cuba;Ambos sexos;2023;14
CANTABRIA;2.08.-Cuba;Ambos sexos;2022;15
CANTABRIA;2.08.-Cuba;Ambos sexos;2021;21
CANTABRIA;2.08.-Cuba;Ambos sexos;2020;10
CANTABRIA;2.08.-Cuba;Ambos sexos;2019;11
CANTABRIA;2.08.-Cuba;Ambos sexos;2018;5
CANTABRIA;2.09.-Venezuela;Masculino;2024;29
CANTABRIA;2.09.-Venezuela;Masculino;2023;27
CANTABRIA;2.09.-Venezuela;Masculino;2022;23
CANTABRIA;2.09.-Venezuela;Masculino;2021;14
CANTABRIA;2.09.-Venezuela;Masculino;2020;16
CANTABRIA;2.09.-Venezuela;Masculino;2019;21
CANTABRIA;2.09.-Venezuela;Masculino;2018;9
CANTABRIA;2.09.-Venezuela;Femenino;2024;8
CANTABRIA;2.09.-Venezuela;Femenino;2023;5
CANTABRIA;2.09.-Venezuela;Femenino;2022;5
CANTABRIA;2.09.-Venezuela;Femenino;2021;3
CANTABRIA;2.09.-Venezuela;Femenino;2020;4
CANTABRIA;2.09.-Venezuela;Femenino;2019;8
CANTABRIA;2.09.-Venezuela;Femenino;2018;1
CANTABRIA;2.09.-Venezuela;Ambos sexos;2024;37
CANTABRIA;2.09.-Venezuela;Ambos sexos;2023;32
CANTABRIA;2.09.-Venezuela;Ambos sexos;2022;28
CANTABRIA;2.09.-Venezuela;Ambos sexos;2021;17
CANTABRIA;2.09.-Venezuela;Ambos sexos;2020;20
CANTABRIA;2.09.-Venezuela;Ambos sexos;2019;29
CANTABRIA;2.09.-Venezuela;Ambos sexos;2018;10
CANTABRIA;2.10.-Paraguay;Masculino;2024;14
CANTABRIA;2.10.-Paraguay;Masculino;2023;13
CANTABRIA;2.10.-Paraguay;Masculino;2022;7
CANTABRIA;2.10.-Paraguay;Masculino;2021;9
CANTABRIA;2.10.-Paraguay;Masculino;2020;11
CANTABRIA;2.10.-Paraguay;Masculino;2019;9
CANTABRIA;2.10.-Paraguay;Masculino;2018;4
CANTABRIA;2.10.-Paraguay;Femenino;2024;6
CANTABRIA;2.10.-Paraguay;Femenino;2023;16
CANTABRIA;2.10.-Paraguay;Femenino;2022;15
CANTABRIA;2.10.-Paraguay;Femenino;2021;10
CANTABRIA;2.10.-Paraguay;Femenino;2020;9
CANTABRIA;2.10.-Paraguay;Femenino;2019;11
CANTABRIA;2.10.-Paraguay;Femenino;2018;7
CANTABRIA;2.10.-Paraguay;Ambos sexos;2024;20
CANTABRIA;2.10.-Paraguay;Ambos sexos;2023;29
CANTABRIA;2.10.-Paraguay;Ambos sexos;2022;22
CANTABRIA;2.10.-Paraguay;Ambos sexos;2021;19
CANTABRIA;2.10.-Paraguay;Ambos sexos;2020;20
CANTABRIA;2.10.-Paraguay;Ambos sexos;2019;20
CANTABRIA;2.10.-Paraguay;Ambos sexos;2018;11
CANTABRIA;2.11.-Chile;Masculino;2024;3
CANTABRIA;2.11.-Chile;Masculino;2023;1
CANTABRIA;2.11.-Chile;Masculino;2022;2
CANTABRIA;2.11.-Chile;Masculino;2021;2
CANTABRIA;2.11.-Chile;Masculino;2020;1
CANTABRIA;2.11.-Chile;Masculino;2019;2
CANTABRIA;2.11.-Chile;Masculino;2018;10
CANTABRIA;2.11.-Chile;Femenino;2024;0
CANTABRIA;2.11.-Chile;Femenino;2023;0
CANTABRIA;2.11.-Chile;Femenino;2022;1
CANTABRIA;2.11.-Chile;Femenino;2021;2
CANTABRIA;2.11.-Chile;Femenino;2020;0
CANTABRIA;2.11.-Chile;Femenino;2019;1
CANTABRIA;2.11.-Chile;Femenino;2018;0
CANTABRIA;2.11.-Chile;Ambos sexos;2024;3
CANTABRIA;2.11.-Chile;Ambos sexos;2023;1
CANTABRIA;2.11.-Chile;Ambos sexos;2022;3
CANTABRIA;2.11.-Chile;Ambos sexos;2021;4
CANTABRIA;2.11.-Chile;Ambos sexos;2020;1
CANTABRIA;2.11.-Chile;Ambos sexos;2019;3
CANTABRIA;2.11.-Chile;Ambos sexos;2018;10
CANTABRIA;2.12.-Uruguay;Masculino;2024;2
CANTABRIA;2.12.-Uruguay;Masculino;2023;1
CANTABRIA;2.12.-Uruguay;Masculino;2022;1
CANTABRIA;2.12.-Uruguay;Masculino;2021;1
CANTABRIA;2.12.-Uruguay;Masculino;2020;1
CANTABRIA;2.12.-Uruguay;Masculino;2019;4
CANTABRIA;2.12.-Uruguay;Masculino;2018;1
CANTABRIA;2.12.-Uruguay;Femenino;2024;1
CANTABRIA;2.12.-Uruguay;Femenino;2023;0
CANTABRIA;2.12.-Uruguay;Femenino;2022;1
CANTABRIA;2.12.-Uruguay;Femenino;2021;1
CANTABRIA;2.12.-Uruguay;Femenino;2020;0
CANTABRIA;2.12.-Uruguay;Femenino;2019;0
CANTABRIA;2.12.-Uruguay;Femenino;2018;0
CANTABRIA;2.12.-Uruguay;Ambos sexos;2024;3
CANTABRIA;2.12.-Uruguay;Ambos sexos;2023;1
CANTABRIA;2.12.-Uruguay;Ambos sexos;2022;2
CANTABRIA;2.12.-Uruguay;Ambos sexos;2021;2
CANTABRIA;2.12.-Uruguay;Ambos sexos;2020;1
CANTABRIA;2.12.-Uruguay;Ambos sexos;2019;4
CANTABRIA;2.12.-Uruguay;Ambos sexos;2018;1
CANTABRIA;2.13.-Resto América;Masculino;2024;16
CANTABRIA;2.13.-Resto América;Masculino;2023;23
CANTABRIA;2.13.-Resto América;Masculino;2022;9
CANTABRIA;2.13.-Resto América;Masculino;2021;12
CANTABRIA;2.13.-Resto América;Masculino;2020;5
CANTABRIA;2.13.-Resto América;Masculino;2019;13
CANTABRIA;2.13.-Resto América;Masculino;2018;9
CANTABRIA;2.13.-Resto América;Femenino;2024;4
CANTABRIA;2.13.-Resto América;Femenino;2023;4
CANTABRIA;2.13.-Resto América;Femenino;2022;2
CANTABRIA;2.13.-Resto América;Femenino;2021;3
CANTABRIA;2.13.-Resto América;Femenino;2020;2
CANTABRIA;2.13.-Resto América;Femenino;2019;5
CANTABRIA;2.13.-Resto América;Femenino;2018;1
CANTABRIA;2.13.-Resto América;Ambos sexos;2024;20
CANTABRIA;2.13.-Resto América;Ambos sexos;2023;27
CANTABRIA;2.13.-Resto América;Ambos sexos;2022;11
CANTABRIA;2.13.-Resto América;Ambos sexos;2021;15
CANTABRIA;2.13.-Resto América;Ambos sexos;2020;7
CANTABRIA;2.13.-Resto América;Ambos sexos;2019;18
CANTABRIA;2.13.-Resto América;Ambos sexos;2018;10
CANTABRIA;3.-CONTINENTE ASIÁTICO;Masculino;2024;16
CANTABRIA;3.-CONTINENTE ASIÁTICO;Masculino;2023;17
CANTABRIA;3.-CONTINENTE ASIÁTICO;Masculino;2022;13
CANTABRIA;3.-CONTINENTE ASIÁTICO;Masculino;2021;16
CANTABRIA;3.-CONTINENTE ASIÁTICO;Masculino;2020;14
CANTABRIA;3.-CONTINENTE ASIÁTICO;Masculino;2019;17
CANTABRIA;3.-CONTINENTE ASIÁTICO;Masculino;2018;10
CANTABRIA;3.-CONTINENTE ASIÁTICO;Femenino;2024;3
CANTABRIA;3.-CONTINENTE ASIÁTICO;Femenino;2023;3
CANTABRIA;3.-CONTINENTE ASIÁTICO;Femenino;2022;6
CANTABRIA;3.-CONTINENTE ASIÁTICO;Femenino;2021;2
CANTABRIA;3.-CONTINENTE ASIÁTICO;Femenino;2020;0
CANTABRIA;3.-CONTINENTE ASIÁTICO;Femenino;2019;0
CANTABRIA;3.-CONTINENTE ASIÁTICO;Femenino;2018;2
CANTABRIA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2024;19
CANTABRIA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2023;20
CANTABRIA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2022;19
CANTABRIA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2021;18
CANTABRIA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2020;14
CANTABRIA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2019;17
CANTABRIA;3.-CONTINENTE ASIÁTICO;Ambos sexos;2018;12
CANTABRIA;3.01.-China;Masculino;2024;2
CANTABRIA;3.01.-China;Masculino;2023;3
CANTABRIA;3.01.-China;Masculino;2022;1
CANTABRIA;3.01.-China;Masculino;2021;6
CANTABRIA;3.01.-China;Masculino;2020;3
CANTABRIA;3.01.-China;Masculino;2019;3
CANTABRIA;3.01.-China;Masculino;2018;2
CANTABRIA;3.01.-China;Femenino;2024;0
CANTABRIA;3.01.-China;Femenino;2023;2
CANTABRIA;3.01.-China;Femenino;2022;1
CANTABRIA;3.01.-China;Femenino;2021;0
CANTABRIA;3.01.-China;Femenino;2020;0
CANTABRIA;3.01.-China;Femenino;2019;0
CANTABRIA;3.01.-China;Femenino;2018;1
CANTABRIA;3.01.-China;Ambos sexos;2024;2
CANTABRIA;3.01.-China;Ambos sexos;2023;5
CANTABRIA;3.01.-China;Ambos sexos;2022;2
CANTABRIA;3.01.-China;Ambos sexos;2021;6
CANTABRIA;3.01.-China;Ambos sexos;2020;3
CANTABRIA;3.01.-China;Ambos sexos;2019;3
CANTABRIA;3.01.-China;Ambos sexos;2018;3
CANTABRIA;3.02.-Paquistán;Masculino;2024;6
CANTABRIA;3.02.-Paquistán;Masculino;2023;5
CANTABRIA;3.02.-Paquistán;Masculino;2022;6
CANTABRIA;3.02.-Paquistán;Masculino;2021;7
CANTABRIA;3.02.-Paquistán;Masculino;2020;1
CANTABRIA;3.02.-Paquistán;Masculino;2019;3
CANTABRIA;3.02.-Paquistán;Masculino;2018;3
CANTABRIA;3.02.-Paquistán;Femenino;2024;0
CANTABRIA;3.02.-Paquistán;Femenino;2023;0
CANTABRIA;3.02.-Paquistán;Femenino;2022;0
CANTABRIA;3.02.-Paquistán;Femenino;2021;1
CANTABRIA;3.02.-Paquistán;Femenino;2020;0
CANTABRIA;3.02.-Paquistán;Femenino;2019;0
CANTABRIA;3.02.-Paquistán;Femenino;2018;0
CANTABRIA;3.02.-Paquistán;Ambos sexos;2024;6
CANTABRIA;3.02.-Paquistán;Ambos sexos;2023;5
CANTABRIA;3.02.-Paquistán;Ambos sexos;2022;6
CANTABRIA;3.02.-Paquistán;Ambos sexos;2021;8
CANTABRIA;3.02.-Paquistán;Ambos sexos;2020;1
CANTABRIA;3.02.-Paquistán;Ambos sexos;2019;3
CANTABRIA;3.02.-Paquistán;Ambos sexos;2018;3
CANTABRIA;3.03.-India;Masculino;2024;0
CANTABRIA;3.03.-India;Masculino;2023;2
CANTABRIA;3.03.-India;Masculino;2022;0
CANTABRIA;3.03.-India;Masculino;2021;0
CANTABRIA;3.03.-India;Masculino;2020;0
CANTABRIA;3.03.-India;Masculino;2019;1
CANTABRIA;3.03.-India;Masculino;2018;1
CANTABRIA;3.03.-India;Femenino;2024;0
CANTABRIA;3.03.-India;Femenino;2023;0
CANTABRIA;3.03.-India;Femenino;2022;0
CANTABRIA;3.03.-India;Femenino;2021;0
CANTABRIA;3.03.-India;Femenino;2020;0
CANTABRIA;3.03.-India;Femenino;2019;0
CANTABRIA;3.03.-India;Femenino;2018;0
CANTABRIA;3.03.-India;Ambos sexos;2024;0
CANTABRIA;3.03.-India;Ambos sexos;2023;2
CANTABRIA;3.03.-India;Ambos sexos;2022;0
CANTABRIA;3.03.-India;Ambos sexos;2021;0
CANTABRIA;3.03.-India;Ambos sexos;2020;0
CANTABRIA;3.03.-India;Ambos sexos;2019;1
CANTABRIA;3.03.-India;Ambos sexos;2018;1
CANTABRIA;3.04.-Bangladesh;Masculino;2024;1
CANTABRIA;3.04.-Bangladesh;Masculino;2023;0
CANTABRIA;3.04.-Bangladesh;Masculino;2022;0
CANTABRIA;3.04.-Bangladesh;Masculino;2021;0
CANTABRIA;3.04.-Bangladesh;Masculino;2020;1
CANTABRIA;3.04.-Bangladesh;Masculino;2019;0
CANTABRIA;3.04.-Bangladesh;Masculino;2018;0
CANTABRIA;3.04.-Bangladesh;Femenino;2024;0
CANTABRIA;3.04.-Bangladesh;Femenino;2023;0
CANTABRIA;3.04.-Bangladesh;Femenino;2022;0
CANTABRIA;3.04.-Bangladesh;Femenino;2021;0
CANTABRIA;3.04.-Bangladesh;Femenino;2020;0
CANTABRIA;3.04.-Bangladesh;Femenino;2019;0
CANTABRIA;3.04.-Bangladesh;Femenino;2018;0
CANTABRIA;3.04.-Bangladesh;Ambos sexos;2024;1
CANTABRIA;3.04.-Bangladesh;Ambos sexos;2023;0
CANTABRIA;3.04.-Bangladesh;Ambos sexos;2022;0
CANTABRIA;3.04.-Bangladesh;Ambos sexos;2021;0
CANTABRIA;3.04.-Bangladesh;Ambos sexos;2020;1
CANTABRIA;3.04.-Bangladesh;Ambos sexos;2019;0
CANTABRIA;3.04.-Bangladesh;Ambos sexos;2018;0
CANTABRIA;3.05.-Irán;Masculino;2024;0
CANTABRIA;3.05.-Irán;Masculino;2023;5
CANTABRIA;3.05.-Irán;Masculino;2022;3
CANTABRIA;3.05.-Irán;Masculino;2021;0
CANTABRIA;3.05.-Irán;Masculino;2020;5
CANTABRIA;3.05.-Irán;Masculino;2019;1
CANTABRIA;3.05.-Irán;Masculino;2018;0
CANTABRIA;3.05.-Irán;Femenino;2024;2
CANTABRIA;3.05.-Irán;Femenino;2023;1
CANTABRIA;3.05.-Irán;Femenino;2022;4
CANTABRIA;3.05.-Irán;Femenino;2021;0
CANTABRIA;3.05.-Irán;Femenino;2020;0
CANTABRIA;3.05.-Irán;Femenino;2019;0
CANTABRIA;3.05.-Irán;Femenino;2018;0
CANTABRIA;3.05.-Irán;Ambos sexos;2024;2
CANTABRIA;3.05.-Irán;Ambos sexos;2023;6
CANTABRIA;3.05.-Irán;Ambos sexos;2022;7
CANTABRIA;3.05.-Irán;Ambos sexos;2021;0
CANTABRIA;3.05.-Irán;Ambos sexos;2020;5
CANTABRIA;3.05.-Irán;Ambos sexos;2019;1
CANTABRIA;3.05.-Irán;Ambos sexos;2018;0
CANTABRIA;3.06.-Filipinas;Masculino;2024;0
CANTABRIA;3.06.-Filipinas;Masculino;2023;0
CANTABRIA;3.06.-Filipinas;Masculino;2022;0
CANTABRIA;3.06.-Filipinas;Masculino;2021;0
CANTABRIA;3.06.-Filipinas;Masculino;2020;0
CANTABRIA;3.06.-Filipinas;Masculino;2019;0
CANTABRIA;3.06.-Filipinas;Masculino;2018;2
CANTABRIA;3.06.-Filipinas;Femenino;2024;0
CANTABRIA;3.06.-Filipinas;Femenino;2023;0
CANTABRIA;3.06.-Filipinas;Femenino;2022;0
CANTABRIA;3.06.-Filipinas;Femenino;2021;0
CANTABRIA;3.06.-Filipinas;Femenino;2020;0
CANTABRIA;3.06.-Filipinas;Femenino;2019;0
CANTABRIA;3.06.-Filipinas;Femenino;2018;0
CANTABRIA;3.06.-Filipinas;Ambos sexos;2024;0
CANTABRIA;3.06.-Filipinas;Ambos sexos;2023;0
CANTABRIA;3.06.-Filipinas;Ambos sexos;2022;0
CANTABRIA;3.06.-Filipinas;Ambos sexos;2021;0
CANTABRIA;3.06.-Filipinas;Ambos sexos;2020;0
CANTABRIA;3.06.-Filipinas;Ambos sexos;2019;0
CANTABRIA;3.06.-Filipinas;Ambos sexos;2018;2
CANTABRIA;3.07.-Resto de Asia;Masculino;2024;7
CANTABRIA;3.07.-Resto de Asia;Masculino;2023;2
CANTABRIA;3.07.-Resto de Asia;Masculino;2022;3
CANTABRIA;3.07.-Resto de Asia;Masculino;2021;3
CANTABRIA;3.07.-Resto de Asia;Masculino;2020;4
CANTABRIA;3.07.-Resto de Asia;Masculino;2019;9
CANTABRIA;3.07.-Resto de Asia;Masculino;2018;2
CANTABRIA;3.07.-Resto de Asia;Femenino;2024;1
CANTABRIA;3.07.-Resto de Asia;Femenino;2023;0
CANTABRIA;3.07.-Resto de Asia;Femenino;2022;1
CANTABRIA;3.07.-Resto de Asia;Femenino;2021;1
CANTABRIA;3.07.-Resto de Asia;Femenino;2020;0
CANTABRIA;3.07.-Resto de Asia;Femenino;2019;0
CANTABRIA;3.07.-Resto de Asia;Femenino;2018;1
CANTABRIA;3.07.-Resto de Asia;Ambos sexos;2024;8
CANTABRIA;3.07.-Resto de Asia;Ambos sexos;2023;2
CANTABRIA;3.07.-Resto de Asia;Ambos sexos;2022;4
CANTABRIA;3.07.-Resto de Asia;Ambos sexos;2021;4
CANTABRIA;3.07.-Resto de Asia;Ambos sexos;2020;4
CANTABRIA;3.07.-Resto de Asia;Ambos sexos;2019;9
CANTABRIA;3.07.-Resto de Asia;Ambos sexos;2018;3
CANTABRIA;4.-CONTINENTE EUROPEO;Masculino;2024;207
CANTABRIA;4.-CONTINENTE EUROPEO;Masculino;2023;230
CANTABRIA;4.-CONTINENTE EUROPEO;Masculino;2022;223
CANTABRIA;4.-CONTINENTE EUROPEO;Masculino;2021;205
CANTABRIA;4.-CONTINENTE EUROPEO;Masculino;2020;193
CANTABRIA;4.-CONTINENTE EUROPEO;Masculino;2019;243
CANTABRIA;4.-CONTINENTE EUROPEO;Masculino;2018;254
CANTABRIA;4.-CONTINENTE EUROPEO;Femenino;2024;35
CANTABRIA;4.-CONTINENTE EUROPEO;Femenino;2023;42
CANTABRIA;4.-CONTINENTE EUROPEO;Femenino;2022;42
CANTABRIA;4.-CONTINENTE EUROPEO;Femenino;2021;38
CANTABRIA;4.-CONTINENTE EUROPEO;Femenino;2020;33
CANTABRIA;4.-CONTINENTE EUROPEO;Femenino;2019;34
CANTABRIA;4.-CONTINENTE EUROPEO;Femenino;2018;66
CANTABRIA;4.-CONTINENTE EUROPEO;Ambos sexos;2024;242
CANTABRIA;4.-CONTINENTE EUROPEO;Ambos sexos;2023;272
CANTABRIA;4.-CONTINENTE EUROPEO;Ambos sexos;2022;265
CANTABRIA;4.-CONTINENTE EUROPEO;Ambos sexos;2021;243
CANTABRIA;4.-CONTINENTE EUROPEO;Ambos sexos;2020;226
CANTABRIA;4.-CONTINENTE EUROPEO;Ambos sexos;2019;277
CANTABRIA;4.-CONTINENTE EUROPEO;Ambos sexos;2018;320
CANTABRIA;4.01.-Rumanía;Masculino;2024;78
CANTABRIA;4.01.-Rumanía;Masculino;2023;81
CANTABRIA;4.01.-Rumanía;Masculino;2022;78
CANTABRIA;4.01.-Rumanía;Masculino;2021;68
CANTABRIA;4.01.-Rumanía;Masculino;2020;51
CANTABRIA;4.01.-Rumanía;Masculino;2019;64
CANTABRIA;4.01.-Rumanía;Masculino;2018;94
CANTABRIA;4.01.-Rumanía;Femenino;2024;20
CANTABRIA;4.01.-Rumanía;Femenino;2023;20
CANTABRIA;4.01.-Rumanía;Femenino;2022;20
CANTABRIA;4.01.-Rumanía;Femenino;2021;12
CANTABRIA;4.01.-Rumanía;Femenino;2020;9
CANTABRIA;4.01.-Rumanía;Femenino;2019;13
CANTABRIA;4.01.-Rumanía;Femenino;2018;20
CANTABRIA;4.01.-Rumanía;Ambos sexos;2024;98
CANTABRIA;4.01.-Rumanía;Ambos sexos;2023;101
CANTABRIA;4.01.-Rumanía;Ambos sexos;2022;98
CANTABRIA;4.01.-Rumanía;Ambos sexos;2021;80
CANTABRIA;4.01.-Rumanía;Ambos sexos;2020;60
CANTABRIA;4.01.-Rumanía;Ambos sexos;2019;77
CANTABRIA;4.01.-Rumanía;Ambos sexos;2018;114
CANTABRIA;4.02.-Bulgaría;Masculino;2024;8
CANTABRIA;4.02.-Bulgaría;Masculino;2023;9
CANTABRIA;4.02.-Bulgaría;Masculino;2022;10
CANTABRIA;4.02.-Bulgaría;Masculino;2021;4
CANTABRIA;4.02.-Bulgaría;Masculino;2020;7
CANTABRIA;4.02.-Bulgaría;Masculino;2019;12
CANTABRIA;4.02.-Bulgaría;Masculino;2018;3
CANTABRIA;4.02.-Bulgaría;Femenino;2024;1
CANTABRIA;4.02.-Bulgaría;Femenino;2023;1
CANTABRIA;4.02.-Bulgaría;Femenino;2022;1
CANTABRIA;4.02.-Bulgaría;Femenino;2021;3
CANTABRIA;4.02.-Bulgaría;Femenino;2020;1
CANTABRIA;4.02.-Bulgaría;Femenino;2019;3
CANTABRIA;4.02.-Bulgaría;Femenino;2018;2
CANTABRIA;4.02.-Bulgaría;Ambos sexos;2024;9
CANTABRIA;4.02.-Bulgaría;Ambos sexos;2023;10
CANTABRIA;4.02.-Bulgaría;Ambos sexos;2022;11
CANTABRIA;4.02.-Bulgaría;Ambos sexos;2021;7
