Comunidades autónomas;Tipología penal;periodo;Total
COMUNITAT VALENCIANA;5.4.-Sustracción de vehículos;2024;536
COMUNITAT VALENCIANA;5.4.-Sustracción de vehículos;2023;478
COMUNITAT VALENCIANA;5.4.-Sustracción de vehículos;2022;469
COMUNITAT VALENCIANA;5.4.-Sustracción de vehículos;2021;364
COMUNITAT VALENCIANA;5.4.-Sustracción de vehículos;2020;404
COMUNITAT VALENCIANA;5.4.-Sustracción de vehículos;2019;459
COMUNITAT VALENCIANA;5.4.-Sustracción de vehículos;2018;464
COMUNITAT VALENCIANA;5.5.-Estafas;2024;2.352
COMUNITAT VALENCIANA;5.5.-Estafas;2023;1.962
COMUNITAT VALENCIANA;5.5.-Estafas;2022;1.714
COMUNITAT VALENCIANA;5.5.-Estafas;2021;1.719
COMUNITAT VALENCIANA;5.5.-Estafas;2020;1.378
COMUNITAT VALENCIANA;5.5.-Estafas;2019;1.462
COMUNITAT VALENCIANA;5.5.-Estafas;2018;1.463
COMUNITAT VALENCIANA;5.5.1.-Estafas informáticas;2024;1.188
COMUNITAT VALENCIANA;5.5.1.-Estafas informáticas;2023;933
COMUNITAT VALENCIANA;5.5.1.-Estafas informáticas;2022;708
COMUNITAT VALENCIANA;5.5.1.-Estafas informáticas;2021;757
COMUNITAT VALENCIANA;5.5.1.-Estafas informáticas;2020;596
COMUNITAT VALENCIANA;5.5.1.-Estafas informáticas;2019;416
COMUNITAT VALENCIANA;5.5.1.-Estafas informáticas;2018;352
COMUNITAT VALENCIANA;5.6.-Daños;2024;1.224
COMUNITAT VALENCIANA;5.6.-Daños;2023;1.150
COMUNITAT VALENCIANA;5.6.-Daños;2022;1.239
COMUNITAT VALENCIANA;5.6.-Daños;2021;1.105
COMUNITAT VALENCIANA;5.6.-Daños;2020;874
COMUNITAT VALENCIANA;5.6.-Daños;2019;1.040
COMUNITAT VALENCIANA;5.6.-Daños;2018;1.002
COMUNITAT VALENCIANA;5.7.-Contra la propiedad intelectual/industrial;2024;155
COMUNITAT VALENCIANA;5.7.-Contra la propiedad intelectual/industrial;2023;188
COMUNITAT VALENCIANA;5.7.-Contra la propiedad intelectual/industrial;2022;132
COMUNITAT VALENCIANA;5.7.-Contra la propiedad intelectual/industrial;2021;163
COMUNITAT VALENCIANA;5.7.-Contra la propiedad intelectual/industrial;2020;156
COMUNITAT VALENCIANA;5.7.-Contra la propiedad intelectual/industrial;2019;267
COMUNITAT VALENCIANA;5.7.-Contra la propiedad intelectual/industrial;2018;334
COMUNITAT VALENCIANA;5.8.-Blanqueo de capitales;2024;103
COMUNITAT VALENCIANA;5.8.-Blanqueo de capitales;2023;58
COMUNITAT VALENCIANA;5.8.-Blanqueo de capitales;2022;21
COMUNITAT VALENCIANA;5.8.-Blanqueo de capitales;2021;75
COMUNITAT VALENCIANA;5.8.-Blanqueo de capitales;2020;63
COMUNITAT VALENCIANA;5.8.-Blanqueo de capitales;2019;70
COMUNITAT VALENCIANA;5.8.-Blanqueo de capitales;2018;87
COMUNITAT VALENCIANA;5.9.-Otros contra el patrimonio;2024;1.744
COMUNITAT VALENCIANA;5.9.-Otros contra el patrimonio;2023;1.457
COMUNITAT VALENCIANA;5.9.-Otros contra el patrimonio;2022;1.420
COMUNITAT VALENCIANA;5.9.-Otros contra el patrimonio;2021;1.111
COMUNITAT VALENCIANA;5.9.-Otros contra el patrimonio;2020;1.095
COMUNITAT VALENCIANA;5.9.-Otros contra el patrimonio;2019;1.331
COMUNITAT VALENCIANA;5.9.-Otros contra el patrimonio;2018;1.320
COMUNITAT VALENCIANA;6. SEGURIDAD COLECTIVA;2024;8.851
COMUNITAT VALENCIANA;6. SEGURIDAD COLECTIVA;2023;9.217
COMUNITAT VALENCIANA;6. SEGURIDAD COLECTIVA;2022;8.439
COMUNITAT VALENCIANA;6. SEGURIDAD COLECTIVA;2021;7.429
COMUNITAT VALENCIANA;6. SEGURIDAD COLECTIVA;2020;6.614
COMUNITAT VALENCIANA;6. SEGURIDAD COLECTIVA;2019;7.688
COMUNITAT VALENCIANA;6. SEGURIDAD COLECTIVA;2018;7.588
COMUNITAT VALENCIANA;6.1.-Tráfico de drogas;2024;3.830
COMUNITAT VALENCIANA;6.1.-Tráfico de drogas;2023;3.727
COMUNITAT VALENCIANA;6.1.-Tráfico de drogas;2022;3.010
COMUNITAT VALENCIANA;6.1.-Tráfico de drogas;2021;2.989
COMUNITAT VALENCIANA;6.1.-Tráfico de drogas;2020;2.949
COMUNITAT VALENCIANA;6.1.-Tráfico de drogas;2019;3.142
COMUNITAT VALENCIANA;6.1.-Tráfico de drogas;2018;2.791
COMUNITAT VALENCIANA;6.2.-Contra la seguridad vial;2024;4.710
COMUNITAT VALENCIANA;6.2.-Contra la seguridad vial;2023;5.198
COMUNITAT VALENCIANA;6.2.-Contra la seguridad vial;2022;5.214
COMUNITAT VALENCIANA;6.2.-Contra la seguridad vial;2021;4.218
COMUNITAT VALENCIANA;6.2.-Contra la seguridad vial;2020;3.491
COMUNITAT VALENCIANA;6.2.-Contra la seguridad vial;2019;4.415
COMUNITAT VALENCIANA;6.2.-Contra la seguridad vial;2018;4.516
COMUNITAT VALENCIANA;6.3.-Otros contra la seguridad colectiva;2024;311
COMUNITAT VALENCIANA;6.3.-Otros contra la seguridad colectiva;2023;292
COMUNITAT VALENCIANA;6.3.-Otros contra la seguridad colectiva;2022;215
COMUNITAT VALENCIANA;6.3.-Otros contra la seguridad colectiva;2021;222
COMUNITAT VALENCIANA;6.3.-Otros contra la seguridad colectiva;2020;174
COMUNITAT VALENCIANA;6.3.-Otros contra la seguridad colectiva;2019;131
COMUNITAT VALENCIANA;6.3.-Otros contra la seguridad colectiva;2018;281
COMUNITAT VALENCIANA;7. FALSEDADES;2024;1.566
COMUNITAT VALENCIANA;7. FALSEDADES;2023;1.564
COMUNITAT VALENCIANA;7. FALSEDADES;2022;1.425
COMUNITAT VALENCIANA;7. FALSEDADES;2021;1.330
COMUNITAT VALENCIANA;7. FALSEDADES;2020;1.014
COMUNITAT VALENCIANA;7. FALSEDADES;2019;1.420
COMUNITAT VALENCIANA;7. FALSEDADES;2018;1.592
COMUNITAT VALENCIANA;8. ADMÓN. PÚBLICA;2024;29
COMUNITAT VALENCIANA;8. ADMÓN. PÚBLICA;2023;16
COMUNITAT VALENCIANA;8. ADMÓN. PÚBLICA;2022;25
COMUNITAT VALENCIANA;8. ADMÓN. PÚBLICA;2021;46
COMUNITAT VALENCIANA;8. ADMÓN. PÚBLICA;2020;28
COMUNITAT VALENCIANA;8. ADMÓN. PÚBLICA;2019;38
COMUNITAT VALENCIANA;8. ADMÓN. PÚBLICA;2018;42
COMUNITAT VALENCIANA;9. ADMÓN. JUSTICIA;2024;4.291
COMUNITAT VALENCIANA;9. ADMÓN. JUSTICIA;2023;4.304
COMUNITAT VALENCIANA;9. ADMÓN. JUSTICIA;2022;3.932
COMUNITAT VALENCIANA;9. ADMÓN. JUSTICIA;2021;3.410
COMUNITAT VALENCIANA;9. ADMÓN. JUSTICIA;2020;3.269
COMUNITAT VALENCIANA;9. ADMÓN. JUSTICIA;2019;3.370
COMUNITAT VALENCIANA;9. ADMÓN. JUSTICIA;2018;3.224
COMUNITAT VALENCIANA;10. ORDEN PÚBLICO;2024;3.387
COMUNITAT VALENCIANA;10. ORDEN PÚBLICO;2023;3.249
COMUNITAT VALENCIANA;10. ORDEN PÚBLICO;2022;3.025
COMUNITAT VALENCIANA;10. ORDEN PÚBLICO;2021;3.026
COMUNITAT VALENCIANA;10. ORDEN PÚBLICO;2020;3.673
COMUNITAT VALENCIANA;10. ORDEN PÚBLICO;2019;2.234
COMUNITAT VALENCIANA;10. ORDEN PÚBLICO;2018;2.249
COMUNITAT VALENCIANA;11. LEGISLACIÓN ESPECIAL;2024;25
COMUNITAT VALENCIANA;11. LEGISLACIÓN ESPECIAL;2023;26
COMUNITAT VALENCIANA;11. LEGISLACIÓN ESPECIAL;2022;9
COMUNITAT VALENCIANA;11. LEGISLACIÓN ESPECIAL;2021;39
COMUNITAT VALENCIANA;11. LEGISLACIÓN ESPECIAL;2020;23
COMUNITAT VALENCIANA;11. LEGISLACIÓN ESPECIAL;2019;10
COMUNITAT VALENCIANA;11. LEGISLACIÓN ESPECIAL;2018;66
COMUNITAT VALENCIANA;12. OTRAS INFRACCIONES PENALES;2024;570
COMUNITAT VALENCIANA;12. OTRAS INFRACCIONES PENALES;2023;397
COMUNITAT VALENCIANA;12. OTRAS INFRACCIONES PENALES;2022;442
COMUNITAT VALENCIANA;12. OTRAS INFRACCIONES PENALES;2021;551
COMUNITAT VALENCIANA;12. OTRAS INFRACCIONES PENALES;2020;411
COMUNITAT VALENCIANA;12. OTRAS INFRACCIONES PENALES;2019;471
COMUNITAT VALENCIANA;12. OTRAS INFRACCIONES PENALES;2018;379
COMUNITAT VALENCIANA;TOTAL INFRACCIONES PENALES;2024;67.803
COMUNITAT VALENCIANA;TOTAL INFRACCIONES PENALES;2023;64.341
COMUNITAT VALENCIANA;TOTAL INFRACCIONES PENALES;2022;58.638
COMUNITAT VALENCIANA;TOTAL INFRACCIONES PENALES;2021;51.081
COMUNITAT VALENCIANA;TOTAL INFRACCIONES PENALES;2020;45.661
COMUNITAT VALENCIANA;TOTAL INFRACCIONES PENALES;2019;50.416
COMUNITAT VALENCIANA;TOTAL INFRACCIONES PENALES;2018;49.936
EXTREMADURA;1. CONTRA LAS PERSONAS;2024;2.347
EXTREMADURA;1. CONTRA LAS PERSONAS;2023;2.437
EXTREMADURA;1. CONTRA LAS PERSONAS;2022;2.209
EXTREMADURA;1. CONTRA LAS PERSONAS;2021;2.096
EXTREMADURA;1. CONTRA LAS PERSONAS;2020;1.920
EXTREMADURA;1. CONTRA LAS PERSONAS;2019;2.099
EXTREMADURA;1. CONTRA LAS PERSONAS;2018;2.072
EXTREMADURA;1.1.-Homicidios dolosos/asesinatos;2024;40
EXTREMADURA;1.1.-Homicidios dolosos/asesinatos;2023;19
EXTREMADURA;1.1.-Homicidios dolosos/asesinatos;2022;13
EXTREMADURA;1.1.-Homicidios dolosos/asesinatos;2021;24
EXTREMADURA;1.1.-Homicidios dolosos/asesinatos;2020;33
EXTREMADURA;1.1.-Homicidios dolosos/asesinatos;2019;16
EXTREMADURA;1.1.-Homicidios dolosos/asesinatos;2018;21
EXTREMADURA;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;8
EXTREMADURA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;4
EXTREMADURA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;4
EXTREMADURA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;2
EXTREMADURA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;12
EXTREMADURA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;6
EXTREMADURA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;12
EXTREMADURA;1.2.-Lesiones;2024;1.051
EXTREMADURA;1.2.-Lesiones;2023;1.248
EXTREMADURA;1.2.-Lesiones;2022;1.067
EXTREMADURA;1.2.-Lesiones;2021;1.020
EXTREMADURA;1.2.-Lesiones;2020;884
EXTREMADURA;1.2.-Lesiones;2019;1.042
EXTREMADURA;1.2.-Lesiones;2018;1.118
EXTREMADURA;1.3.-Malos tratos ámbito familiar;2024;1.221
EXTREMADURA;1.3.-Malos tratos ámbito familiar;2023;1.130
EXTREMADURA;1.3.-Malos tratos ámbito familiar;2022;1.080
EXTREMADURA;1.3.-Malos tratos ámbito familiar;2021;988
EXTREMADURA;1.3.-Malos tratos ámbito familiar;2020;959
EXTREMADURA;1.3.-Malos tratos ámbito familiar;2019;999
EXTREMADURA;1.3.-Malos tratos ámbito familiar;2018;883
EXTREMADURA;1.4.-Otros contra las personas;2024;35
EXTREMADURA;1.4.-Otros contra las personas;2023;40
EXTREMADURA;1.4.-Otros contra las personas;2022;49
EXTREMADURA;1.4.-Otros contra las personas;2021;64
EXTREMADURA;1.4.-Otros contra las personas;2020;44
EXTREMADURA;1.4.-Otros contra las personas;2019;42
EXTREMADURA;1.4.-Otros contra las personas;2018;50
EXTREMADURA;2. CONTRA LA LIBERTAD;2024;1.202
EXTREMADURA;2. CONTRA LA LIBERTAD;2023;1.362
EXTREMADURA;2. CONTRA LA LIBERTAD;2022;1.185
EXTREMADURA;2. CONTRA LA LIBERTAD;2021;1.174
EXTREMADURA;2. CONTRA LA LIBERTAD;2020;1.128
EXTREMADURA;2. CONTRA LA LIBERTAD;2019;1.171
EXTREMADURA;2. CONTRA LA LIBERTAD;2018;1.076
EXTREMADURA;2.1.-Malos tratos habituales en el ámbito familiar;2024;267
EXTREMADURA;2.1.-Malos tratos habituales en el ámbito familiar;2023;270
EXTREMADURA;2.1.-Malos tratos habituales en el ámbito familiar;2022;242
EXTREMADURA;2.1.-Malos tratos habituales en el ámbito familiar;2021;263
EXTREMADURA;2.1.-Malos tratos habituales en el ámbito familiar;2020;214
EXTREMADURA;2.1.-Malos tratos habituales en el ámbito familiar;2019;241
EXTREMADURA;2.1.-Malos tratos habituales en el ámbito familiar;2018;189
EXTREMADURA;2.2.-Otros contra la libertad;2024;935
EXTREMADURA;2.2.-Otros contra la libertad;2023;1.092
EXTREMADURA;2.2.-Otros contra la libertad;2022;943
EXTREMADURA;2.2.-Otros contra la libertad;2021;911
EXTREMADURA;2.2.-Otros contra la libertad;2020;914
EXTREMADURA;2.2.-Otros contra la libertad;2019;930
EXTREMADURA;2.2.-Otros contra la libertad;2018;887
EXTREMADURA;3. LIBERTAD SEXUAL;2024;238
EXTREMADURA;3. LIBERTAD SEXUAL;2023;211
EXTREMADURA;3. LIBERTAD SEXUAL;2022;186
EXTREMADURA;3. LIBERTAD SEXUAL;2021;167
EXTREMADURA;3. LIBERTAD SEXUAL;2020;128
EXTREMADURA;3. LIBERTAD SEXUAL;2019;152
EXTREMADURA;3. LIBERTAD SEXUAL;2018;153
EXTREMADURA;3.1.-Agresión sexual;2024;159
EXTREMADURA;3.1.-Agresión sexual;2023;132
EXTREMADURA;3.1.-Agresión sexual;2022;129
EXTREMADURA;3.1.-Agresión sexual;2021;105
EXTREMADURA;3.1.-Agresión sexual;2020;87
EXTREMADURA;3.1.-Agresión sexual;2019;99
EXTREMADURA;3.1.-Agresión sexual;2018;97
EXTREMADURA;3.2.-Agresión sexual con penetración;2024;33
EXTREMADURA;3.2.-Agresión sexual con penetración;2023;29
EXTREMADURA;3.2.-Agresión sexual con penetración;2022;28
EXTREMADURA;3.2.-Agresión sexual con penetración;2021;35
EXTREMADURA;3.2.-Agresión sexual con penetración;2020;24
EXTREMADURA;3.2.-Agresión sexual con penetración;2019;22
EXTREMADURA;3.2.-Agresión sexual con penetración;2018;28
EXTREMADURA;3.3.-Corrupción de menores o incapacitados;2024;8
EXTREMADURA;3.3.-Corrupción de menores o incapacitados;2023;5
EXTREMADURA;3.3.-Corrupción de menores o incapacitados;2022;4
EXTREMADURA;3.3.-Corrupción de menores o incapacitados;2021;7
EXTREMADURA;3.3.-Corrupción de menores o incapacitados;2020;2
EXTREMADURA;3.3.-Corrupción de menores o incapacitados;2019;6
EXTREMADURA;3.3.-Corrupción de menores o incapacitados;2018;8
EXTREMADURA;3.4.-Pornografía de menores;2024;7
EXTREMADURA;3.4.-Pornografía de menores;2023;22
EXTREMADURA;3.4.-Pornografía de menores;2022;6
EXTREMADURA;3.4.-Pornografía de menores;2021;5
EXTREMADURA;3.4.-Pornografía de menores;2020;2
EXTREMADURA;3.4.-Pornografía de menores;2019;5
EXTREMADURA;3.4.-Pornografía de menores;2018;6
EXTREMADURA;3.5.-Otros contra la libertad sexual;2024;31
EXTREMADURA;3.5.-Otros contra la libertad sexual;2023;23
EXTREMADURA;3.5.-Otros contra la libertad sexual;2022;19
EXTREMADURA;3.5.-Otros contra la libertad sexual;2021;15
EXTREMADURA;3.5.-Otros contra la libertad sexual;2020;13
EXTREMADURA;3.5.-Otros contra la libertad sexual;2019;20
EXTREMADURA;3.5.-Otros contra la libertad sexual;2018;14
EXTREMADURA;4. RELACIONES FAMILIARES;2024;63
EXTREMADURA;4. RELACIONES FAMILIARES;2023;68
EXTREMADURA;4. RELACIONES FAMILIARES;2022;70
EXTREMADURA;4. RELACIONES FAMILIARES;2021;58
EXTREMADURA;4. RELACIONES FAMILIARES;2020;44
EXTREMADURA;4. RELACIONES FAMILIARES;2019;49
EXTREMADURA;4. RELACIONES FAMILIARES;2018;50
EXTREMADURA;5. PATRIMONIO;2024;2.235
EXTREMADURA;5. PATRIMONIO;2023;2.596
EXTREMADURA;5. PATRIMONIO;2022;2.401
EXTREMADURA;5. PATRIMONIO;2021;2.046
EXTREMADURA;5. PATRIMONIO;2020;2.024
EXTREMADURA;5. PATRIMONIO;2019;2.349
EXTREMADURA;5. PATRIMONIO;2018;2.414
EXTREMADURA;5.1.-Hurtos;2024;806
EXTREMADURA;5.1.-Hurtos;2023;935
EXTREMADURA;5.1.-Hurtos;2022;922
EXTREMADURA;5.1.-Hurtos;2021;654
EXTREMADURA;5.1.-Hurtos;2020;616
EXTREMADURA;5.1.-Hurtos;2019;791
EXTREMADURA;5.1.-Hurtos;2018;898
EXTREMADURA;5.2.-Robos con fuerza en las cosas;2024;513
EXTREMADURA;5.2.-Robos con fuerza en las cosas;2023;606
EXTREMADURA;5.2.-Robos con fuerza en las cosas;2022;482
EXTREMADURA;5.2.-Robos con fuerza en las cosas;2021;447
EXTREMADURA;5.2.-Robos con fuerza en las cosas;2020;493
EXTREMADURA;5.2.-Robos con fuerza en las cosas;2019;539
EXTREMADURA;5.2.-Robos con fuerza en las cosas;2018;608
EXTREMADURA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;68
EXTREMADURA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;74
EXTREMADURA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;53
EXTREMADURA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;63
EXTREMADURA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;48
EXTREMADURA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;68
EXTREMADURA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;62
EXTREMADURA;5.2.2.-Robos con fuerza en viviendas;2024;163
EXTREMADURA;5.2.2.-Robos con fuerza en viviendas;2023;191
EXTREMADURA;5.2.2.-Robos con fuerza en viviendas;2022;131
EXTREMADURA;5.2.2.-Robos con fuerza en viviendas;2021;149
EXTREMADURA;5.2.2.-Robos con fuerza en viviendas;2020;169
EXTREMADURA;5.2.2.-Robos con fuerza en viviendas;2019;176
EXTREMADURA;5.2.2.-Robos con fuerza en viviendas;2018;225
EXTREMADURA;5.2.3.-Robos con fuerza en establecimientos;2024;118
EXTREMADURA;5.2.3.-Robos con fuerza en establecimientos;2023;164
EXTREMADURA;5.2.3.-Robos con fuerza en establecimientos;2022;124
EXTREMADURA;5.2.3.-Robos con fuerza en establecimientos;2021;87
EXTREMADURA;5.2.3.-Robos con fuerza en establecimientos;2020;118
EXTREMADURA;5.2.3.-Robos con fuerza en establecimientos;2019;135
EXTREMADURA;5.2.3.-Robos con fuerza en establecimientos;2018;160
EXTREMADURA;5.3.-Robos con violencia o intimidación;2024;179
EXTREMADURA;5.3.-Robos con violencia o intimidación;2023;192
EXTREMADURA;5.3.-Robos con violencia o intimidación;2022;168
EXTREMADURA;5.3.-Robos con violencia o intimidación;2021;120
EXTREMADURA;5.3.-Robos con violencia o intimidación;2020;135
EXTREMADURA;5.3.-Robos con violencia o intimidación;2019;218
EXTREMADURA;5.3.-Robos con violencia o intimidación;2018;141
EXTREMADURA;5.3.1.-Robos con violencia en vía pública;2024;66
EXTREMADURA;5.3.1.-Robos con violencia en vía pública;2023;73
EXTREMADURA;5.3.1.-Robos con violencia en vía pública;2022;75
EXTREMADURA;5.3.1.-Robos con violencia en vía pública;2021;52
EXTREMADURA;5.3.1.-Robos con violencia en vía pública;2020;60
EXTREMADURA;5.3.1.-Robos con violencia en vía pública;2019;101
EXTREMADURA;5.3.1.-Robos con violencia en vía pública;2018;56
EXTREMADURA;5.3.2.-Robos con violencia en viviendas;2024;14
EXTREMADURA;5.3.2.-Robos con violencia en viviendas;2023;37
EXTREMADURA;5.3.2.-Robos con violencia en viviendas;2022;35
EXTREMADURA;5.3.2.-Robos con violencia en viviendas;2021;20
EXTREMADURA;5.3.2.-Robos con violencia en viviendas;2020;24
EXTREMADURA;5.3.2.-Robos con violencia en viviendas;2019;33
EXTREMADURA;5.3.2.-Robos con violencia en viviendas;2018;19
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2024;83
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2023;58
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2022;40
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2021;37
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2020;36
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2019;58
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2018;53
EXTREMADURA;5.4.-Sustracción de vehículos;2024;35
EXTREMADURA;5.4.-Sustracción de vehículos;2023;37
EXTREMADURA;5.4.-Sustracción de vehículos;2022;29
EXTREMADURA;5.4.-Sustracción de vehículos;2021;30
EXTREMADURA;5.4.-Sustracción de vehículos;2020;25
EXTREMADURA;5.4.-Sustracción de vehículos;2019;25
EXTREMADURA;5.4.-Sustracción de vehículos;2018;27
EXTREMADURA;5.5.-Estafas;2024;282
EXTREMADURA;5.5.-Estafas;2023;319
EXTREMADURA;5.5.-Estafas;2022;328
EXTREMADURA;5.5.-Estafas;2021;318
EXTREMADURA;5.5.-Estafas;2020;326
EXTREMADURA;5.5.-Estafas;2019;242
EXTREMADURA;5.5.-Estafas;2018;178
EXTREMADURA;5.5.1.-Estafas informáticas;2024;182
EXTREMADURA;5.5.1.-Estafas informáticas;2023;192
EXTREMADURA;5.5.1.-Estafas informáticas;2022;184
EXTREMADURA;5.5.1.-Estafas informáticas;2021;181
EXTREMADURA;5.5.1.-Estafas informáticas;2020;131
EXTREMADURA;5.5.1.-Estafas informáticas;2019;67
EXTREMADURA;5.5.1.-Estafas informáticas;2018;32
EXTREMADURA;5.6.-Daños;2024;214
EXTREMADURA;5.6.-Daños;2023;274
EXTREMADURA;5.6.-Daños;2022;259
EXTREMADURA;5.6.-Daños;2021;272
EXTREMADURA;5.6.-Daños;2020;245
EXTREMADURA;5.6.-Daños;2019;255
EXTREMADURA;5.6.-Daños;2018;250
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2024;13
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2023;20
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2022;21
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2021;5
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2020;20
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2019;44
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2018;70
EXTREMADURA;5.8.-Blanqueo de capitales;2024;1
EXTREMADURA;5.8.-Blanqueo de capitales;2023;5
EXTREMADURA;5.8.-Blanqueo de capitales;2022;3
EXTREMADURA;5.8.-Blanqueo de capitales;2021;12
EXTREMADURA;5.8.-Blanqueo de capitales;2020;1
EXTREMADURA;5.8.-Blanqueo de capitales;2019;1
EXTREMADURA;5.8.-Blanqueo de capitales;2018;2
EXTREMADURA;5.9.-Otros contra el patrimonio;2024;192
EXTREMADURA;5.9.-Otros contra el patrimonio;2023;208
EXTREMADURA;5.9.-Otros contra el patrimonio;2022;189
EXTREMADURA;5.9.-Otros contra el patrimonio;2021;188
EXTREMADURA;5.9.-Otros contra el patrimonio;2020;163
EXTREMADURA;5.9.-Otros contra el patrimonio;2019;234
EXTREMADURA;5.9.-Otros contra el patrimonio;2018;240
EXTREMADURA;6. SEGURIDAD COLECTIVA;2024;1.208
EXTREMADURA;6. SEGURIDAD COLECTIVA;2023;1.296
EXTREMADURA;6. SEGURIDAD COLECTIVA;2022;1.244
EXTREMADURA;6. SEGURIDAD COLECTIVA;2021;1.364
EXTREMADURA;6. SEGURIDAD COLECTIVA;2020;1.172
EXTREMADURA;6. SEGURIDAD COLECTIVA;2019;1.374
EXTREMADURA;6. SEGURIDAD COLECTIVA;2018;1.229
EXTREMADURA;6.1.-Tráfico de drogas;2024;389
EXTREMADURA;6.1.-Tráfico de drogas;2023;474
EXTREMADURA;6.1.-Tráfico de drogas;2022;407
EXTREMADURA;6.1.-Tráfico de drogas;2021;570
EXTREMADURA;6.1.-Tráfico de drogas;2020;545
EXTREMADURA;6.1.-Tráfico de drogas;2019;547
EXTREMADURA;6.1.-Tráfico de drogas;2018;423
EXTREMADURA;6.2.-Contra la seguridad vial;2024;751
EXTREMADURA;6.2.-Contra la seguridad vial;2023;785
EXTREMADURA;6.2.-Contra la seguridad vial;2022;778
EXTREMADURA;6.2.-Contra la seguridad vial;2021;741
EXTREMADURA;6.2.-Contra la seguridad vial;2020;588
EXTREMADURA;6.2.-Contra la seguridad vial;2019;735
EXTREMADURA;6.2.-Contra la seguridad vial;2018;716
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2024;68
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2023;37
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2022;59
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2021;53
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2020;39
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2019;92
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2018;90
EXTREMADURA;7. FALSEDADES;2024;164
EXTREMADURA;7. FALSEDADES;2023;163
EXTREMADURA;7. FALSEDADES;2022;136
EXTREMADURA;7. FALSEDADES;2021;149
EXTREMADURA;7. FALSEDADES;2020;126
EXTREMADURA;7. FALSEDADES;2019;152
EXTREMADURA;7. FALSEDADES;2018;128
EXTREMADURA;8. ADMÓN. PÚBLICA;2024;89
EXTREMADURA;8. ADMÓN. PÚBLICA;2023;2
EXTREMADURA;8. ADMÓN. PÚBLICA;2022;1
EXTREMADURA;8. ADMÓN. PÚBLICA;2021;11
EXTREMADURA;8. ADMÓN. PÚBLICA;2020;1
EXTREMADURA;8. ADMÓN. PÚBLICA;2019;3
EXTREMADURA;8. ADMÓN. PÚBLICA;2018;7
EXTREMADURA;9. ADMÓN. JUSTICIA;2024;723
EXTREMADURA;9. ADMÓN. JUSTICIA;2023;660
EXTREMADURA;9. ADMÓN. JUSTICIA;2022;609
EXTREMADURA;9. ADMÓN. JUSTICIA;2021;537
EXTREMADURA;9. ADMÓN. JUSTICIA;2020;494
EXTREMADURA;9. ADMÓN. JUSTICIA;2019;519
EXTREMADURA;9. ADMÓN. JUSTICIA;2018;445
EXTREMADURA;10. ORDEN PÚBLICO;2024;309
EXTREMADURA;10. ORDEN PÚBLICO;2023;314
EXTREMADURA;10. ORDEN PÚBLICO;2022;274
EXTREMADURA;10. ORDEN PÚBLICO;2021;310
EXTREMADURA;10. ORDEN PÚBLICO;2020;438
EXTREMADURA;10. ORDEN PÚBLICO;2019;254
EXTREMADURA;10. ORDEN PÚBLICO;2018;208
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2024;2
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2023;14
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2022;13
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2021;21
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2020;14
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2019;10
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2018;35
