Comunidades autónomas;Tipología penal;periodo;Total
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2024;3.022
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2023;3.012
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2022;2.678
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2021;2.382
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2020;2.163
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2019;2.135
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2018;2.068
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2024;148
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2023;181
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2022;125
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2021;103
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2020;76
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2019;110
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2018;81
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2024;2.508
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2023;2.477
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2022;2.245
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2021;2.193
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2020;1.960
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2019;2.140
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2018;2.118
CASTILLA Y LEÓN;2.1.-Malos tratos habituales en el ámbito familiar;2024;557
CASTILLA Y LEÓN;2.1.-Malos tratos habituales en el ámbito familiar;2023;574
CASTILLA Y LEÓN;2.1.-Malos tratos habituales en el ámbito familiar;2022;515
CASTILLA Y LEÓN;2.1.-Malos tratos habituales en el ámbito familiar;2021;505
CASTILLA Y LEÓN;2.1.-Malos tratos habituales en el ámbito familiar;2020;435
CASTILLA Y LEÓN;2.1.-Malos tratos habituales en el ámbito familiar;2019;463
CASTILLA Y LEÓN;2.1.-Malos tratos habituales en el ámbito familiar;2018;469
CASTILLA Y LEÓN;2.2.-Otros contra la libertad;2024;1.951
CASTILLA Y LEÓN;2.2.-Otros contra la libertad;2023;1.903
CASTILLA Y LEÓN;2.2.-Otros contra la libertad;2022;1.730
CASTILLA Y LEÓN;2.2.-Otros contra la libertad;2021;1.688
CASTILLA Y LEÓN;2.2.-Otros contra la libertad;2020;1.525
CASTILLA Y LEÓN;2.2.-Otros contra la libertad;2019;1.677
CASTILLA Y LEÓN;2.2.-Otros contra la libertad;2018;1.649
CASTILLA Y LEÓN;3. LIBERTAD SEXUAL;2024;544
CASTILLA Y LEÓN;3. LIBERTAD SEXUAL;2023;484
CASTILLA Y LEÓN;3. LIBERTAD SEXUAL;2022;428
CASTILLA Y LEÓN;3. LIBERTAD SEXUAL;2021;393
CASTILLA Y LEÓN;3. LIBERTAD SEXUAL;2020;257
CASTILLA Y LEÓN;3. LIBERTAD SEXUAL;2019;336
CASTILLA Y LEÓN;3. LIBERTAD SEXUAL;2018;340
CASTILLA Y LEÓN;3.1.-Agresión sexual;2024;353
CASTILLA Y LEÓN;3.1.-Agresión sexual;2023;283
CASTILLA Y LEÓN;3.1.-Agresión sexual;2022;249
CASTILLA Y LEÓN;3.1.-Agresión sexual;2021;223
CASTILLA Y LEÓN;3.1.-Agresión sexual;2020;148
CASTILLA Y LEÓN;3.1.-Agresión sexual;2019;184
CASTILLA Y LEÓN;3.1.-Agresión sexual;2018;186
CASTILLA Y LEÓN;3.2.-Agresión sexual con penetración;2024;109
CASTILLA Y LEÓN;3.2.-Agresión sexual con penetración;2023;118
CASTILLA Y LEÓN;3.2.-Agresión sexual con penetración;2022;79
CASTILLA Y LEÓN;3.2.-Agresión sexual con penetración;2021;99
CASTILLA Y LEÓN;3.2.-Agresión sexual con penetración;2020;52
CASTILLA Y LEÓN;3.2.-Agresión sexual con penetración;2019;63
CASTILLA Y LEÓN;3.2.-Agresión sexual con penetración;2018;61
CASTILLA Y LEÓN;3.3.-Corrupción de menores o incapacitados;2024;15
CASTILLA Y LEÓN;3.3.-Corrupción de menores o incapacitados;2023;10
CASTILLA Y LEÓN;3.3.-Corrupción de menores o incapacitados;2022;13
CASTILLA Y LEÓN;3.3.-Corrupción de menores o incapacitados;2021;12
CASTILLA Y LEÓN;3.3.-Corrupción de menores o incapacitados;2020;4
CASTILLA Y LEÓN;3.3.-Corrupción de menores o incapacitados;2019;8
CASTILLA Y LEÓN;3.3.-Corrupción de menores o incapacitados;2018;14
CASTILLA Y LEÓN;3.4.-Pornografía de menores;2024;16
CASTILLA Y LEÓN;3.4.-Pornografía de menores;2023;27
CASTILLA Y LEÓN;3.4.-Pornografía de menores;2022;32
CASTILLA Y LEÓN;3.4.-Pornografía de menores;2021;18
CASTILLA Y LEÓN;3.4.-Pornografía de menores;2020;18
CASTILLA Y LEÓN;3.4.-Pornografía de menores;2019;26
CASTILLA Y LEÓN;3.4.-Pornografía de menores;2018;40
CASTILLA Y LEÓN;3.5.-Otros contra la libertad sexual;2024;51
CASTILLA Y LEÓN;3.5.-Otros contra la libertad sexual;2023;46
CASTILLA Y LEÓN;3.5.-Otros contra la libertad sexual;2022;55
CASTILLA Y LEÓN;3.5.-Otros contra la libertad sexual;2021;41
CASTILLA Y LEÓN;3.5.-Otros contra la libertad sexual;2020;35
CASTILLA Y LEÓN;3.5.-Otros contra la libertad sexual;2019;55
CASTILLA Y LEÓN;3.5.-Otros contra la libertad sexual;2018;39
CASTILLA Y LEÓN;4. RELACIONES FAMILIARES;2024;51
CASTILLA Y LEÓN;4. RELACIONES FAMILIARES;2023;42
CASTILLA Y LEÓN;4. RELACIONES FAMILIARES;2022;39
CASTILLA Y LEÓN;4. RELACIONES FAMILIARES;2021;57
CASTILLA Y LEÓN;4. RELACIONES FAMILIARES;2020;35
CASTILLA Y LEÓN;4. RELACIONES FAMILIARES;2019;52
CASTILLA Y LEÓN;4. RELACIONES FAMILIARES;2018;59
CASTILLA Y LEÓN;5. PATRIMONIO;2024;5.453
CASTILLA Y LEÓN;5. PATRIMONIO;2023;5.443
CASTILLA Y LEÓN;5. PATRIMONIO;2022;5.008
CASTILLA Y LEÓN;5. PATRIMONIO;2021;4.336
CASTILLA Y LEÓN;5. PATRIMONIO;2020;3.891
CASTILLA Y LEÓN;5. PATRIMONIO;2019;5.113
CASTILLA Y LEÓN;5. PATRIMONIO;2018;5.102
CASTILLA Y LEÓN;5.1.-Hurtos;2024;1.827
CASTILLA Y LEÓN;5.1.-Hurtos;2023;1.865
CASTILLA Y LEÓN;5.1.-Hurtos;2022;1.610
CASTILLA Y LEÓN;5.1.-Hurtos;2021;1.367
CASTILLA Y LEÓN;5.1.-Hurtos;2020;1.090
CASTILLA Y LEÓN;5.1.-Hurtos;2019;1.748
CASTILLA Y LEÓN;5.1.-Hurtos;2018;1.721
CASTILLA Y LEÓN;5.2.-Robos con fuerza en las cosas;2024;1.081
CASTILLA Y LEÓN;5.2.-Robos con fuerza en las cosas;2023;1.051
CASTILLA Y LEÓN;5.2.-Robos con fuerza en las cosas;2022;1.116
CASTILLA Y LEÓN;5.2.-Robos con fuerza en las cosas;2021;955
CASTILLA Y LEÓN;5.2.-Robos con fuerza en las cosas;2020;869
CASTILLA Y LEÓN;5.2.-Robos con fuerza en las cosas;2019;1.189
CASTILLA Y LEÓN;5.2.-Robos con fuerza en las cosas;2018;1.126
CASTILLA Y LEÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;150
CASTILLA Y LEÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;165
CASTILLA Y LEÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;135
CASTILLA Y LEÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;151
CASTILLA Y LEÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;133
CASTILLA Y LEÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;124
CASTILLA Y LEÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;142
CASTILLA Y LEÓN;5.2.2.-Robos con fuerza en viviendas;2024;259
CASTILLA Y LEÓN;5.2.2.-Robos con fuerza en viviendas;2023;293
CASTILLA Y LEÓN;5.2.2.-Robos con fuerza en viviendas;2022;284
CASTILLA Y LEÓN;5.2.2.-Robos con fuerza en viviendas;2021;262
CASTILLA Y LEÓN;5.2.2.-Robos con fuerza en viviendas;2020;250
CASTILLA Y LEÓN;5.2.2.-Robos con fuerza en viviendas;2019;397
CASTILLA Y LEÓN;5.2.2.-Robos con fuerza en viviendas;2018;371
CASTILLA Y LEÓN;5.2.3.-Robos con fuerza en establecimientos;2024;257
CASTILLA Y LEÓN;5.2.3.-Robos con fuerza en establecimientos;2023;270
CASTILLA Y LEÓN;5.2.3.-Robos con fuerza en establecimientos;2022;335
CASTILLA Y LEÓN;5.2.3.-Robos con fuerza en establecimientos;2021;275
CASTILLA Y LEÓN;5.2.3.-Robos con fuerza en establecimientos;2020;213
CASTILLA Y LEÓN;5.2.3.-Robos con fuerza en establecimientos;2019;324
CASTILLA Y LEÓN;5.2.3.-Robos con fuerza en establecimientos;2018;292
CASTILLA Y LEÓN;5.3.-Robos con violencia o intimidación;2024;505
CASTILLA Y LEÓN;5.3.-Robos con violencia o intimidación;2023;480
CASTILLA Y LEÓN;5.3.-Robos con violencia o intimidación;2022;407
CASTILLA Y LEÓN;5.3.-Robos con violencia o intimidación;2021;376
CASTILLA Y LEÓN;5.3.-Robos con violencia o intimidación;2020;300
CASTILLA Y LEÓN;5.3.-Robos con violencia o intimidación;2019;411
CASTILLA Y LEÓN;5.3.-Robos con violencia o intimidación;2018;420
CASTILLA Y LEÓN;5.3.1.-Robos con violencia en vía pública;2024;239
CASTILLA Y LEÓN;5.3.1.-Robos con violencia en vía pública;2023;226
CASTILLA Y LEÓN;5.3.1.-Robos con violencia en vía pública;2022;191
CASTILLA Y LEÓN;5.3.1.-Robos con violencia en vía pública;2021;192
CASTILLA Y LEÓN;5.3.1.-Robos con violencia en vía pública;2020;155
CASTILLA Y LEÓN;5.3.1.-Robos con violencia en vía pública;2019;211
CASTILLA Y LEÓN;5.3.1.-Robos con violencia en vía pública;2018;197
CASTILLA Y LEÓN;5.3.2.-Robos con violencia en viviendas;2024;56
CASTILLA Y LEÓN;5.3.2.-Robos con violencia en viviendas;2023;56
CASTILLA Y LEÓN;5.3.2.-Robos con violencia en viviendas;2022;38
CASTILLA Y LEÓN;5.3.2.-Robos con violencia en viviendas;2021;49
CASTILLA Y LEÓN;5.3.2.-Robos con violencia en viviendas;2020;40
CASTILLA Y LEÓN;5.3.2.-Robos con violencia en viviendas;2019;47
CASTILLA Y LEÓN;5.3.2.-Robos con violencia en viviendas;2018;56
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2024;160
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2023;147
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2022;131
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2021;92
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2020;76
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2019;108
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2018;116
CASTILLA Y LEÓN;5.4.-Sustracción de vehículos;2024;113
CASTILLA Y LEÓN;5.4.-Sustracción de vehículos;2023;88
CASTILLA Y LEÓN;5.4.-Sustracción de vehículos;2022;110
CASTILLA Y LEÓN;5.4.-Sustracción de vehículos;2021;65
CASTILLA Y LEÓN;5.4.-Sustracción de vehículos;2020;74
CASTILLA Y LEÓN;5.4.-Sustracción de vehículos;2019;79
CASTILLA Y LEÓN;5.4.-Sustracción de vehículos;2018;79
CASTILLA Y LEÓN;5.5.-Estafas;2024;910
CASTILLA Y LEÓN;5.5.-Estafas;2023;944
CASTILLA Y LEÓN;5.5.-Estafas;2022;743
CASTILLA Y LEÓN;5.5.-Estafas;2021;594
CASTILLA Y LEÓN;5.5.-Estafas;2020;588
CASTILLA Y LEÓN;5.5.-Estafas;2019;661
CASTILLA Y LEÓN;5.5.-Estafas;2018;621
CASTILLA Y LEÓN;5.5.1.-Estafas informáticas;2024;580
CASTILLA Y LEÓN;5.5.1.-Estafas informáticas;2023;654
CASTILLA Y LEÓN;5.5.1.-Estafas informáticas;2022;381
CASTILLA Y LEÓN;5.5.1.-Estafas informáticas;2021;330
CASTILLA Y LEÓN;5.5.1.-Estafas informáticas;2020;287
CASTILLA Y LEÓN;5.5.1.-Estafas informáticas;2019;192
CASTILLA Y LEÓN;5.5.1.-Estafas informáticas;2018;119
CASTILLA Y LEÓN;5.6.-Daños;2024;540
CASTILLA Y LEÓN;5.6.-Daños;2023;511
CASTILLA Y LEÓN;5.6.-Daños;2022;587
CASTILLA Y LEÓN;5.6.-Daños;2021;567
CASTILLA Y LEÓN;5.6.-Daños;2020;571
CASTILLA Y LEÓN;5.6.-Daños;2019;548
CASTILLA Y LEÓN;5.6.-Daños;2018;569
CASTILLA Y LEÓN;5.7.-Contra la propiedad intelectual/industrial;2024;30
CASTILLA Y LEÓN;5.7.-Contra la propiedad intelectual/industrial;2023;87
CASTILLA Y LEÓN;5.7.-Contra la propiedad intelectual/industrial;2022;39
CASTILLA Y LEÓN;5.7.-Contra la propiedad intelectual/industrial;2021;41
CASTILLA Y LEÓN;5.7.-Contra la propiedad intelectual/industrial;2020;30
CASTILLA Y LEÓN;5.7.-Contra la propiedad intelectual/industrial;2019;44
CASTILLA Y LEÓN;5.7.-Contra la propiedad intelectual/industrial;2018;83
CASTILLA Y LEÓN;5.8.-Blanqueo de capitales;2024;23
CASTILLA Y LEÓN;5.8.-Blanqueo de capitales;2023;7
CASTILLA Y LEÓN;5.8.-Blanqueo de capitales;2022;9
CASTILLA Y LEÓN;5.8.-Blanqueo de capitales;2021;9
CASTILLA Y LEÓN;5.8.-Blanqueo de capitales;2020;3
CASTILLA Y LEÓN;5.8.-Blanqueo de capitales;2019;0
CASTILLA Y LEÓN;5.8.-Blanqueo de capitales;2018;13
CASTILLA Y LEÓN;5.9.-Otros contra el patrimonio;2024;424
CASTILLA Y LEÓN;5.9.-Otros contra el patrimonio;2023;410
CASTILLA Y LEÓN;5.9.-Otros contra el patrimonio;2022;387
CASTILLA Y LEÓN;5.9.-Otros contra el patrimonio;2021;362
CASTILLA Y LEÓN;5.9.-Otros contra el patrimonio;2020;366
CASTILLA Y LEÓN;5.9.-Otros contra el patrimonio;2019;433
CASTILLA Y LEÓN;5.9.-Otros contra el patrimonio;2018;470
CASTILLA Y LEÓN;6. SEGURIDAD COLECTIVA;2024;2.862
CASTILLA Y LEÓN;6. SEGURIDAD COLECTIVA;2023;2.955
CASTILLA Y LEÓN;6. SEGURIDAD COLECTIVA;2022;3.007
CASTILLA Y LEÓN;6. SEGURIDAD COLECTIVA;2021;2.931
CASTILLA Y LEÓN;6. SEGURIDAD COLECTIVA;2020;2.478
CASTILLA Y LEÓN;6. SEGURIDAD COLECTIVA;2019;2.947
CASTILLA Y LEÓN;6. SEGURIDAD COLECTIVA;2018;2.829
CASTILLA Y LEÓN;6.1.-Tráfico de drogas;2024;560
CASTILLA Y LEÓN;6.1.-Tráfico de drogas;2023;699
CASTILLA Y LEÓN;6.1.-Tráfico de drogas;2022;702
CASTILLA Y LEÓN;6.1.-Tráfico de drogas;2021;796
CASTILLA Y LEÓN;6.1.-Tráfico de drogas;2020;778
CASTILLA Y LEÓN;6.1.-Tráfico de drogas;2019;713
CASTILLA Y LEÓN;6.1.-Tráfico de drogas;2018;736
CASTILLA Y LEÓN;6.2.-Contra la seguridad vial;2024;2.206
CASTILLA Y LEÓN;6.2.-Contra la seguridad vial;2023;2.180
CASTILLA Y LEÓN;6.2.-Contra la seguridad vial;2022;2.221
CASTILLA Y LEÓN;6.2.-Contra la seguridad vial;2021;2.063
CASTILLA Y LEÓN;6.2.-Contra la seguridad vial;2020;1.645
CASTILLA Y LEÓN;6.2.-Contra la seguridad vial;2019;2.145
CASTILLA Y LEÓN;6.2.-Contra la seguridad vial;2018;2.004
CASTILLA Y LEÓN;6.3.-Otros contra la seguridad colectiva;2024;96
CASTILLA Y LEÓN;6.3.-Otros contra la seguridad colectiva;2023;76
CASTILLA Y LEÓN;6.3.-Otros contra la seguridad colectiva;2022;84
CASTILLA Y LEÓN;6.3.-Otros contra la seguridad colectiva;2021;72
CASTILLA Y LEÓN;6.3.-Otros contra la seguridad colectiva;2020;55
CASTILLA Y LEÓN;6.3.-Otros contra la seguridad colectiva;2019;89
CASTILLA Y LEÓN;6.3.-Otros contra la seguridad colectiva;2018;89
CASTILLA Y LEÓN;7. FALSEDADES;2024;341
CASTILLA Y LEÓN;7. FALSEDADES;2023;365
CASTILLA Y LEÓN;7. FALSEDADES;2022;407
CASTILLA Y LEÓN;7. FALSEDADES;2021;425
CASTILLA Y LEÓN;7. FALSEDADES;2020;288
CASTILLA Y LEÓN;7. FALSEDADES;2019;266
CASTILLA Y LEÓN;7. FALSEDADES;2018;299
CASTILLA Y LEÓN;8. ADMÓN. PÚBLICA;2024;14
CASTILLA Y LEÓN;8. ADMÓN. PÚBLICA;2023;26
CASTILLA Y LEÓN;8. ADMÓN. PÚBLICA;2022;12
CASTILLA Y LEÓN;8. ADMÓN. PÚBLICA;2021;17
CASTILLA Y LEÓN;8. ADMÓN. PÚBLICA;2020;12
CASTILLA Y LEÓN;8. ADMÓN. PÚBLICA;2019;15
CASTILLA Y LEÓN;8. ADMÓN. PÚBLICA;2018;29
CASTILLA Y LEÓN;9. ADMÓN. JUSTICIA;2024;1.252
CASTILLA Y LEÓN;9. ADMÓN. JUSTICIA;2023;1.172
CASTILLA Y LEÓN;9. ADMÓN. JUSTICIA;2022;1.126
CASTILLA Y LEÓN;9. ADMÓN. JUSTICIA;2021;926
CASTILLA Y LEÓN;9. ADMÓN. JUSTICIA;2020;855
CASTILLA Y LEÓN;9. ADMÓN. JUSTICIA;2019;948
CASTILLA Y LEÓN;9. ADMÓN. JUSTICIA;2018;886
CASTILLA Y LEÓN;10. ORDEN PÚBLICO;2024;989
CASTILLA Y LEÓN;10. ORDEN PÚBLICO;2023;961
CASTILLA Y LEÓN;10. ORDEN PÚBLICO;2022;936
CASTILLA Y LEÓN;10. ORDEN PÚBLICO;2021;865
CASTILLA Y LEÓN;10. ORDEN PÚBLICO;2020;1.041
CASTILLA Y LEÓN;10. ORDEN PÚBLICO;2019;708
CASTILLA Y LEÓN;10. ORDEN PÚBLICO;2018;619
CASTILLA Y LEÓN;11. LEGISLACIÓN ESPECIAL;2024;1
CASTILLA Y LEÓN;11. LEGISLACIÓN ESPECIAL;2023;19
CASTILLA Y LEÓN;11. LEGISLACIÓN ESPECIAL;2022;3
CASTILLA Y LEÓN;11. LEGISLACIÓN ESPECIAL;2021;3
CASTILLA Y LEÓN;11. LEGISLACIÓN ESPECIAL;2020;4
CASTILLA Y LEÓN;11. LEGISLACIÓN ESPECIAL;2019;18
CASTILLA Y LEÓN;11. LEGISLACIÓN ESPECIAL;2018;1
CASTILLA Y LEÓN;12. OTRAS INFRACCIONES PENALES;2024;345
CASTILLA Y LEÓN;12. OTRAS INFRACCIONES PENALES;2023;476
CASTILLA Y LEÓN;12. OTRAS INFRACCIONES PENALES;2022;304
CASTILLA Y LEÓN;12. OTRAS INFRACCIONES PENALES;2021;315
CASTILLA Y LEÓN;12. OTRAS INFRACCIONES PENALES;2020;322
CASTILLA Y LEÓN;12. OTRAS INFRACCIONES PENALES;2019;360
CASTILLA Y LEÓN;12. OTRAS INFRACCIONES PENALES;2018;295
CASTILLA Y LEÓN;TOTAL INFRACCIONES PENALES;2024;19.675
CASTILLA Y LEÓN;TOTAL INFRACCIONES PENALES;2023;19.621
CASTILLA Y LEÓN;TOTAL INFRACCIONES PENALES;2022;18.386
CASTILLA Y LEÓN;TOTAL INFRACCIONES PENALES;2021;16.578
CASTILLA Y LEÓN;TOTAL INFRACCIONES PENALES;2020;14.797
CASTILLA Y LEÓN;TOTAL INFRACCIONES PENALES;2019;16.860
CASTILLA Y LEÓN;TOTAL INFRACCIONES PENALES;2018;16.602
CASTILLA - LA MANCHA;1. CONTRA LAS PERSONAS;2024;5.540
CASTILLA - LA MANCHA;1. CONTRA LAS PERSONAS;2023;5.416
CASTILLA - LA MANCHA;1. CONTRA LAS PERSONAS;2022;5.183
CASTILLA - LA MANCHA;1. CONTRA LAS PERSONAS;2021;4.831
CASTILLA - LA MANCHA;1. CONTRA LAS PERSONAS;2020;4.283
CASTILLA - LA MANCHA;1. CONTRA LAS PERSONAS;2019;4.972
CASTILLA - LA MANCHA;1. CONTRA LAS PERSONAS;2018;4.682
CASTILLA - LA MANCHA;1.1.-Homicidios dolosos/asesinatos;2024;48
CASTILLA - LA MANCHA;1.1.-Homicidios dolosos/asesinatos;2023;65
CASTILLA - LA MANCHA;1.1.-Homicidios dolosos/asesinatos;2022;76
CASTILLA - LA MANCHA;1.1.-Homicidios dolosos/asesinatos;2021;87
CASTILLA - LA MANCHA;1.1.-Homicidios dolosos/asesinatos;2020;45
CASTILLA - LA MANCHA;1.1.-Homicidios dolosos/asesinatos;2019;41
CASTILLA - LA MANCHA;1.1.-Homicidios dolosos/asesinatos;2018;40
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;8
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;25
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;24
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;24
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;16
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;10
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;12
CASTILLA - LA MANCHA;1.2.-Lesiones;2024;2.188
CASTILLA - LA MANCHA;1.2.-Lesiones;2023;2.168
CASTILLA - LA MANCHA;1.2.-Lesiones;2022;2.123
CASTILLA - LA MANCHA;1.2.-Lesiones;2021;1.987
CASTILLA - LA MANCHA;1.2.-Lesiones;2020;1.602
CASTILLA - LA MANCHA;1.2.-Lesiones;2019;2.189
CASTILLA - LA MANCHA;1.2.-Lesiones;2018;2.105
CASTILLA - LA MANCHA;1.3.-Malos tratos ámbito familiar;2024;3.205
CASTILLA - LA MANCHA;1.3.-Malos tratos ámbito familiar;2023;3.072
CASTILLA - LA MANCHA;1.3.-Malos tratos ámbito familiar;2022;2.850
CASTILLA - LA MANCHA;1.3.-Malos tratos ámbito familiar;2021;2.604
CASTILLA - LA MANCHA;1.3.-Malos tratos ámbito familiar;2020;2.498
CASTILLA - LA MANCHA;1.3.-Malos tratos ámbito familiar;2019;2.613
CASTILLA - LA MANCHA;1.3.-Malos tratos ámbito familiar;2018;2.467
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2024;99
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2023;111
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2022;134
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2021;153
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2020;138
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2019;129
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2018;70
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2024;2.737
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2023;2.614
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2022;2.468
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2021;2.434
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2020;2.145
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2019;2.283
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2018;2.285
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2024;826
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2023;808
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2022;660
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2021;552
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2020;493
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2019;512
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2018;523
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2024;1.911
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2023;1.806
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2022;1.808
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2021;1.882
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2020;1.652
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2019;1.771
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2018;1.762
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2024;520
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2023;498
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2022;405
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2021;386
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2020;318
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2019;385
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2018;352
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2024;334
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2023;319
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2022;260
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2021;258
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2020;216
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2019;235
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2018;227
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2024;91
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2023;90
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2022;90
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2021;73
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2020;50
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2019;57
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2018;66
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2024;5
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2023;15
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2022;9
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2021;9
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2020;6
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2019;8
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2018;9
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2024;28
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2023;24
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2022;12
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2021;13
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2020;16
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2019;43
