Provincias;Nacionalidad;Sexo;periodo;Total
Cantabria;4.06.-Italia;Ambos sexos;2020;7
Cantabria;4.06.-Italia;Ambos sexos;2019;6
Cantabria;4.06.-Italia;Ambos sexos;2018;19
Cantabria;4.07.-Alemania;Masculino;2024;4
Cantabria;4.07.-Alemania;Masculino;2023;1
Cantabria;4.07.-Alemania;Masculino;2022;2
Cantabria;4.07.-Alemania;Masculino;2021;4
Cantabria;4.07.-Alemania;Masculino;2020;3
Cantabria;4.07.-Alemania;Masculino;2019;1
Cantabria;4.07.-Alemania;Masculino;2018;3
Cantabria;4.07.-Alemania;Femenino;2024;3
Cantabria;4.07.-Alemania;Femenino;2023;0
Cantabria;4.07.-Alemania;Femenino;2022;0
Cantabria;4.07.-Alemania;Femenino;2021;0
Cantabria;4.07.-Alemania;Femenino;2020;0
Cantabria;4.07.-Alemania;Femenino;2019;0
Cantabria;4.07.-Alemania;Femenino;2018;0
Cantabria;4.07.-Alemania;Ambos sexos;2024;7
Cantabria;4.07.-Alemania;Ambos sexos;2023;1
Cantabria;4.07.-Alemania;Ambos sexos;2022;2
Cantabria;4.07.-Alemania;Ambos sexos;2021;4
Cantabria;4.07.-Alemania;Ambos sexos;2020;3
Cantabria;4.07.-Alemania;Ambos sexos;2019;1
Cantabria;4.07.-Alemania;Ambos sexos;2018;3
Cantabria;4.08.-Polonia;Masculino;2024;2
Cantabria;4.08.-Polonia;Masculino;2023;4
Cantabria;4.08.-Polonia;Masculino;2022;3
Cantabria;4.08.-Polonia;Masculino;2021;1
Cantabria;4.08.-Polonia;Masculino;2020;2
Cantabria;4.08.-Polonia;Masculino;2019;4
Cantabria;4.08.-Polonia;Masculino;2018;5
Cantabria;4.08.-Polonia;Femenino;2024;1
Cantabria;4.08.-Polonia;Femenino;2023;0
Cantabria;4.08.-Polonia;Femenino;2022;0
Cantabria;4.08.-Polonia;Femenino;2021;0
Cantabria;4.08.-Polonia;Femenino;2020;0
Cantabria;4.08.-Polonia;Femenino;2019;1
Cantabria;4.08.-Polonia;Femenino;2018;0
Cantabria;4.08.-Polonia;Ambos sexos;2024;3
Cantabria;4.08.-Polonia;Ambos sexos;2023;4
Cantabria;4.08.-Polonia;Ambos sexos;2022;3
Cantabria;4.08.-Polonia;Ambos sexos;2021;1
Cantabria;4.08.-Polonia;Ambos sexos;2020;2
Cantabria;4.08.-Polonia;Ambos sexos;2019;5
Cantabria;4.08.-Polonia;Ambos sexos;2018;5
Cantabria;4.09.-Ucrania;Masculino;2024;20
Cantabria;4.09.-Ucrania;Masculino;2023;7
Cantabria;4.09.-Ucrania;Masculino;2022;8
Cantabria;4.09.-Ucrania;Masculino;2021;5
Cantabria;4.09.-Ucrania;Masculino;2020;5
Cantabria;4.09.-Ucrania;Masculino;2019;14
Cantabria;4.09.-Ucrania;Masculino;2018;8
Cantabria;4.09.-Ucrania;Femenino;2024;2
Cantabria;4.09.-Ucrania;Femenino;2023;3
Cantabria;4.09.-Ucrania;Femenino;2022;5
Cantabria;4.09.-Ucrania;Femenino;2021;7
Cantabria;4.09.-Ucrania;Femenino;2020;6
Cantabria;4.09.-Ucrania;Femenino;2019;2
Cantabria;4.09.-Ucrania;Femenino;2018;1
Cantabria;4.09.-Ucrania;Ambos sexos;2024;22
Cantabria;4.09.-Ucrania;Ambos sexos;2023;10
Cantabria;4.09.-Ucrania;Ambos sexos;2022;13
Cantabria;4.09.-Ucrania;Ambos sexos;2021;12
Cantabria;4.09.-Ucrania;Ambos sexos;2020;11
Cantabria;4.09.-Ucrania;Ambos sexos;2019;16
Cantabria;4.09.-Ucrania;Ambos sexos;2018;9
Cantabria;4.10.-Rusia;Masculino;2024;6
Cantabria;4.10.-Rusia;Masculino;2023;6
Cantabria;4.10.-Rusia;Masculino;2022;5
Cantabria;4.10.-Rusia;Masculino;2021;3
Cantabria;4.10.-Rusia;Masculino;2020;2
Cantabria;4.10.-Rusia;Masculino;2019;2
Cantabria;4.10.-Rusia;Masculino;2018;1
Cantabria;4.10.-Rusia;Femenino;2024;2
Cantabria;4.10.-Rusia;Femenino;2023;5
Cantabria;4.10.-Rusia;Femenino;2022;2
Cantabria;4.10.-Rusia;Femenino;2021;4
Cantabria;4.10.-Rusia;Femenino;2020;2
Cantabria;4.10.-Rusia;Femenino;2019;0
Cantabria;4.10.-Rusia;Femenino;2018;1
Cantabria;4.10.-Rusia;Ambos sexos;2024;8
Cantabria;4.10.-Rusia;Ambos sexos;2023;11
Cantabria;4.10.-Rusia;Ambos sexos;2022;7
Cantabria;4.10.-Rusia;Ambos sexos;2021;7
Cantabria;4.10.-Rusia;Ambos sexos;2020;4
Cantabria;4.10.-Rusia;Ambos sexos;2019;2
Cantabria;4.10.-Rusia;Ambos sexos;2018;2
Cantabria;4.11.-Lituania;Masculino;2024;1
Cantabria;4.11.-Lituania;Masculino;2023;5
Cantabria;4.11.-Lituania;Masculino;2022;3
Cantabria;4.11.-Lituania;Masculino;2021;5
Cantabria;4.11.-Lituania;Masculino;2020;0
Cantabria;4.11.-Lituania;Masculino;2019;2
Cantabria;4.11.-Lituania;Masculino;2018;2
Cantabria;4.11.-Lituania;Femenino;2024;0
Cantabria;4.11.-Lituania;Femenino;2023;0
Cantabria;4.11.-Lituania;Femenino;2022;0
Cantabria;4.11.-Lituania;Femenino;2021;0
Cantabria;4.11.-Lituania;Femenino;2020;0
Cantabria;4.11.-Lituania;Femenino;2019;1
Cantabria;4.11.-Lituania;Femenino;2018;0
Cantabria;4.11.-Lituania;Ambos sexos;2024;1
Cantabria;4.11.-Lituania;Ambos sexos;2023;5
Cantabria;4.11.-Lituania;Ambos sexos;2022;3
Cantabria;4.11.-Lituania;Ambos sexos;2021;5
Cantabria;4.11.-Lituania;Ambos sexos;2020;0
Cantabria;4.11.-Lituania;Ambos sexos;2019;3
Cantabria;4.11.-Lituania;Ambos sexos;2018;2
Cantabria;4.12.-Holanda;Masculino;2024;2
Cantabria;4.12.-Holanda;Masculino;2023;0
Cantabria;4.12.-Holanda;Masculino;2022;2
Cantabria;4.12.-Holanda;Masculino;2021;1
Cantabria;4.12.-Holanda;Masculino;2020;0
Cantabria;4.12.-Holanda;Masculino;2019;1
Cantabria;4.12.-Holanda;Masculino;2018;1
Cantabria;4.12.-Holanda;Femenino;2024;0
Cantabria;4.12.-Holanda;Femenino;2023;0
Cantabria;4.12.-Holanda;Femenino;2022;0
Cantabria;4.12.-Holanda;Femenino;2021;0
Cantabria;4.12.-Holanda;Femenino;2020;0
Cantabria;4.12.-Holanda;Femenino;2019;1
Cantabria;4.12.-Holanda;Femenino;2018;0
Cantabria;4.12.-Holanda;Ambos sexos;2024;2
Cantabria;4.12.-Holanda;Ambos sexos;2023;0
Cantabria;4.12.-Holanda;Ambos sexos;2022;2
Cantabria;4.12.-Holanda;Ambos sexos;2021;1
Cantabria;4.12.-Holanda;Ambos sexos;2020;0
Cantabria;4.12.-Holanda;Ambos sexos;2019;2
Cantabria;4.12.-Holanda;Ambos sexos;2018;1
Cantabria;4.13.-Bélgica;Masculino;2024;0
Cantabria;4.13.-Bélgica;Masculino;2023;0
Cantabria;4.13.-Bélgica;Masculino;2022;4
Cantabria;4.13.-Bélgica;Masculino;2021;2
Cantabria;4.13.-Bélgica;Masculino;2020;0
Cantabria;4.13.-Bélgica;Masculino;2019;2
Cantabria;4.13.-Bélgica;Masculino;2018;2
Cantabria;4.13.-Bélgica;Femenino;2024;0
Cantabria;4.13.-Bélgica;Femenino;2023;0
Cantabria;4.13.-Bélgica;Femenino;2022;3
Cantabria;4.13.-Bélgica;Femenino;2021;0
Cantabria;4.13.-Bélgica;Femenino;2020;0
Cantabria;4.13.-Bélgica;Femenino;2019;0
Cantabria;4.13.-Bélgica;Femenino;2018;1
Cantabria;4.13.-Bélgica;Ambos sexos;2024;0
Cantabria;4.13.-Bélgica;Ambos sexos;2023;0
Cantabria;4.13.-Bélgica;Ambos sexos;2022;7
Cantabria;4.13.-Bélgica;Ambos sexos;2021;2
Cantabria;4.13.-Bélgica;Ambos sexos;2020;0
Cantabria;4.13.-Bélgica;Ambos sexos;2019;2
Cantabria;4.13.-Bélgica;Ambos sexos;2018;3
Cantabria;4.14.-Resto de Europa;Masculino;2024;49
Cantabria;4.14.-Resto de Europa;Masculino;2023;81
Cantabria;4.14.-Resto de Europa;Masculino;2022;66
Cantabria;4.14.-Resto de Europa;Masculino;2021;81
Cantabria;4.14.-Resto de Europa;Masculino;2020;102
Cantabria;4.14.-Resto de Europa;Masculino;2019;104
Cantabria;4.14.-Resto de Europa;Masculino;2018;100
Cantabria;4.14.-Resto de Europa;Femenino;2024;3
Cantabria;4.14.-Resto de Europa;Femenino;2023;9
Cantabria;4.14.-Resto de Europa;Femenino;2022;7
Cantabria;4.14.-Resto de Europa;Femenino;2021;11
Cantabria;4.14.-Resto de Europa;Femenino;2020;12
Cantabria;4.14.-Resto de Europa;Femenino;2019;9
Cantabria;4.14.-Resto de Europa;Femenino;2018;24
Cantabria;4.14.-Resto de Europa;Ambos sexos;2024;52
Cantabria;4.14.-Resto de Europa;Ambos sexos;2023;90
Cantabria;4.14.-Resto de Europa;Ambos sexos;2022;73
Cantabria;4.14.-Resto de Europa;Ambos sexos;2021;92
Cantabria;4.14.-Resto de Europa;Ambos sexos;2020;114
Cantabria;4.14.-Resto de Europa;Ambos sexos;2019;113
Cantabria;4.14.-Resto de Europa;Ambos sexos;2018;124
Cantabria;5.-OCEANÍA;Masculino;2024;0
Cantabria;5.-OCEANÍA;Masculino;2023;0
Cantabria;5.-OCEANÍA;Masculino;2022;1
Cantabria;5.-OCEANÍA;Masculino;2021;0
Cantabria;5.-OCEANÍA;Masculino;2020;0
Cantabria;5.-OCEANÍA;Masculino;2019;0
Cantabria;5.-OCEANÍA;Masculino;2018;0
Cantabria;5.-OCEANÍA;Femenino;2024;0
Cantabria;5.-OCEANÍA;Femenino;2023;0
Cantabria;5.-OCEANÍA;Femenino;2022;0
Cantabria;5.-OCEANÍA;Femenino;2021;0
Cantabria;5.-OCEANÍA;Femenino;2020;0
Cantabria;5.-OCEANÍA;Femenino;2019;0
Cantabria;5.-OCEANÍA;Femenino;2018;0
Cantabria;5.-OCEANÍA;Ambos sexos;2024;0
Cantabria;5.-OCEANÍA;Ambos sexos;2023;0
Cantabria;5.-OCEANÍA;Ambos sexos;2022;1
Cantabria;5.-OCEANÍA;Ambos sexos;2021;0
Cantabria;5.-OCEANÍA;Ambos sexos;2020;0
Cantabria;5.-OCEANÍA;Ambos sexos;2019;0
Cantabria;5.-OCEANÍA;Ambos sexos;2018;0
Cantabria;6.-OTROS;Masculino;2024;0
Cantabria;6.-OTROS;Masculino;2023;4
Cantabria;6.-OTROS;Masculino;2022;1
Cantabria;6.-OTROS;Masculino;2021;1
Cantabria;6.-OTROS;Masculino;2020;0
Cantabria;6.-OTROS;Masculino;2019;3
Cantabria;6.-OTROS;Masculino;2018;1
Cantabria;6.-OTROS;Femenino;2024;0
Cantabria;6.-OTROS;Femenino;2023;0
Cantabria;6.-OTROS;Femenino;2022;0
Cantabria;6.-OTROS;Femenino;2021;0
Cantabria;6.-OTROS;Femenino;2020;0
Cantabria;6.-OTROS;Femenino;2019;0
Cantabria;6.-OTROS;Femenino;2018;0
Cantabria;6.-OTROS;Ambos sexos;2024;0
Cantabria;6.-OTROS;Ambos sexos;2023;4
Cantabria;6.-OTROS;Ambos sexos;2022;1
Cantabria;6.-OTROS;Ambos sexos;2021;1
Cantabria;6.-OTROS;Ambos sexos;2020;0
Cantabria;6.-OTROS;Ambos sexos;2019;3
Cantabria;6.-OTROS;Ambos sexos;2018;1
Cantabria;TOTAL;Masculino;2024;800
Cantabria;TOTAL;Masculino;2023;762
Cantabria;TOTAL;Masculino;2022;785
Cantabria;TOTAL;Masculino;2021;659
Cantabria;TOTAL;Masculino;2020;593
Cantabria;TOTAL;Masculino;2019;667
Cantabria;TOTAL;Masculino;2018;589
Cantabria;TOTAL;Femenino;2024;159
Cantabria;TOTAL;Femenino;2023;163
Cantabria;TOTAL;Femenino;2022;166
Cantabria;TOTAL;Femenino;2021;155
Cantabria;TOTAL;Femenino;2020;111
Cantabria;TOTAL;Femenino;2019;136
Cantabria;TOTAL;Femenino;2018;141
Cantabria;TOTAL;Ambos sexos;2024;959
Cantabria;TOTAL;Ambos sexos;2023;925
Cantabria;TOTAL;Ambos sexos;2022;951
Cantabria;TOTAL;Ambos sexos;2021;814
Cantabria;TOTAL;Ambos sexos;2020;704
Cantabria;TOTAL;Ambos sexos;2019;803
Cantabria;TOTAL;Ambos sexos;2018;730
Segovia;1.-CONTINENTE AFRICANO;Masculino;2024;99
Segovia;1.-CONTINENTE AFRICANO;Masculino;2023;84
Segovia;1.-CONTINENTE AFRICANO;Masculino;2022;104
Segovia;1.-CONTINENTE AFRICANO;Masculino;2021;66
Segovia;1.-CONTINENTE AFRICANO;Masculino;2020;58
Segovia;1.-CONTINENTE AFRICANO;Masculino;2019;61
Segovia;1.-CONTINENTE AFRICANO;Masculino;2018;71
Segovia;1.-CONTINENTE AFRICANO;Femenino;2024;8
Segovia;1.-CONTINENTE AFRICANO;Femenino;2023;3
Segovia;1.-CONTINENTE AFRICANO;Femenino;2022;6
Segovia;1.-CONTINENTE AFRICANO;Femenino;2021;7
Segovia;1.-CONTINENTE AFRICANO;Femenino;2020;7
Segovia;1.-CONTINENTE AFRICANO;Femenino;2019;6
Segovia;1.-CONTINENTE AFRICANO;Femenino;2018;1
Segovia;1.-CONTINENTE AFRICANO;Ambos sexos;2024;107
Segovia;1.-CONTINENTE AFRICANO;Ambos sexos;2023;87
Segovia;1.-CONTINENTE AFRICANO;Ambos sexos;2022;110
Segovia;1.-CONTINENTE AFRICANO;Ambos sexos;2021;73
Segovia;1.-CONTINENTE AFRICANO;Ambos sexos;2020;65
Segovia;1.-CONTINENTE AFRICANO;Ambos sexos;2019;67
Segovia;1.-CONTINENTE AFRICANO;Ambos sexos;2018;72
Segovia;1.01.-Marruecos;Masculino;2024;78
Segovia;1.01.-Marruecos;Masculino;2023;74
Segovia;1.01.-Marruecos;Masculino;2022;88
Segovia;1.01.-Marruecos;Masculino;2021;57
Segovia;1.01.-Marruecos;Masculino;2020;55
Segovia;1.01.-Marruecos;Masculino;2019;51
Segovia;1.01.-Marruecos;Masculino;2018;62
Segovia;1.01.-Marruecos;Femenino;2024;6
Segovia;1.01.-Marruecos;Femenino;2023;3
Segovia;1.01.-Marruecos;Femenino;2022;6
Segovia;1.01.-Marruecos;Femenino;2021;7
Segovia;1.01.-Marruecos;Femenino;2020;4
Segovia;1.01.-Marruecos;Femenino;2019;5
Segovia;1.01.-Marruecos;Femenino;2018;1
Segovia;1.01.-Marruecos;Ambos sexos;2024;84
Segovia;1.01.-Marruecos;Ambos sexos;2023;77
Segovia;1.01.-Marruecos;Ambos sexos;2022;94
Segovia;1.01.-Marruecos;Ambos sexos;2021;64
Segovia;1.01.-Marruecos;Ambos sexos;2020;59
Segovia;1.01.-Marruecos;Ambos sexos;2019;56
Segovia;1.01.-Marruecos;Ambos sexos;2018;63
Segovia;1.02.-Argelia;Masculino;2024;1
Segovia;1.02.-Argelia;Masculino;2023;0
Segovia;1.02.-Argelia;Masculino;2022;0
Segovia;1.02.-Argelia;Masculino;2021;2
Segovia;1.02.-Argelia;Masculino;2020;1
Segovia;1.02.-Argelia;Masculino;2019;3
Segovia;1.02.-Argelia;Masculino;2018;0
Segovia;1.02.-Argelia;Femenino;2024;0
Segovia;1.02.-Argelia;Femenino;2023;0
Segovia;1.02.-Argelia;Femenino;2022;0
Segovia;1.02.-Argelia;Femenino;2021;0
Segovia;1.02.-Argelia;Femenino;2020;1
Segovia;1.02.-Argelia;Femenino;2019;0
Segovia;1.02.-Argelia;Femenino;2018;0
Segovia;1.02.-Argelia;Ambos sexos;2024;1
Segovia;1.02.-Argelia;Ambos sexos;2023;0
Segovia;1.02.-Argelia;Ambos sexos;2022;0
Segovia;1.02.-Argelia;Ambos sexos;2021;2
Segovia;1.02.-Argelia;Ambos sexos;2020;2
Segovia;1.02.-Argelia;Ambos sexos;2019;3
Segovia;1.02.-Argelia;Ambos sexos;2018;0
Segovia;1.03.-Senegal;Masculino;2024;7
Segovia;1.03.-Senegal;Masculino;2023;1
Segovia;1.03.-Senegal;Masculino;2022;3
Segovia;1.03.-Senegal;Masculino;2021;2
Segovia;1.03.-Senegal;Masculino;2020;0
Segovia;1.03.-Senegal;Masculino;2019;3
Segovia;1.03.-Senegal;Masculino;2018;5
Segovia;1.03.-Senegal;Femenino;2024;0
Segovia;1.03.-Senegal;Femenino;2023;0
Segovia;1.03.-Senegal;Femenino;2022;0
Segovia;1.03.-Senegal;Femenino;2021;0
Segovia;1.03.-Senegal;Femenino;2020;0
Segovia;1.03.-Senegal;Femenino;2019;1
Segovia;1.03.-Senegal;Femenino;2018;0
Segovia;1.03.-Senegal;Ambos sexos;2024;7
Segovia;1.03.-Senegal;Ambos sexos;2023;1
Segovia;1.03.-Senegal;Ambos sexos;2022;3
Segovia;1.03.-Senegal;Ambos sexos;2021;2
Segovia;1.03.-Senegal;Ambos sexos;2020;0
Segovia;1.03.-Senegal;Ambos sexos;2019;4
Segovia;1.03.-Senegal;Ambos sexos;2018;5
Segovia;1.04.-Nigeria;Masculino;2024;1
Segovia;1.04.-Nigeria;Masculino;2023;0
Segovia;1.04.-Nigeria;Masculino;2022;0
Segovia;1.04.-Nigeria;Masculino;2021;0
Segovia;1.04.-Nigeria;Masculino;2020;0
Segovia;1.04.-Nigeria;Masculino;2019;1
Segovia;1.04.-Nigeria;Masculino;2018;0
Segovia;1.04.-Nigeria;Femenino;2024;0
Segovia;1.04.-Nigeria;Femenino;2023;0
Segovia;1.04.-Nigeria;Femenino;2022;0
Segovia;1.04.-Nigeria;Femenino;2021;0
Segovia;1.04.-Nigeria;Femenino;2020;2
Segovia;1.04.-Nigeria;Femenino;2019;0
Segovia;1.04.-Nigeria;Femenino;2018;0
Segovia;1.04.-Nigeria;Ambos sexos;2024;1
Segovia;1.04.-Nigeria;Ambos sexos;2023;0
Segovia;1.04.-Nigeria;Ambos sexos;2022;0
Segovia;1.04.-Nigeria;Ambos sexos;2021;0
Segovia;1.04.-Nigeria;Ambos sexos;2020;2
Segovia;1.04.-Nigeria;Ambos sexos;2019;1
Segovia;1.04.-Nigeria;Ambos sexos;2018;0
Segovia;1.05.-Guinea Ecuatorial;Masculino;2024;1
Segovia;1.05.-Guinea Ecuatorial;Masculino;2023;1
Segovia;1.05.-Guinea Ecuatorial;Masculino;2022;0
Segovia;1.05.-Guinea Ecuatorial;Masculino;2021;0
Segovia;1.05.-Guinea Ecuatorial;Masculino;2020;1
Segovia;1.05.-Guinea Ecuatorial;Masculino;2019;0
Segovia;1.05.-Guinea Ecuatorial;Masculino;2018;0
Segovia;1.05.-Guinea Ecuatorial;Femenino;2024;0
Segovia;1.05.-Guinea Ecuatorial;Femenino;2023;0
Segovia;1.05.-Guinea Ecuatorial;Femenino;2022;0
Segovia;1.05.-Guinea Ecuatorial;Femenino;2021;0
Segovia;1.05.-Guinea Ecuatorial;Femenino;2020;0
Segovia;1.05.-Guinea Ecuatorial;Femenino;2019;0
Segovia;1.05.-Guinea Ecuatorial;Femenino;2018;0
Segovia;1.05.-Guinea Ecuatorial;Ambos sexos;2024;1
Segovia;1.05.-Guinea Ecuatorial;Ambos sexos;2023;1
Segovia;1.05.-Guinea Ecuatorial;Ambos sexos;2022;0
Segovia;1.05.-Guinea Ecuatorial;Ambos sexos;2021;0
Segovia;1.05.-Guinea Ecuatorial;Ambos sexos;2020;1
Segovia;1.05.-Guinea Ecuatorial;Ambos sexos;2019;0
Segovia;1.05.-Guinea Ecuatorial;Ambos sexos;2018;0
Segovia;1.06.-Ghana;Masculino;2024;0
Segovia;1.06.-Ghana;Masculino;2023;0
Segovia;1.06.-Ghana;Masculino;2022;0
Segovia;1.06.-Ghana;Masculino;2021;0
Segovia;1.06.-Ghana;Masculino;2020;0
Segovia;1.06.-Ghana;Masculino;2019;0
Segovia;1.06.-Ghana;Masculino;2018;0
Segovia;1.06.-Ghana;Femenino;2024;0
Segovia;1.06.-Ghana;Femenino;2023;0
Segovia;1.06.-Ghana;Femenino;2022;0
Segovia;1.06.-Ghana;Femenino;2021;0
Segovia;1.06.-Ghana;Femenino;2020;0
Segovia;1.06.-Ghana;Femenino;2019;0
Segovia;1.06.-Ghana;Femenino;2018;0
Segovia;1.06.-Ghana;Ambos sexos;2024;0
Segovia;1.06.-Ghana;Ambos sexos;2023;0
Segovia;1.06.-Ghana;Ambos sexos;2022;0
Segovia;1.06.-Ghana;Ambos sexos;2021;0
Segovia;1.06.-Ghana;Ambos sexos;2020;0
Segovia;1.06.-Ghana;Ambos sexos;2019;0
Segovia;1.06.-Ghana;Ambos sexos;2018;0
Segovia;1.07.-Mali;Masculino;2024;7
Segovia;1.07.-Mali;Masculino;2023;3
Segovia;1.07.-Mali;Masculino;2022;4
Segovia;1.07.-Mali;Masculino;2021;3
Segovia;1.07.-Mali;Masculino;2020;1
Segovia;1.07.-Mali;Masculino;2019;1
Segovia;1.07.-Mali;Masculino;2018;2
Segovia;1.07.-Mali;Femenino;2024;0
Segovia;1.07.-Mali;Femenino;2023;0
Segovia;1.07.-Mali;Femenino;2022;0
Segovia;1.07.-Mali;Femenino;2021;0
Segovia;1.07.-Mali;Femenino;2020;0
Segovia;1.07.-Mali;Femenino;2019;0
Segovia;1.07.-Mali;Femenino;2018;0
Segovia;1.07.-Mali;Ambos sexos;2024;7
Segovia;1.07.-Mali;Ambos sexos;2023;3
Segovia;1.07.-Mali;Ambos sexos;2022;4
Segovia;1.07.-Mali;Ambos sexos;2021;3
Segovia;1.07.-Mali;Ambos sexos;2020;1
Segovia;1.07.-Mali;Ambos sexos;2019;1
Segovia;1.07.-Mali;Ambos sexos;2018;2
Segovia;1.08.-Camerún;Masculino;2024;0
Segovia;1.08.-Camerún;Masculino;2023;0
Segovia;1.08.-Camerún;Masculino;2022;0
Segovia;1.08.-Camerún;Masculino;2021;0
Segovia;1.08.-Camerún;Masculino;2020;0
Segovia;1.08.-Camerún;Masculino;2019;0
Segovia;1.08.-Camerún;Masculino;2018;0
Segovia;1.08.-Camerún;Femenino;2024;0
Segovia;1.08.-Camerún;Femenino;2023;0
Segovia;1.08.-Camerún;Femenino;2022;0
Segovia;1.08.-Camerún;Femenino;2021;0
Segovia;1.08.-Camerún;Femenino;2020;0
Segovia;1.08.-Camerún;Femenino;2019;0
Segovia;1.08.-Camerún;Femenino;2018;0
Segovia;1.08.-Camerún;Ambos sexos;2024;0
Segovia;1.08.-Camerún;Ambos sexos;2023;0
Segovia;1.08.-Camerún;Ambos sexos;2022;0
Segovia;1.08.-Camerún;Ambos sexos;2021;0
Segovia;1.08.-Camerún;Ambos sexos;2020;0
Segovia;1.08.-Camerún;Ambos sexos;2019;0
Segovia;1.08.-Camerún;Ambos sexos;2018;0
Segovia;1.09.-Gambia;Masculino;2024;2
Segovia;1.09.-Gambia;Masculino;2023;0
Segovia;1.09.-Gambia;Masculino;2022;1
Segovia;1.09.-Gambia;Masculino;2021;0
Segovia;1.09.-Gambia;Masculino;2020;0
Segovia;1.09.-Gambia;Masculino;2019;0
Segovia;1.09.-Gambia;Masculino;2018;0
Segovia;1.09.-Gambia;Femenino;2024;0
Segovia;1.09.-Gambia;Femenino;2023;0
Segovia;1.09.-Gambia;Femenino;2022;0
Segovia;1.09.-Gambia;Femenino;2021;0
Segovia;1.09.-Gambia;Femenino;2020;0
Segovia;1.09.-Gambia;Femenino;2019;0
Segovia;1.09.-Gambia;Femenino;2018;0
Segovia;1.09.-Gambia;Ambos sexos;2024;2
Segovia;1.09.-Gambia;Ambos sexos;2023;0
Segovia;1.09.-Gambia;Ambos sexos;2022;1
Segovia;1.09.-Gambia;Ambos sexos;2021;0
Segovia;1.09.-Gambia;Ambos sexos;2020;0
Segovia;1.09.-Gambia;Ambos sexos;2019;0
Segovia;1.09.-Gambia;Ambos sexos;2018;0
Segovia;1.10.-Guinea Bisau;Masculino;2024;0
Segovia;1.10.-Guinea Bisau;Masculino;2023;1
Segovia;1.10.-Guinea Bisau;Masculino;2022;0
Segovia;1.10.-Guinea Bisau;Masculino;2021;0
Segovia;1.10.-Guinea Bisau;Masculino;2020;0
Segovia;1.10.-Guinea Bisau;Masculino;2019;0
Segovia;1.10.-Guinea Bisau;Masculino;2018;0
Segovia;1.10.-Guinea Bisau;Femenino;2024;2
Segovia;1.10.-Guinea Bisau;Femenino;2023;0
Segovia;1.10.-Guinea Bisau;Femenino;2022;0
Segovia;1.10.-Guinea Bisau;Femenino;2021;0
Segovia;1.10.-Guinea Bisau;Femenino;2020;0
Segovia;1.10.-Guinea Bisau;Femenino;2019;0
Segovia;1.10.-Guinea Bisau;Femenino;2018;0
Segovia;1.10.-Guinea Bisau;Ambos sexos;2024;2
Segovia;1.10.-Guinea Bisau;Ambos sexos;2023;1
Segovia;1.10.-Guinea Bisau;Ambos sexos;2022;0
Segovia;1.10.-Guinea Bisau;Ambos sexos;2021;0
Segovia;1.10.-Guinea Bisau;Ambos sexos;2020;0
Segovia;1.10.-Guinea Bisau;Ambos sexos;2019;0
Segovia;1.10.-Guinea Bisau;Ambos sexos;2018;0
Segovia;1.11.-Resto África;Masculino;2024;2
Segovia;1.11.-Resto África;Masculino;2023;4
Segovia;1.11.-Resto África;Masculino;2022;8
Segovia;1.11.-Resto África;Masculino;2021;2
Segovia;1.11.-Resto África;Masculino;2020;0
Segovia;1.11.-Resto África;Masculino;2019;2
Segovia;1.11.-Resto África;Masculino;2018;2
Segovia;1.11.-Resto África;Femenino;2024;0
Segovia;1.11.-Resto África;Femenino;2023;0
Segovia;1.11.-Resto África;Femenino;2022;0
Segovia;1.11.-Resto África;Femenino;2021;0
Segovia;1.11.-Resto África;Femenino;2020;0
Segovia;1.11.-Resto África;Femenino;2019;0
Segovia;1.11.-Resto África;Femenino;2018;0
Segovia;1.11.-Resto África;Ambos sexos;2024;2
Segovia;1.11.-Resto África;Ambos sexos;2023;4
Segovia;1.11.-Resto África;Ambos sexos;2022;8
Segovia;1.11.-Resto África;Ambos sexos;2021;2
Segovia;1.11.-Resto África;Ambos sexos;2020;0
Segovia;1.11.-Resto África;Ambos sexos;2019;2
Segovia;1.11.-Resto África;Ambos sexos;2018;2
Segovia;2.-CONTINENTE AMERICANO;Masculino;2024;144
Segovia;2.-CONTINENTE AMERICANO;Masculino;2023;147
Segovia;2.-CONTINENTE AMERICANO;Masculino;2022;127
Segovia;2.-CONTINENTE AMERICANO;Masculino;2021;90
Segovia;2.-CONTINENTE AMERICANO;Masculino;2020;91
Segovia;2.-CONTINENTE AMERICANO;Masculino;2019;78
Segovia;2.-CONTINENTE AMERICANO;Masculino;2018;79
Segovia;2.-CONTINENTE AMERICANO;Femenino;2024;35
Segovia;2.-CONTINENTE AMERICANO;Femenino;2023;28
Segovia;2.-CONTINENTE AMERICANO;Femenino;2022;24
Segovia;2.-CONTINENTE AMERICANO;Femenino;2021;22
Segovia;2.-CONTINENTE AMERICANO;Femenino;2020;9
Segovia;2.-CONTINENTE AMERICANO;Femenino;2019;11
Segovia;2.-CONTINENTE AMERICANO;Femenino;2018;13
Segovia;2.-CONTINENTE AMERICANO;Ambos sexos;2024;179
Segovia;2.-CONTINENTE AMERICANO;Ambos sexos;2023;175
Segovia;2.-CONTINENTE AMERICANO;Ambos sexos;2022;151
Segovia;2.-CONTINENTE AMERICANO;Ambos sexos;2021;112
Segovia;2.-CONTINENTE AMERICANO;Ambos sexos;2020;100
Segovia;2.-CONTINENTE AMERICANO;Ambos sexos;2019;89
Segovia;2.-CONTINENTE AMERICANO;Ambos sexos;2018;92
