Provincias;Nacionalidad;Sexo;periodo;Total
Palencia;5.-OCEANÍA;Ambos sexos;2019;0
Palencia;5.-OCEANÍA;Ambos sexos;2018;0
Palencia;6.-OTROS;Masculino;2024;0
Palencia;6.-OTROS;Masculino;2023;0
Palencia;6.-OTROS;Masculino;2022;0
Palencia;6.-OTROS;Masculino;2021;0
Palencia;6.-OTROS;Masculino;2020;0
Palencia;6.-OTROS;Masculino;2019;1
Palencia;6.-OTROS;Masculino;2018;0
Palencia;6.-OTROS;Femenino;2024;0
Palencia;6.-OTROS;Femenino;2023;0
Palencia;6.-OTROS;Femenino;2022;0
Palencia;6.-OTROS;Femenino;2021;0
Palencia;6.-OTROS;Femenino;2020;0
Palencia;6.-OTROS;Femenino;2019;0
Palencia;6.-OTROS;Femenino;2018;0
Palencia;6.-OTROS;Ambos sexos;2024;0
Palencia;6.-OTROS;Ambos sexos;2023;0
Palencia;6.-OTROS;Ambos sexos;2022;0
Palencia;6.-OTROS;Ambos sexos;2021;0
Palencia;6.-OTROS;Ambos sexos;2020;0
Palencia;6.-OTROS;Ambos sexos;2019;1
Palencia;6.-OTROS;Ambos sexos;2018;0
Palencia;TOTAL;Masculino;2024;236
Palencia;TOTAL;Masculino;2023;229
Palencia;TOTAL;Masculino;2022;193
Palencia;TOTAL;Masculino;2021;129
Palencia;TOTAL;Masculino;2020;89
Palencia;TOTAL;Masculino;2019;112
Palencia;TOTAL;Masculino;2018;145
Palencia;TOTAL;Femenino;2024;36
Palencia;TOTAL;Femenino;2023;52
Palencia;TOTAL;Femenino;2022;48
Palencia;TOTAL;Femenino;2021;36
Palencia;TOTAL;Femenino;2020;18
Palencia;TOTAL;Femenino;2019;24
Palencia;TOTAL;Femenino;2018;37
Palencia;TOTAL;Ambos sexos;2024;272
Palencia;TOTAL;Ambos sexos;2023;281
Palencia;TOTAL;Ambos sexos;2022;241
Palencia;TOTAL;Ambos sexos;2021;165
Palencia;TOTAL;Ambos sexos;2020;107
Palencia;TOTAL;Ambos sexos;2019;136
Palencia;TOTAL;Ambos sexos;2018;182
Palmas (Las);1.-CONTINENTE AFRICANO;Masculino;2024;1.289
Palmas (Las);1.-CONTINENTE AFRICANO;Masculino;2023;1.221
Palmas (Las);1.-CONTINENTE AFRICANO;Masculino;2022;1.171
Palmas (Las);1.-CONTINENTE AFRICANO;Masculino;2021;1.529
Palmas (Las);1.-CONTINENTE AFRICANO;Masculino;2020;929
Palmas (Las);1.-CONTINENTE AFRICANO;Masculino;2019;757
Palmas (Las);1.-CONTINENTE AFRICANO;Masculino;2018;645
Palmas (Las);1.-CONTINENTE AFRICANO;Femenino;2024;43
Palmas (Las);1.-CONTINENTE AFRICANO;Femenino;2023;51
Palmas (Las);1.-CONTINENTE AFRICANO;Femenino;2022;48
Palmas (Las);1.-CONTINENTE AFRICANO;Femenino;2021;44
Palmas (Las);1.-CONTINENTE AFRICANO;Femenino;2020;26
Palmas (Las);1.-CONTINENTE AFRICANO;Femenino;2019;59
Palmas (Las);1.-CONTINENTE AFRICANO;Femenino;2018;51
Palmas (Las);1.-CONTINENTE AFRICANO;Ambos sexos;2024;1.332
Palmas (Las);1.-CONTINENTE AFRICANO;Ambos sexos;2023;1.272
Palmas (Las);1.-CONTINENTE AFRICANO;Ambos sexos;2022;1.219
Palmas (Las);1.-CONTINENTE AFRICANO;Ambos sexos;2021;1.573
Palmas (Las);1.-CONTINENTE AFRICANO;Ambos sexos;2020;955
Palmas (Las);1.-CONTINENTE AFRICANO;Ambos sexos;2019;816
Palmas (Las);1.-CONTINENTE AFRICANO;Ambos sexos;2018;696
Palmas (Las);1.01.-Marruecos;Masculino;2024;1.017
Palmas (Las);1.01.-Marruecos;Masculino;2023;1.000
Palmas (Las);1.01.-Marruecos;Masculino;2022;921
Palmas (Las);1.01.-Marruecos;Masculino;2021;1.255
Palmas (Las);1.01.-Marruecos;Masculino;2020;722
Palmas (Las);1.01.-Marruecos;Masculino;2019;569
Palmas (Las);1.01.-Marruecos;Masculino;2018;474
Palmas (Las);1.01.-Marruecos;Femenino;2024;30
Palmas (Las);1.01.-Marruecos;Femenino;2023;33
Palmas (Las);1.01.-Marruecos;Femenino;2022;20
Palmas (Las);1.01.-Marruecos;Femenino;2021;22
Palmas (Las);1.01.-Marruecos;Femenino;2020;16
Palmas (Las);1.01.-Marruecos;Femenino;2019;37
Palmas (Las);1.01.-Marruecos;Femenino;2018;20
Palmas (Las);1.01.-Marruecos;Ambos sexos;2024;1.047
Palmas (Las);1.01.-Marruecos;Ambos sexos;2023;1.033
Palmas (Las);1.01.-Marruecos;Ambos sexos;2022;941
Palmas (Las);1.01.-Marruecos;Ambos sexos;2021;1.277
Palmas (Las);1.01.-Marruecos;Ambos sexos;2020;738
Palmas (Las);1.01.-Marruecos;Ambos sexos;2019;606
Palmas (Las);1.01.-Marruecos;Ambos sexos;2018;494
Palmas (Las);1.02.-Argelia;Masculino;2024;14
Palmas (Las);1.02.-Argelia;Masculino;2023;13
Palmas (Las);1.02.-Argelia;Masculino;2022;8
Palmas (Las);1.02.-Argelia;Masculino;2021;11
Palmas (Las);1.02.-Argelia;Masculino;2020;18
Palmas (Las);1.02.-Argelia;Masculino;2019;9
Palmas (Las);1.02.-Argelia;Masculino;2018;12
Palmas (Las);1.02.-Argelia;Femenino;2024;0
Palmas (Las);1.02.-Argelia;Femenino;2023;1
Palmas (Las);1.02.-Argelia;Femenino;2022;3
Palmas (Las);1.02.-Argelia;Femenino;2021;0
Palmas (Las);1.02.-Argelia;Femenino;2020;1
Palmas (Las);1.02.-Argelia;Femenino;2019;1
Palmas (Las);1.02.-Argelia;Femenino;2018;0
Palmas (Las);1.02.-Argelia;Ambos sexos;2024;14
Palmas (Las);1.02.-Argelia;Ambos sexos;2023;14
Palmas (Las);1.02.-Argelia;Ambos sexos;2022;11
Palmas (Las);1.02.-Argelia;Ambos sexos;2021;11
Palmas (Las);1.02.-Argelia;Ambos sexos;2020;19
Palmas (Las);1.02.-Argelia;Ambos sexos;2019;10
Palmas (Las);1.02.-Argelia;Ambos sexos;2018;12
Palmas (Las);1.03.-Senegal;Masculino;2024;79
Palmas (Las);1.03.-Senegal;Masculino;2023;82
Palmas (Las);1.03.-Senegal;Masculino;2022;59
Palmas (Las);1.03.-Senegal;Masculino;2021;85
Palmas (Las);1.03.-Senegal;Masculino;2020;51
Palmas (Las);1.03.-Senegal;Masculino;2019;45
Palmas (Las);1.03.-Senegal;Masculino;2018;38
Palmas (Las);1.03.-Senegal;Femenino;2024;1
Palmas (Las);1.03.-Senegal;Femenino;2023;3
Palmas (Las);1.03.-Senegal;Femenino;2022;2
Palmas (Las);1.03.-Senegal;Femenino;2021;2
Palmas (Las);1.03.-Senegal;Femenino;2020;1
Palmas (Las);1.03.-Senegal;Femenino;2019;8
Palmas (Las);1.03.-Senegal;Femenino;2018;9
Palmas (Las);1.03.-Senegal;Ambos sexos;2024;80
Palmas (Las);1.03.-Senegal;Ambos sexos;2023;85
Palmas (Las);1.03.-Senegal;Ambos sexos;2022;61
Palmas (Las);1.03.-Senegal;Ambos sexos;2021;87
Palmas (Las);1.03.-Senegal;Ambos sexos;2020;52
Palmas (Las);1.03.-Senegal;Ambos sexos;2019;53
Palmas (Las);1.03.-Senegal;Ambos sexos;2018;47
Palmas (Las);1.04.-Nigeria;Masculino;2024;23
Palmas (Las);1.04.-Nigeria;Masculino;2023;14
Palmas (Las);1.04.-Nigeria;Masculino;2022;21
Palmas (Las);1.04.-Nigeria;Masculino;2021;7
Palmas (Las);1.04.-Nigeria;Masculino;2020;23
Palmas (Las);1.04.-Nigeria;Masculino;2019;16
Palmas (Las);1.04.-Nigeria;Masculino;2018;18
Palmas (Las);1.04.-Nigeria;Femenino;2024;3
Palmas (Las);1.04.-Nigeria;Femenino;2023;3
Palmas (Las);1.04.-Nigeria;Femenino;2022;7
Palmas (Las);1.04.-Nigeria;Femenino;2021;0
Palmas (Las);1.04.-Nigeria;Femenino;2020;1
Palmas (Las);1.04.-Nigeria;Femenino;2019;5
Palmas (Las);1.04.-Nigeria;Femenino;2018;5
Palmas (Las);1.04.-Nigeria;Ambos sexos;2024;26
Palmas (Las);1.04.-Nigeria;Ambos sexos;2023;17
Palmas (Las);1.04.-Nigeria;Ambos sexos;2022;28
Palmas (Las);1.04.-Nigeria;Ambos sexos;2021;7
Palmas (Las);1.04.-Nigeria;Ambos sexos;2020;24
Palmas (Las);1.04.-Nigeria;Ambos sexos;2019;21
Palmas (Las);1.04.-Nigeria;Ambos sexos;2018;23
Palmas (Las);1.05.-Guinea Ecuatorial;Masculino;2024;1
Palmas (Las);1.05.-Guinea Ecuatorial;Masculino;2023;4
Palmas (Las);1.05.-Guinea Ecuatorial;Masculino;2022;8
Palmas (Las);1.05.-Guinea Ecuatorial;Masculino;2021;2
Palmas (Las);1.05.-Guinea Ecuatorial;Masculino;2020;3
Palmas (Las);1.05.-Guinea Ecuatorial;Masculino;2019;3
Palmas (Las);1.05.-Guinea Ecuatorial;Masculino;2018;1
Palmas (Las);1.05.-Guinea Ecuatorial;Femenino;2024;0
Palmas (Las);1.05.-Guinea Ecuatorial;Femenino;2023;1
Palmas (Las);1.05.-Guinea Ecuatorial;Femenino;2022;1
Palmas (Las);1.05.-Guinea Ecuatorial;Femenino;2021;1
Palmas (Las);1.05.-Guinea Ecuatorial;Femenino;2020;1
Palmas (Las);1.05.-Guinea Ecuatorial;Femenino;2019;2
Palmas (Las);1.05.-Guinea Ecuatorial;Femenino;2018;3
Palmas (Las);1.05.-Guinea Ecuatorial;Ambos sexos;2024;1
Palmas (Las);1.05.-Guinea Ecuatorial;Ambos sexos;2023;5
Palmas (Las);1.05.-Guinea Ecuatorial;Ambos sexos;2022;9
Palmas (Las);1.05.-Guinea Ecuatorial;Ambos sexos;2021;3
Palmas (Las);1.05.-Guinea Ecuatorial;Ambos sexos;2020;4
Palmas (Las);1.05.-Guinea Ecuatorial;Ambos sexos;2019;5
Palmas (Las);1.05.-Guinea Ecuatorial;Ambos sexos;2018;4
Palmas (Las);1.06.-Ghana;Masculino;2024;5
Palmas (Las);1.06.-Ghana;Masculino;2023;12
Palmas (Las);1.06.-Ghana;Masculino;2022;9
Palmas (Las);1.06.-Ghana;Masculino;2021;11
Palmas (Las);1.06.-Ghana;Masculino;2020;8
Palmas (Las);1.06.-Ghana;Masculino;2019;14
Palmas (Las);1.06.-Ghana;Masculino;2018;20
Palmas (Las);1.06.-Ghana;Femenino;2024;0
Palmas (Las);1.06.-Ghana;Femenino;2023;3
Palmas (Las);1.06.-Ghana;Femenino;2022;0
Palmas (Las);1.06.-Ghana;Femenino;2021;2
Palmas (Las);1.06.-Ghana;Femenino;2020;0
Palmas (Las);1.06.-Ghana;Femenino;2019;0
Palmas (Las);1.06.-Ghana;Femenino;2018;1
Palmas (Las);1.06.-Ghana;Ambos sexos;2024;5
Palmas (Las);1.06.-Ghana;Ambos sexos;2023;15
Palmas (Las);1.06.-Ghana;Ambos sexos;2022;9
Palmas (Las);1.06.-Ghana;Ambos sexos;2021;13
Palmas (Las);1.06.-Ghana;Ambos sexos;2020;8
Palmas (Las);1.06.-Ghana;Ambos sexos;2019;14
Palmas (Las);1.06.-Ghana;Ambos sexos;2018;21
Palmas (Las);1.07.-Mali;Masculino;2024;35
Palmas (Las);1.07.-Mali;Masculino;2023;12
Palmas (Las);1.07.-Mali;Masculino;2022;19
Palmas (Las);1.07.-Mali;Masculino;2021;19
Palmas (Las);1.07.-Mali;Masculino;2020;20
Palmas (Las);1.07.-Mali;Masculino;2019;2
Palmas (Las);1.07.-Mali;Masculino;2018;6
Palmas (Las);1.07.-Mali;Femenino;2024;3
Palmas (Las);1.07.-Mali;Femenino;2023;0
Palmas (Las);1.07.-Mali;Femenino;2022;1
Palmas (Las);1.07.-Mali;Femenino;2021;0
Palmas (Las);1.07.-Mali;Femenino;2020;1
Palmas (Las);1.07.-Mali;Femenino;2019;0
Palmas (Las);1.07.-Mali;Femenino;2018;0
Palmas (Las);1.07.-Mali;Ambos sexos;2024;38
Palmas (Las);1.07.-Mali;Ambos sexos;2023;12
Palmas (Las);1.07.-Mali;Ambos sexos;2022;20
Palmas (Las);1.07.-Mali;Ambos sexos;2021;19
Palmas (Las);1.07.-Mali;Ambos sexos;2020;21
Palmas (Las);1.07.-Mali;Ambos sexos;2019;2
Palmas (Las);1.07.-Mali;Ambos sexos;2018;6
Palmas (Las);1.08.-Camerún;Masculino;2024;2
Palmas (Las);1.08.-Camerún;Masculino;2023;5
Palmas (Las);1.08.-Camerún;Masculino;2022;2
Palmas (Las);1.08.-Camerún;Masculino;2021;0
Palmas (Las);1.08.-Camerún;Masculino;2020;0
Palmas (Las);1.08.-Camerún;Masculino;2019;1
Palmas (Las);1.08.-Camerún;Masculino;2018;0
Palmas (Las);1.08.-Camerún;Femenino;2024;1
Palmas (Las);1.08.-Camerún;Femenino;2023;0
Palmas (Las);1.08.-Camerún;Femenino;2022;0
Palmas (Las);1.08.-Camerún;Femenino;2021;0
Palmas (Las);1.08.-Camerún;Femenino;2020;0
Palmas (Las);1.08.-Camerún;Femenino;2019;0
Palmas (Las);1.08.-Camerún;Femenino;2018;0
Palmas (Las);1.08.-Camerún;Ambos sexos;2024;3
Palmas (Las);1.08.-Camerún;Ambos sexos;2023;5
Palmas (Las);1.08.-Camerún;Ambos sexos;2022;2
Palmas (Las);1.08.-Camerún;Ambos sexos;2021;0
Palmas (Las);1.08.-Camerún;Ambos sexos;2020;0
Palmas (Las);1.08.-Camerún;Ambos sexos;2019;1
Palmas (Las);1.08.-Camerún;Ambos sexos;2018;0
Palmas (Las);1.09.-Gambia;Masculino;2024;13
Palmas (Las);1.09.-Gambia;Masculino;2023;11
Palmas (Las);1.09.-Gambia;Masculino;2022;4
Palmas (Las);1.09.-Gambia;Masculino;2021;20
Palmas (Las);1.09.-Gambia;Masculino;2020;6
Palmas (Las);1.09.-Gambia;Masculino;2019;2
Palmas (Las);1.09.-Gambia;Masculino;2018;3
Palmas (Las);1.09.-Gambia;Femenino;2024;0
Palmas (Las);1.09.-Gambia;Femenino;2023;0
Palmas (Las);1.09.-Gambia;Femenino;2022;0
Palmas (Las);1.09.-Gambia;Femenino;2021;0
Palmas (Las);1.09.-Gambia;Femenino;2020;0
Palmas (Las);1.09.-Gambia;Femenino;2019;0
Palmas (Las);1.09.-Gambia;Femenino;2018;0
Palmas (Las);1.09.-Gambia;Ambos sexos;2024;13
Palmas (Las);1.09.-Gambia;Ambos sexos;2023;11
Palmas (Las);1.09.-Gambia;Ambos sexos;2022;4
Palmas (Las);1.09.-Gambia;Ambos sexos;2021;20
Palmas (Las);1.09.-Gambia;Ambos sexos;2020;6
Palmas (Las);1.09.-Gambia;Ambos sexos;2019;2
Palmas (Las);1.09.-Gambia;Ambos sexos;2018;3
Palmas (Las);1.10.-Guinea Bisau;Masculino;2024;8
Palmas (Las);1.10.-Guinea Bisau;Masculino;2023;21
Palmas (Las);1.10.-Guinea Bisau;Masculino;2022;34
Palmas (Las);1.10.-Guinea Bisau;Masculino;2021;34
Palmas (Las);1.10.-Guinea Bisau;Masculino;2020;14
Palmas (Las);1.10.-Guinea Bisau;Masculino;2019;22
Palmas (Las);1.10.-Guinea Bisau;Masculino;2018;13
Palmas (Las);1.10.-Guinea Bisau;Femenino;2024;0
Palmas (Las);1.10.-Guinea Bisau;Femenino;2023;0
Palmas (Las);1.10.-Guinea Bisau;Femenino;2022;2
Palmas (Las);1.10.-Guinea Bisau;Femenino;2021;3
Palmas (Las);1.10.-Guinea Bisau;Femenino;2020;0
Palmas (Las);1.10.-Guinea Bisau;Femenino;2019;1
Palmas (Las);1.10.-Guinea Bisau;Femenino;2018;2
Palmas (Las);1.10.-Guinea Bisau;Ambos sexos;2024;8
Palmas (Las);1.10.-Guinea Bisau;Ambos sexos;2023;21
Palmas (Las);1.10.-Guinea Bisau;Ambos sexos;2022;36
Palmas (Las);1.10.-Guinea Bisau;Ambos sexos;2021;37
Palmas (Las);1.10.-Guinea Bisau;Ambos sexos;2020;14
Palmas (Las);1.10.-Guinea Bisau;Ambos sexos;2019;23
Palmas (Las);1.10.-Guinea Bisau;Ambos sexos;2018;15
Palmas (Las);1.11.-Resto África;Masculino;2024;92
Palmas (Las);1.11.-Resto África;Masculino;2023;47
Palmas (Las);1.11.-Resto África;Masculino;2022;86
Palmas (Las);1.11.-Resto África;Masculino;2021;85
Palmas (Las);1.11.-Resto África;Masculino;2020;64
Palmas (Las);1.11.-Resto África;Masculino;2019;74
Palmas (Las);1.11.-Resto África;Masculino;2018;60
Palmas (Las);1.11.-Resto África;Femenino;2024;5
Palmas (Las);1.11.-Resto África;Femenino;2023;7
Palmas (Las);1.11.-Resto África;Femenino;2022;12
Palmas (Las);1.11.-Resto África;Femenino;2021;14
Palmas (Las);1.11.-Resto África;Femenino;2020;5
Palmas (Las);1.11.-Resto África;Femenino;2019;5
Palmas (Las);1.11.-Resto África;Femenino;2018;11
Palmas (Las);1.11.-Resto África;Ambos sexos;2024;97
Palmas (Las);1.11.-Resto África;Ambos sexos;2023;54
Palmas (Las);1.11.-Resto África;Ambos sexos;2022;98
Palmas (Las);1.11.-Resto África;Ambos sexos;2021;99
Palmas (Las);1.11.-Resto África;Ambos sexos;2020;69
Palmas (Las);1.11.-Resto África;Ambos sexos;2019;79
Palmas (Las);1.11.-Resto África;Ambos sexos;2018;71
Palmas (Las);2.-CONTINENTE AMERICANO;Masculino;2024;867
Palmas (Las);2.-CONTINENTE AMERICANO;Masculino;2023;850
Palmas (Las);2.-CONTINENTE AMERICANO;Masculino;2022;667
Palmas (Las);2.-CONTINENTE AMERICANO;Masculino;2021;606
Palmas (Las);2.-CONTINENTE AMERICANO;Masculino;2020;559
Palmas (Las);2.-CONTINENTE AMERICANO;Masculino;2019;585
Palmas (Las);2.-CONTINENTE AMERICANO;Masculino;2018;491
Palmas (Las);2.-CONTINENTE AMERICANO;Femenino;2024;173
Palmas (Las);2.-CONTINENTE AMERICANO;Femenino;2023;140
Palmas (Las);2.-CONTINENTE AMERICANO;Femenino;2022;118
Palmas (Las);2.-CONTINENTE AMERICANO;Femenino;2021;102
Palmas (Las);2.-CONTINENTE AMERICANO;Femenino;2020;103
Palmas (Las);2.-CONTINENTE AMERICANO;Femenino;2019;122
Palmas (Las);2.-CONTINENTE AMERICANO;Femenino;2018;112
Palmas (Las);2.-CONTINENTE AMERICANO;Ambos sexos;2024;1.040
Palmas (Las);2.-CONTINENTE AMERICANO;Ambos sexos;2023;990
Palmas (Las);2.-CONTINENTE AMERICANO;Ambos sexos;2022;785
Palmas (Las);2.-CONTINENTE AMERICANO;Ambos sexos;2021;708
Palmas (Las);2.-CONTINENTE AMERICANO;Ambos sexos;2020;662
Palmas (Las);2.-CONTINENTE AMERICANO;Ambos sexos;2019;707
Palmas (Las);2.-CONTINENTE AMERICANO;Ambos sexos;2018;603
Palmas (Las);2.01.-Ecuador;Masculino;2024;41
Palmas (Las);2.01.-Ecuador;Masculino;2023;20
Palmas (Las);2.01.-Ecuador;Masculino;2022;23
Palmas (Las);2.01.-Ecuador;Masculino;2021;25
Palmas (Las);2.01.-Ecuador;Masculino;2020;22
Palmas (Las);2.01.-Ecuador;Masculino;2019;34
Palmas (Las);2.01.-Ecuador;Masculino;2018;30
Palmas (Las);2.01.-Ecuador;Femenino;2024;2
Palmas (Las);2.01.-Ecuador;Femenino;2023;3
Palmas (Las);2.01.-Ecuador;Femenino;2022;4
Palmas (Las);2.01.-Ecuador;Femenino;2021;4
Palmas (Las);2.01.-Ecuador;Femenino;2020;2
Palmas (Las);2.01.-Ecuador;Femenino;2019;3
Palmas (Las);2.01.-Ecuador;Femenino;2018;5
Palmas (Las);2.01.-Ecuador;Ambos sexos;2024;43
Palmas (Las);2.01.-Ecuador;Ambos sexos;2023;23
Palmas (Las);2.01.-Ecuador;Ambos sexos;2022;27
Palmas (Las);2.01.-Ecuador;Ambos sexos;2021;29
Palmas (Las);2.01.-Ecuador;Ambos sexos;2020;24
Palmas (Las);2.01.-Ecuador;Ambos sexos;2019;37
Palmas (Las);2.01.-Ecuador;Ambos sexos;2018;35
Palmas (Las);2.02.-Colombia;Masculino;2024;419
Palmas (Las);2.02.-Colombia;Masculino;2023;397
Palmas (Las);2.02.-Colombia;Masculino;2022;281
Palmas (Las);2.02.-Colombia;Masculino;2021;234
Palmas (Las);2.02.-Colombia;Masculino;2020;216
Palmas (Las);2.02.-Colombia;Masculino;2019;226
Palmas (Las);2.02.-Colombia;Masculino;2018;177
Palmas (Las);2.02.-Colombia;Femenino;2024;91
Palmas (Las);2.02.-Colombia;Femenino;2023;63
Palmas (Las);2.02.-Colombia;Femenino;2022;32
Palmas (Las);2.02.-Colombia;Femenino;2021;39
Palmas (Las);2.02.-Colombia;Femenino;2020;22
Palmas (Las);2.02.-Colombia;Femenino;2019;48
Palmas (Las);2.02.-Colombia;Femenino;2018;37
Palmas (Las);2.02.-Colombia;Ambos sexos;2024;510
Palmas (Las);2.02.-Colombia;Ambos sexos;2023;460
Palmas (Las);2.02.-Colombia;Ambos sexos;2022;313
Palmas (Las);2.02.-Colombia;Ambos sexos;2021;273
Palmas (Las);2.02.-Colombia;Ambos sexos;2020;238
Palmas (Las);2.02.-Colombia;Ambos sexos;2019;274
Palmas (Las);2.02.-Colombia;Ambos sexos;2018;214
Palmas (Las);2.03.-Rep. Dominicana;Masculino;2024;39
Palmas (Las);2.03.-Rep. Dominicana;Masculino;2023;58
Palmas (Las);2.03.-Rep. Dominicana;Masculino;2022;40
Palmas (Las);2.03.-Rep. Dominicana;Masculino;2021;39
Palmas (Las);2.03.-Rep. Dominicana;Masculino;2020;42
Palmas (Las);2.03.-Rep. Dominicana;Masculino;2019;51
Palmas (Las);2.03.-Rep. Dominicana;Masculino;2018;47
Palmas (Las);2.03.-Rep. Dominicana;Femenino;2024;12
Palmas (Las);2.03.-Rep. Dominicana;Femenino;2023;6
Palmas (Las);2.03.-Rep. Dominicana;Femenino;2022;3
Palmas (Las);2.03.-Rep. Dominicana;Femenino;2021;5
Palmas (Las);2.03.-Rep. Dominicana;Femenino;2020;10
Palmas (Las);2.03.-Rep. Dominicana;Femenino;2019;5
Palmas (Las);2.03.-Rep. Dominicana;Femenino;2018;6
Palmas (Las);2.03.-Rep. Dominicana;Ambos sexos;2024;51
Palmas (Las);2.03.-Rep. Dominicana;Ambos sexos;2023;64
Palmas (Las);2.03.-Rep. Dominicana;Ambos sexos;2022;43
Palmas (Las);2.03.-Rep. Dominicana;Ambos sexos;2021;44
Palmas (Las);2.03.-Rep. Dominicana;Ambos sexos;2020;52
Palmas (Las);2.03.-Rep. Dominicana;Ambos sexos;2019;56
Palmas (Las);2.03.-Rep. Dominicana;Ambos sexos;2018;53
Palmas (Las);2.04.-Bolivia;Masculino;2024;6
Palmas (Las);2.04.-Bolivia;Masculino;2023;12
Palmas (Las);2.04.-Bolivia;Masculino;2022;11
Palmas (Las);2.04.-Bolivia;Masculino;2021;14
Palmas (Las);2.04.-Bolivia;Masculino;2020;11
Palmas (Las);2.04.-Bolivia;Masculino;2019;13
Palmas (Las);2.04.-Bolivia;Masculino;2018;10
Palmas (Las);2.04.-Bolivia;Femenino;2024;0
Palmas (Las);2.04.-Bolivia;Femenino;2023;1
Palmas (Las);2.04.-Bolivia;Femenino;2022;2
Palmas (Las);2.04.-Bolivia;Femenino;2021;3
Palmas (Las);2.04.-Bolivia;Femenino;2020;4
Palmas (Las);2.04.-Bolivia;Femenino;2019;4
Palmas (Las);2.04.-Bolivia;Femenino;2018;4
Palmas (Las);2.04.-Bolivia;Ambos sexos;2024;6
Palmas (Las);2.04.-Bolivia;Ambos sexos;2023;13
Palmas (Las);2.04.-Bolivia;Ambos sexos;2022;13
Palmas (Las);2.04.-Bolivia;Ambos sexos;2021;17
Palmas (Las);2.04.-Bolivia;Ambos sexos;2020;15
Palmas (Las);2.04.-Bolivia;Ambos sexos;2019;17
Palmas (Las);2.04.-Bolivia;Ambos sexos;2018;14
Palmas (Las);2.05.-Perú;Masculino;2024;31
Palmas (Las);2.05.-Perú;Masculino;2023;15
Palmas (Las);2.05.-Perú;Masculino;2022;20
Palmas (Las);2.05.-Perú;Masculino;2021;22
Palmas (Las);2.05.-Perú;Masculino;2020;19
Palmas (Las);2.05.-Perú;Masculino;2019;23
Palmas (Las);2.05.-Perú;Masculino;2018;8
Palmas (Las);2.05.-Perú;Femenino;2024;1
Palmas (Las);2.05.-Perú;Femenino;2023;2
Palmas (Las);2.05.-Perú;Femenino;2022;3
Palmas (Las);2.05.-Perú;Femenino;2021;4
Palmas (Las);2.05.-Perú;Femenino;2020;1
Palmas (Las);2.05.-Perú;Femenino;2019;3
Palmas (Las);2.05.-Perú;Femenino;2018;2
Palmas (Las);2.05.-Perú;Ambos sexos;2024;32
Palmas (Las);2.05.-Perú;Ambos sexos;2023;17
Palmas (Las);2.05.-Perú;Ambos sexos;2022;23
Palmas (Las);2.05.-Perú;Ambos sexos;2021;26
Palmas (Las);2.05.-Perú;Ambos sexos;2020;20
Palmas (Las);2.05.-Perú;Ambos sexos;2019;26
Palmas (Las);2.05.-Perú;Ambos sexos;2018;10
Palmas (Las);2.06.-Argentina;Masculino;2024;47
Palmas (Las);2.06.-Argentina;Masculino;2023;67
Palmas (Las);2.06.-Argentina;Masculino;2022;69
Palmas (Las);2.06.-Argentina;Masculino;2021;53
Palmas (Las);2.06.-Argentina;Masculino;2020;43
Palmas (Las);2.06.-Argentina;Masculino;2019;35
Palmas (Las);2.06.-Argentina;Masculino;2018;33
Palmas (Las);2.06.-Argentina;Femenino;2024;13
Palmas (Las);2.06.-Argentina;Femenino;2023;1
Palmas (Las);2.06.-Argentina;Femenino;2022;7
Palmas (Las);2.06.-Argentina;Femenino;2021;8
Palmas (Las);2.06.-Argentina;Femenino;2020;10
Palmas (Las);2.06.-Argentina;Femenino;2019;4
Palmas (Las);2.06.-Argentina;Femenino;2018;8
Palmas (Las);2.06.-Argentina;Ambos sexos;2024;60
Palmas (Las);2.06.-Argentina;Ambos sexos;2023;68
Palmas (Las);2.06.-Argentina;Ambos sexos;2022;76
Palmas (Las);2.06.-Argentina;Ambos sexos;2021;61
Palmas (Las);2.06.-Argentina;Ambos sexos;2020;53
Palmas (Las);2.06.-Argentina;Ambos sexos;2019;39
Palmas (Las);2.06.-Argentina;Ambos sexos;2018;41
Palmas (Las);2.07.-Brasil;Masculino;2024;21
Palmas (Las);2.07.-Brasil;Masculino;2023;35
Palmas (Las);2.07.-Brasil;Masculino;2022;35
Palmas (Las);2.07.-Brasil;Masculino;2021;19
Palmas (Las);2.07.-Brasil;Masculino;2020;26
Palmas (Las);2.07.-Brasil;Masculino;2019;15
Palmas (Las);2.07.-Brasil;Masculino;2018;12
Palmas (Las);2.07.-Brasil;Femenino;2024;4
Palmas (Las);2.07.-Brasil;Femenino;2023;10
Palmas (Las);2.07.-Brasil;Femenino;2022;9
Palmas (Las);2.07.-Brasil;Femenino;2021;9
Palmas (Las);2.07.-Brasil;Femenino;2020;12
Palmas (Las);2.07.-Brasil;Femenino;2019;10
Palmas (Las);2.07.-Brasil;Femenino;2018;14
Palmas (Las);2.07.-Brasil;Ambos sexos;2024;25
Palmas (Las);2.07.-Brasil;Ambos sexos;2023;45
Palmas (Las);2.07.-Brasil;Ambos sexos;2022;44
Palmas (Las);2.07.-Brasil;Ambos sexos;2021;28
Palmas (Las);2.07.-Brasil;Ambos sexos;2020;38
Palmas (Las);2.07.-Brasil;Ambos sexos;2019;25
Palmas (Las);2.07.-Brasil;Ambos sexos;2018;26
Palmas (Las);2.08.-Cuba;Masculino;2024;96
Palmas (Las);2.08.-Cuba;Masculino;2023;94
