Provincias;Tipología penal;periodo;Total
Ciudad Real;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;47
Ciudad Real;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;39
Ciudad Real;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;54
Ciudad Real;5.2.2.-Robos con fuerza en viviendas;2024;141
Ciudad Real;5.2.2.-Robos con fuerza en viviendas;2023;146
Ciudad Real;5.2.2.-Robos con fuerza en viviendas;2022;134
Ciudad Real;5.2.2.-Robos con fuerza en viviendas;2021;141
Ciudad Real;5.2.2.-Robos con fuerza en viviendas;2020;116
Ciudad Real;5.2.2.-Robos con fuerza en viviendas;2019;106
Ciudad Real;5.2.2.-Robos con fuerza en viviendas;2018;139
Ciudad Real;5.2.3.-Robos con fuerza en establecimientos;2024;61
Ciudad Real;5.2.3.-Robos con fuerza en establecimientos;2023;100
Ciudad Real;5.2.3.-Robos con fuerza en establecimientos;2022;69
Ciudad Real;5.2.3.-Robos con fuerza en establecimientos;2021;96
Ciudad Real;5.2.3.-Robos con fuerza en establecimientos;2020;66
Ciudad Real;5.2.3.-Robos con fuerza en establecimientos;2019;75
Ciudad Real;5.2.3.-Robos con fuerza en establecimientos;2018;96
Ciudad Real;5.3.-Robos con violencia o intimidación;2024;142
Ciudad Real;5.3.-Robos con violencia o intimidación;2023;148
Ciudad Real;5.3.-Robos con violencia o intimidación;2022;160
Ciudad Real;5.3.-Robos con violencia o intimidación;2021;108
Ciudad Real;5.3.-Robos con violencia o intimidación;2020;93
Ciudad Real;5.3.-Robos con violencia o intimidación;2019;88
Ciudad Real;5.3.-Robos con violencia o intimidación;2018;103
Ciudad Real;5.3.1.-Robos con violencia en vía pública;2024;61
Ciudad Real;5.3.1.-Robos con violencia en vía pública;2023;64
Ciudad Real;5.3.1.-Robos con violencia en vía pública;2022;92
Ciudad Real;5.3.1.-Robos con violencia en vía pública;2021;59
Ciudad Real;5.3.1.-Robos con violencia en vía pública;2020;34
Ciudad Real;5.3.1.-Robos con violencia en vía pública;2019;48
Ciudad Real;5.3.1.-Robos con violencia en vía pública;2018;58
Ciudad Real;5.3.2.-Robos con violencia en viviendas;2024;15
Ciudad Real;5.3.2.-Robos con violencia en viviendas;2023;31
Ciudad Real;5.3.2.-Robos con violencia en viviendas;2022;15
Ciudad Real;5.3.2.-Robos con violencia en viviendas;2021;11
Ciudad Real;5.3.2.-Robos con violencia en viviendas;2020;8
Ciudad Real;5.3.2.-Robos con violencia en viviendas;2019;9
Ciudad Real;5.3.2.-Robos con violencia en viviendas;2018;14
Ciudad Real;5.3.3.-Robos con violencia en establecimientos;2024;45
Ciudad Real;5.3.3.-Robos con violencia en establecimientos;2023;47
Ciudad Real;5.3.3.-Robos con violencia en establecimientos;2022;42
Ciudad Real;5.3.3.-Robos con violencia en establecimientos;2021;31
Ciudad Real;5.3.3.-Robos con violencia en establecimientos;2020;41
Ciudad Real;5.3.3.-Robos con violencia en establecimientos;2019;24
Ciudad Real;5.3.3.-Robos con violencia en establecimientos;2018;15
Ciudad Real;5.4.-Sustracción de vehículos;2024;29
Ciudad Real;5.4.-Sustracción de vehículos;2023;31
Ciudad Real;5.4.-Sustracción de vehículos;2022;26
Ciudad Real;5.4.-Sustracción de vehículos;2021;21
Ciudad Real;5.4.-Sustracción de vehículos;2020;33
Ciudad Real;5.4.-Sustracción de vehículos;2019;14
Ciudad Real;5.4.-Sustracción de vehículos;2018;26
Ciudad Real;5.5.-Estafas;2024;415
Ciudad Real;5.5.-Estafas;2023;439
Ciudad Real;5.5.-Estafas;2022;324
Ciudad Real;5.5.-Estafas;2021;378
Ciudad Real;5.5.-Estafas;2020;308
Ciudad Real;5.5.-Estafas;2019;244
Ciudad Real;5.5.-Estafas;2018;267
Ciudad Real;5.5.1.-Estafas informáticas;2024;315
Ciudad Real;5.5.1.-Estafas informáticas;2023;332
Ciudad Real;5.5.1.-Estafas informáticas;2022;192
Ciudad Real;5.5.1.-Estafas informáticas;2021;248
Ciudad Real;5.5.1.-Estafas informáticas;2020;128
Ciudad Real;5.5.1.-Estafas informáticas;2019;85
Ciudad Real;5.5.1.-Estafas informáticas;2018;56
Ciudad Real;5.6.-Daños;2024;140
Ciudad Real;5.6.-Daños;2023;171
Ciudad Real;5.6.-Daños;2022;164
Ciudad Real;5.6.-Daños;2021;163
Ciudad Real;5.6.-Daños;2020;117
Ciudad Real;5.6.-Daños;2019;182
Ciudad Real;5.6.-Daños;2018;175
Ciudad Real;5.7.-Contra la propiedad intelectual/industrial;2024;3
Ciudad Real;5.7.-Contra la propiedad intelectual/industrial;2023;3
Ciudad Real;5.7.-Contra la propiedad intelectual/industrial;2022;1
Ciudad Real;5.7.-Contra la propiedad intelectual/industrial;2021;2
Ciudad Real;5.7.-Contra la propiedad intelectual/industrial;2020;1
Ciudad Real;5.7.-Contra la propiedad intelectual/industrial;2019;1
Ciudad Real;5.7.-Contra la propiedad intelectual/industrial;2018;15
Ciudad Real;5.8.-Blanqueo de capitales;2024;9
Ciudad Real;5.8.-Blanqueo de capitales;2023;20
Ciudad Real;5.8.-Blanqueo de capitales;2022;7
Ciudad Real;5.8.-Blanqueo de capitales;2021;18
Ciudad Real;5.8.-Blanqueo de capitales;2020;1
Ciudad Real;5.8.-Blanqueo de capitales;2019;1
Ciudad Real;5.8.-Blanqueo de capitales;2018;6
Ciudad Real;5.9.-Otros contra el patrimonio;2024;121
Ciudad Real;5.9.-Otros contra el patrimonio;2023;199
Ciudad Real;5.9.-Otros contra el patrimonio;2022;150
Ciudad Real;5.9.-Otros contra el patrimonio;2021;163
Ciudad Real;5.9.-Otros contra el patrimonio;2020;173
Ciudad Real;5.9.-Otros contra el patrimonio;2019;116
Ciudad Real;5.9.-Otros contra el patrimonio;2018;205
Ciudad Real;6. SEGURIDAD COLECTIVA;2024;737
Ciudad Real;6. SEGURIDAD COLECTIVA;2023;864
Ciudad Real;6. SEGURIDAD COLECTIVA;2022;819
Ciudad Real;6. SEGURIDAD COLECTIVA;2021;750
Ciudad Real;6. SEGURIDAD COLECTIVA;2020;677
Ciudad Real;6. SEGURIDAD COLECTIVA;2019;772
Ciudad Real;6. SEGURIDAD COLECTIVA;2018;809
Ciudad Real;6.1.-Tráfico de drogas;2024;163
Ciudad Real;6.1.-Tráfico de drogas;2023;285
Ciudad Real;6.1.-Tráfico de drogas;2022;257
Ciudad Real;6.1.-Tráfico de drogas;2021;205
Ciudad Real;6.1.-Tráfico de drogas;2020;220
Ciudad Real;6.1.-Tráfico de drogas;2019;153
Ciudad Real;6.1.-Tráfico de drogas;2018;241
Ciudad Real;6.2.-Contra la seguridad vial;2024;559
Ciudad Real;6.2.-Contra la seguridad vial;2023;561
Ciudad Real;6.2.-Contra la seguridad vial;2022;536
Ciudad Real;6.2.-Contra la seguridad vial;2021;502
Ciudad Real;6.2.-Contra la seguridad vial;2020;440
Ciudad Real;6.2.-Contra la seguridad vial;2019;599
Ciudad Real;6.2.-Contra la seguridad vial;2018;560
Ciudad Real;6.3.-Otros contra la seguridad colectiva;2024;15
Ciudad Real;6.3.-Otros contra la seguridad colectiva;2023;18
Ciudad Real;6.3.-Otros contra la seguridad colectiva;2022;26
Ciudad Real;6.3.-Otros contra la seguridad colectiva;2021;43
Ciudad Real;6.3.-Otros contra la seguridad colectiva;2020;17
Ciudad Real;6.3.-Otros contra la seguridad colectiva;2019;20
Ciudad Real;6.3.-Otros contra la seguridad colectiva;2018;8
Ciudad Real;7. FALSEDADES;2024;86
Ciudad Real;7. FALSEDADES;2023;93
Ciudad Real;7. FALSEDADES;2022;73
Ciudad Real;7. FALSEDADES;2021;116
Ciudad Real;7. FALSEDADES;2020;104
Ciudad Real;7. FALSEDADES;2019;113
Ciudad Real;7. FALSEDADES;2018;96
Ciudad Real;8. ADMÓN. PÚBLICA;2024;1
Ciudad Real;8. ADMÓN. PÚBLICA;2023;8
Ciudad Real;8. ADMÓN. PÚBLICA;2022;1
Ciudad Real;8. ADMÓN. PÚBLICA;2021;19
Ciudad Real;8. ADMÓN. PÚBLICA;2020;1
Ciudad Real;8. ADMÓN. PÚBLICA;2019;1
Ciudad Real;8. ADMÓN. PÚBLICA;2018;11
Ciudad Real;9. ADMÓN. JUSTICIA;2024;349
Ciudad Real;9. ADMÓN. JUSTICIA;2023;296
Ciudad Real;9. ADMÓN. JUSTICIA;2022;285
Ciudad Real;9. ADMÓN. JUSTICIA;2021;212
Ciudad Real;9. ADMÓN. JUSTICIA;2020;225
Ciudad Real;9. ADMÓN. JUSTICIA;2019;241
Ciudad Real;9. ADMÓN. JUSTICIA;2018;252
Ciudad Real;10. ORDEN PÚBLICO;2024;314
Ciudad Real;10. ORDEN PÚBLICO;2023;260
Ciudad Real;10. ORDEN PÚBLICO;2022;261
Ciudad Real;10. ORDEN PÚBLICO;2021;269
Ciudad Real;10. ORDEN PÚBLICO;2020;423
Ciudad Real;10. ORDEN PÚBLICO;2019;275
Ciudad Real;10. ORDEN PÚBLICO;2018;309
Ciudad Real;11. LEGISLACIÓN ESPECIAL;2024;2
Ciudad Real;11. LEGISLACIÓN ESPECIAL;2023;2
Ciudad Real;11. LEGISLACIÓN ESPECIAL;2022;1
Ciudad Real;11. LEGISLACIÓN ESPECIAL;2021;2
Ciudad Real;11. LEGISLACIÓN ESPECIAL;2020;10
Ciudad Real;11. LEGISLACIÓN ESPECIAL;2019;28
Ciudad Real;11. LEGISLACIÓN ESPECIAL;2018;24
Ciudad Real;12. OTRAS INFRACCIONES PENALES;2024;112
Ciudad Real;12. OTRAS INFRACCIONES PENALES;2023;133
Ciudad Real;12. OTRAS INFRACCIONES PENALES;2022;98
Ciudad Real;12. OTRAS INFRACCIONES PENALES;2021;59
Ciudad Real;12. OTRAS INFRACCIONES PENALES;2020;80
Ciudad Real;12. OTRAS INFRACCIONES PENALES;2019;119
Ciudad Real;12. OTRAS INFRACCIONES PENALES;2018;74
Ciudad Real;TOTAL INFRACCIONES PENALES;2024;5.585
Ciudad Real;TOTAL INFRACCIONES PENALES;2023;5.802
Ciudad Real;TOTAL INFRACCIONES PENALES;2022;5.216
Ciudad Real;TOTAL INFRACCIONES PENALES;2021;4.964
Ciudad Real;TOTAL INFRACCIONES PENALES;2020;4.506
Ciudad Real;TOTAL INFRACCIONES PENALES;2019;4.954
Ciudad Real;TOTAL INFRACCIONES PENALES;2018;5.271
Córdoba;1. CONTRA LAS PERSONAS;2024;1.953
Córdoba;1. CONTRA LAS PERSONAS;2023;1.941
Córdoba;1. CONTRA LAS PERSONAS;2022;1.719
Córdoba;1. CONTRA LAS PERSONAS;2021;1.432
Córdoba;1. CONTRA LAS PERSONAS;2020;1.437
Córdoba;1. CONTRA LAS PERSONAS;2019;1.495
Córdoba;1. CONTRA LAS PERSONAS;2018;1.387
Córdoba;1.1.-Homicidios dolosos/asesinatos;2024;29
Córdoba;1.1.-Homicidios dolosos/asesinatos;2023;21
Córdoba;1.1.-Homicidios dolosos/asesinatos;2022;16
Córdoba;1.1.-Homicidios dolosos/asesinatos;2021;21
Córdoba;1.1.-Homicidios dolosos/asesinatos;2020;17
Córdoba;1.1.-Homicidios dolosos/asesinatos;2019;14
Córdoba;1.1.-Homicidios dolosos/asesinatos;2018;13
Córdoba;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;9
Córdoba;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;3
Córdoba;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;2
Córdoba;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;0
Córdoba;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;1
Córdoba;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;4
Córdoba;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;5
Córdoba;1.2.-Lesiones;2024;863
Córdoba;1.2.-Lesiones;2023;815
Córdoba;1.2.-Lesiones;2022;673
Córdoba;1.2.-Lesiones;2021;630
Córdoba;1.2.-Lesiones;2020;594
Córdoba;1.2.-Lesiones;2019;671
Córdoba;1.2.-Lesiones;2018;656
Córdoba;1.3.-Malos tratos ámbito familiar;2024;1.006
Córdoba;1.3.-Malos tratos ámbito familiar;2023;1.045
Córdoba;1.3.-Malos tratos ámbito familiar;2022;981
Córdoba;1.3.-Malos tratos ámbito familiar;2021;751
Córdoba;1.3.-Malos tratos ámbito familiar;2020;801
Córdoba;1.3.-Malos tratos ámbito familiar;2019;772
Córdoba;1.3.-Malos tratos ámbito familiar;2018;685
Córdoba;1.4.-Otros contra las personas;2024;55
Córdoba;1.4.-Otros contra las personas;2023;60
Córdoba;1.4.-Otros contra las personas;2022;49
Córdoba;1.4.-Otros contra las personas;2021;30
Córdoba;1.4.-Otros contra las personas;2020;25
Córdoba;1.4.-Otros contra las personas;2019;38
Córdoba;1.4.-Otros contra las personas;2018;33
Córdoba;2. CONTRA LA LIBERTAD;2024;970
Córdoba;2. CONTRA LA LIBERTAD;2023;837
Córdoba;2. CONTRA LA LIBERTAD;2022;780
Córdoba;2. CONTRA LA LIBERTAD;2021;746
Córdoba;2. CONTRA LA LIBERTAD;2020;782
Córdoba;2. CONTRA LA LIBERTAD;2019;895
Córdoba;2. CONTRA LA LIBERTAD;2018;780
Córdoba;2.1.-Malos tratos habituales en el ámbito familiar;2024;199
Córdoba;2.1.-Malos tratos habituales en el ámbito familiar;2023;192
Córdoba;2.1.-Malos tratos habituales en el ámbito familiar;2022;176
Córdoba;2.1.-Malos tratos habituales en el ámbito familiar;2021;195
Córdoba;2.1.-Malos tratos habituales en el ámbito familiar;2020;167
Córdoba;2.1.-Malos tratos habituales en el ámbito familiar;2019;177
Córdoba;2.1.-Malos tratos habituales en el ámbito familiar;2018;157
Córdoba;2.2.-Otros contra la libertad;2024;771
Córdoba;2.2.-Otros contra la libertad;2023;645
Córdoba;2.2.-Otros contra la libertad;2022;604
Córdoba;2.2.-Otros contra la libertad;2021;551
Córdoba;2.2.-Otros contra la libertad;2020;615
Córdoba;2.2.-Otros contra la libertad;2019;718
Córdoba;2.2.-Otros contra la libertad;2018;623
Córdoba;3. LIBERTAD SEXUAL;2024;156
Córdoba;3. LIBERTAD SEXUAL;2023;168
Córdoba;3. LIBERTAD SEXUAL;2022;126
Córdoba;3. LIBERTAD SEXUAL;2021;121
Córdoba;3. LIBERTAD SEXUAL;2020;121
Córdoba;3. LIBERTAD SEXUAL;2019;115
Córdoba;3. LIBERTAD SEXUAL;2018;110
Córdoba;3.1.-Agresión sexual;2024;111
Córdoba;3.1.-Agresión sexual;2023;107
Córdoba;3.1.-Agresión sexual;2022;84
Córdoba;3.1.-Agresión sexual;2021;75
Córdoba;3.1.-Agresión sexual;2020;79
Córdoba;3.1.-Agresión sexual;2019;79
Córdoba;3.1.-Agresión sexual;2018;64
Córdoba;3.2.-Agresión sexual con penetración;2024;26
Córdoba;3.2.-Agresión sexual con penetración;2023;34
Córdoba;3.2.-Agresión sexual con penetración;2022;27
Córdoba;3.2.-Agresión sexual con penetración;2021;29
Córdoba;3.2.-Agresión sexual con penetración;2020;23
Córdoba;3.2.-Agresión sexual con penetración;2019;13
Córdoba;3.2.-Agresión sexual con penetración;2018;13
Córdoba;3.3.-Corrupción de menores o incapacitados;2024;4
Córdoba;3.3.-Corrupción de menores o incapacitados;2023;4
Córdoba;3.3.-Corrupción de menores o incapacitados;2022;1
Córdoba;3.3.-Corrupción de menores o incapacitados;2021;0
Córdoba;3.3.-Corrupción de menores o incapacitados;2020;3
Córdoba;3.3.-Corrupción de menores o incapacitados;2019;1
Córdoba;3.3.-Corrupción de menores o incapacitados;2018;5
Córdoba;3.4.-Pornografía de menores;2024;5
Córdoba;3.4.-Pornografía de menores;2023;6
Córdoba;3.4.-Pornografía de menores;2022;2
Córdoba;3.4.-Pornografía de menores;2021;6
Córdoba;3.4.-Pornografía de menores;2020;6
Córdoba;3.4.-Pornografía de menores;2019;12
Córdoba;3.4.-Pornografía de menores;2018;13
Córdoba;3.5.-Otros contra la libertad sexual;2024;10
Córdoba;3.5.-Otros contra la libertad sexual;2023;17
Córdoba;3.5.-Otros contra la libertad sexual;2022;12
Córdoba;3.5.-Otros contra la libertad sexual;2021;11
Córdoba;3.5.-Otros contra la libertad sexual;2020;10
Córdoba;3.5.-Otros contra la libertad sexual;2019;10
Córdoba;3.5.-Otros contra la libertad sexual;2018;15
Córdoba;4. RELACIONES FAMILIARES;2024;29
Córdoba;4. RELACIONES FAMILIARES;2023;37
Córdoba;4. RELACIONES FAMILIARES;2022;22
Córdoba;4. RELACIONES FAMILIARES;2021;27
Córdoba;4. RELACIONES FAMILIARES;2020;28
Córdoba;4. RELACIONES FAMILIARES;2019;30
Córdoba;4. RELACIONES FAMILIARES;2018;42
Córdoba;5. PATRIMONIO;2024;2.130
Córdoba;5. PATRIMONIO;2023;2.493
Córdoba;5. PATRIMONIO;2022;2.085
Córdoba;5. PATRIMONIO;2021;1.414
Córdoba;5. PATRIMONIO;2020;1.594
Córdoba;5. PATRIMONIO;2019;1.825
Córdoba;5. PATRIMONIO;2018;2.017
Córdoba;5.1.-Hurtos;2024;650
Córdoba;5.1.-Hurtos;2023;741
Córdoba;5.1.-Hurtos;2022;532
Córdoba;5.1.-Hurtos;2021;345
Córdoba;5.1.-Hurtos;2020;365
Córdoba;5.1.-Hurtos;2019;504
Córdoba;5.1.-Hurtos;2018;657
Córdoba;5.2.-Robos con fuerza en las cosas;2024;437
Córdoba;5.2.-Robos con fuerza en las cosas;2023;476
Córdoba;5.2.-Robos con fuerza en las cosas;2022;458
Córdoba;5.2.-Robos con fuerza en las cosas;2021;348
Córdoba;5.2.-Robos con fuerza en las cosas;2020;368
Córdoba;5.2.-Robos con fuerza en las cosas;2019;477
Córdoba;5.2.-Robos con fuerza en las cosas;2018;569
Córdoba;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;58
Córdoba;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;95
Córdoba;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;60
Córdoba;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;41
Córdoba;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;40
Córdoba;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;45
Córdoba;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;80
Córdoba;5.2.2.-Robos con fuerza en viviendas;2024;160
Córdoba;5.2.2.-Robos con fuerza en viviendas;2023;120
Córdoba;5.2.2.-Robos con fuerza en viviendas;2022;178
Córdoba;5.2.2.-Robos con fuerza en viviendas;2021;135
Córdoba;5.2.2.-Robos con fuerza en viviendas;2020;154
Córdoba;5.2.2.-Robos con fuerza en viviendas;2019;192
Córdoba;5.2.2.-Robos con fuerza en viviendas;2018;196
Córdoba;5.2.3.-Robos con fuerza en establecimientos;2024;87
Córdoba;5.2.3.-Robos con fuerza en establecimientos;2023;120
Córdoba;5.2.3.-Robos con fuerza en establecimientos;2022;80
Córdoba;5.2.3.-Robos con fuerza en establecimientos;2021;74
Córdoba;5.2.3.-Robos con fuerza en establecimientos;2020;91
Córdoba;5.2.3.-Robos con fuerza en establecimientos;2019;125
Córdoba;5.2.3.-Robos con fuerza en establecimientos;2018;145
Córdoba;5.3.-Robos con violencia o intimidación;2024;180
Córdoba;5.3.-Robos con violencia o intimidación;2023;178
Córdoba;5.3.-Robos con violencia o intimidación;2022;180
Córdoba;5.3.-Robos con violencia o intimidación;2021;145
Córdoba;5.3.-Robos con violencia o intimidación;2020;136
Córdoba;5.3.-Robos con violencia o intimidación;2019;139
Córdoba;5.3.-Robos con violencia o intimidación;2018;172
Córdoba;5.3.1.-Robos con violencia en vía pública;2024;101
Córdoba;5.3.1.-Robos con violencia en vía pública;2023;111
Córdoba;5.3.1.-Robos con violencia en vía pública;2022;79
Córdoba;5.3.1.-Robos con violencia en vía pública;2021;90
Córdoba;5.3.1.-Robos con violencia en vía pública;2020;76
Córdoba;5.3.1.-Robos con violencia en vía pública;2019;69
Córdoba;5.3.1.-Robos con violencia en vía pública;2018;94
Córdoba;5.3.2.-Robos con violencia en viviendas;2024;35
Córdoba;5.3.2.-Robos con violencia en viviendas;2023;18
Córdoba;5.3.2.-Robos con violencia en viviendas;2022;37
Córdoba;5.3.2.-Robos con violencia en viviendas;2021;21
Córdoba;5.3.2.-Robos con violencia en viviendas;2020;16
Córdoba;5.3.2.-Robos con violencia en viviendas;2019;17
Córdoba;5.3.2.-Robos con violencia en viviendas;2018;23
Córdoba;5.3.3.-Robos con violencia en establecimientos;2024;27
Córdoba;5.3.3.-Robos con violencia en establecimientos;2023;34
Córdoba;5.3.3.-Robos con violencia en establecimientos;2022;48
Córdoba;5.3.3.-Robos con violencia en establecimientos;2021;22
Córdoba;5.3.3.-Robos con violencia en establecimientos;2020;35
Córdoba;5.3.3.-Robos con violencia en establecimientos;2019;31
Córdoba;5.3.3.-Robos con violencia en establecimientos;2018;42
Córdoba;5.4.-Sustracción de vehículos;2024;39
Córdoba;5.4.-Sustracción de vehículos;2023;19
Córdoba;5.4.-Sustracción de vehículos;2022;27
Córdoba;5.4.-Sustracción de vehículos;2021;30
Córdoba;5.4.-Sustracción de vehículos;2020;24
Córdoba;5.4.-Sustracción de vehículos;2019;30
Córdoba;5.4.-Sustracción de vehículos;2018;27
Córdoba;5.5.-Estafas;2024;499
Córdoba;5.5.-Estafas;2023;728
Córdoba;5.5.-Estafas;2022;584
Córdoba;5.5.-Estafas;2021;173
Córdoba;5.5.-Estafas;2020;192
Córdoba;5.5.-Estafas;2019;280
Córdoba;5.5.-Estafas;2018;217
Córdoba;5.5.1.-Estafas informáticas;2024;424
Córdoba;5.5.1.-Estafas informáticas;2023;637
Córdoba;5.5.1.-Estafas informáticas;2022;474
Córdoba;5.5.1.-Estafas informáticas;2021;88
Córdoba;5.5.1.-Estafas informáticas;2020;73
Córdoba;5.5.1.-Estafas informáticas;2019;66
Córdoba;5.5.1.-Estafas informáticas;2018;57
Córdoba;5.6.-Daños;2024;145
Córdoba;5.6.-Daños;2023;134
Córdoba;5.6.-Daños;2022;129
Córdoba;5.6.-Daños;2021;105
Córdoba;5.6.-Daños;2020;128
Córdoba;5.6.-Daños;2019;135
Córdoba;5.6.-Daños;2018;135
Córdoba;5.7.-Contra la propiedad intelectual/industrial;2024;9
Córdoba;5.7.-Contra la propiedad intelectual/industrial;2023;5
Córdoba;5.7.-Contra la propiedad intelectual/industrial;2022;5
Córdoba;5.7.-Contra la propiedad intelectual/industrial;2021;20
Córdoba;5.7.-Contra la propiedad intelectual/industrial;2020;19
Córdoba;5.7.-Contra la propiedad intelectual/industrial;2019;43
Córdoba;5.7.-Contra la propiedad intelectual/industrial;2018;13
Córdoba;5.8.-Blanqueo de capitales;2024;45
Córdoba;5.8.-Blanqueo de capitales;2023;9
Córdoba;5.8.-Blanqueo de capitales;2022;3
Córdoba;5.8.-Blanqueo de capitales;2021;10
Córdoba;5.8.-Blanqueo de capitales;2020;13
Córdoba;5.8.-Blanqueo de capitales;2019;4
Córdoba;5.8.-Blanqueo de capitales;2018;2
Córdoba;5.9.-Otros contra el patrimonio;2024;126
Córdoba;5.9.-Otros contra el patrimonio;2023;203
Córdoba;5.9.-Otros contra el patrimonio;2022;167
Córdoba;5.9.-Otros contra el patrimonio;2021;238
Córdoba;5.9.-Otros contra el patrimonio;2020;349
Córdoba;5.9.-Otros contra el patrimonio;2019;213
Córdoba;5.9.-Otros contra el patrimonio;2018;225
Córdoba;6. SEGURIDAD COLECTIVA;2024;1.310
Córdoba;6. SEGURIDAD COLECTIVA;2023;1.428
Córdoba;6. SEGURIDAD COLECTIVA;2022;1.346
Córdoba;6. SEGURIDAD COLECTIVA;2021;1.274
Córdoba;6. SEGURIDAD COLECTIVA;2020;1.097
Córdoba;6. SEGURIDAD COLECTIVA;2019;1.338
Córdoba;6. SEGURIDAD COLECTIVA;2018;1.135
Córdoba;6.1.-Tráfico de drogas;2024;219
Córdoba;6.1.-Tráfico de drogas;2023;239
Córdoba;6.1.-Tráfico de drogas;2022;228
Córdoba;6.1.-Tráfico de drogas;2021;325
Córdoba;6.1.-Tráfico de drogas;2020;364
Córdoba;6.1.-Tráfico de drogas;2019;443
Córdoba;6.1.-Tráfico de drogas;2018;279
Córdoba;6.2.-Contra la seguridad vial;2024;1.065
Córdoba;6.2.-Contra la seguridad vial;2023;1.156
Córdoba;6.2.-Contra la seguridad vial;2022;1.096
Córdoba;6.2.-Contra la seguridad vial;2021;915
Córdoba;6.2.-Contra la seguridad vial;2020;709
Córdoba;6.2.-Contra la seguridad vial;2019;863
Córdoba;6.2.-Contra la seguridad vial;2018;828
Córdoba;6.3.-Otros contra la seguridad colectiva;2024;26
Córdoba;6.3.-Otros contra la seguridad colectiva;2023;33
Córdoba;6.3.-Otros contra la seguridad colectiva;2022;22
Córdoba;6.3.-Otros contra la seguridad colectiva;2021;34
Córdoba;6.3.-Otros contra la seguridad colectiva;2020;24
Córdoba;6.3.-Otros contra la seguridad colectiva;2019;32
Córdoba;6.3.-Otros contra la seguridad colectiva;2018;28
Córdoba;7. FALSEDADES;2024;95
Córdoba;7. FALSEDADES;2023;180
Córdoba;7. FALSEDADES;2022;121
Córdoba;7. FALSEDADES;2021;139
Córdoba;7. FALSEDADES;2020;100
Córdoba;7. FALSEDADES;2019;102
Córdoba;7. FALSEDADES;2018;152
Córdoba;8. ADMÓN. PÚBLICA;2024;3
Córdoba;8. ADMÓN. PÚBLICA;2023;10
Córdoba;8. ADMÓN. PÚBLICA;2022;17
Córdoba;8. ADMÓN. PÚBLICA;2021;4
Córdoba;8. ADMÓN. PÚBLICA;2020;5
Córdoba;8. ADMÓN. PÚBLICA;2019;8
Córdoba;8. ADMÓN. PÚBLICA;2018;2
Córdoba;9. ADMÓN. JUSTICIA;2024;463
Córdoba;9. ADMÓN. JUSTICIA;2023;433
Córdoba;9. ADMÓN. JUSTICIA;2022;453
Córdoba;9. ADMÓN. JUSTICIA;2021;364
Córdoba;9. ADMÓN. JUSTICIA;2020;331
Córdoba;9. ADMÓN. JUSTICIA;2019;283
Córdoba;9. ADMÓN. JUSTICIA;2018;294
Córdoba;10. ORDEN PÚBLICO;2024;268
Córdoba;10. ORDEN PÚBLICO;2023;215
Córdoba;10. ORDEN PÚBLICO;2022;221
Córdoba;10. ORDEN PÚBLICO;2021;229
Córdoba;10. ORDEN PÚBLICO;2020;343
Córdoba;10. ORDEN PÚBLICO;2019;295
Córdoba;10. ORDEN PÚBLICO;2018;247
Córdoba;11. LEGISLACIÓN ESPECIAL;2024;10
Córdoba;11. LEGISLACIÓN ESPECIAL;2023;4
Córdoba;11. LEGISLACIÓN ESPECIAL;2022;12
Córdoba;11. LEGISLACIÓN ESPECIAL;2021;9
Córdoba;11. LEGISLACIÓN ESPECIAL;2020;34
Córdoba;11. LEGISLACIÓN ESPECIAL;2019;16
Córdoba;11. LEGISLACIÓN ESPECIAL;2018;20
Córdoba;12. OTRAS INFRACCIONES PENALES;2024;106
Córdoba;12. OTRAS INFRACCIONES PENALES;2023;103
Córdoba;12. OTRAS INFRACCIONES PENALES;2022;78
Córdoba;12. OTRAS INFRACCIONES PENALES;2021;91
Córdoba;12. OTRAS INFRACCIONES PENALES;2020;113
Córdoba;12. OTRAS INFRACCIONES PENALES;2019;69
Córdoba;12. OTRAS INFRACCIONES PENALES;2018;69
Córdoba;TOTAL INFRACCIONES PENALES;2024;7.493
Córdoba;TOTAL INFRACCIONES PENALES;2023;7.849
Córdoba;TOTAL INFRACCIONES PENALES;2022;6.980
Córdoba;TOTAL INFRACCIONES PENALES;2021;5.850
Córdoba;TOTAL INFRACCIONES PENALES;2020;5.985
