Comunidades autónomas;Tipología penal;periodo;Total
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2022;23
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2021;21
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2020;16
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2019;16
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2018;8
RIOJA (LA);5.4.-Sustracción de vehículos;2024;30
RIOJA (LA);5.4.-Sustracción de vehículos;2023;29
RIOJA (LA);5.4.-Sustracción de vehículos;2022;33
RIOJA (LA);5.4.-Sustracción de vehículos;2021;26
RIOJA (LA);5.4.-Sustracción de vehículos;2020;15
RIOJA (LA);5.4.-Sustracción de vehículos;2019;25
RIOJA (LA);5.4.-Sustracción de vehículos;2018;40
RIOJA (LA);5.5.-Estafas;2024;380
RIOJA (LA);5.5.-Estafas;2023;419
RIOJA (LA);5.5.-Estafas;2022;310
RIOJA (LA);5.5.-Estafas;2021;306
RIOJA (LA);5.5.-Estafas;2020;189
RIOJA (LA);5.5.-Estafas;2019;179
RIOJA (LA);5.5.-Estafas;2018;192
RIOJA (LA);5.5.1.-Estafas informáticas;2024;249
RIOJA (LA);5.5.1.-Estafas informáticas;2023;255
RIOJA (LA);5.5.1.-Estafas informáticas;2022;196
RIOJA (LA);5.5.1.-Estafas informáticas;2021;231
RIOJA (LA);5.5.1.-Estafas informáticas;2020;112
RIOJA (LA);5.5.1.-Estafas informáticas;2019;66
RIOJA (LA);5.5.1.-Estafas informáticas;2018;87
RIOJA (LA);5.6.-Daños;2024;239
RIOJA (LA);5.6.-Daños;2023;235
RIOJA (LA);5.6.-Daños;2022;237
RIOJA (LA);5.6.-Daños;2021;180
RIOJA (LA);5.6.-Daños;2020;168
RIOJA (LA);5.6.-Daños;2019;175
RIOJA (LA);5.6.-Daños;2018;159
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2024;2
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2023;2
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2022;1
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2021;0
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2020;1
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2019;41
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2018;16
RIOJA (LA);5.8.-Blanqueo de capitales;2024;3
RIOJA (LA);5.8.-Blanqueo de capitales;2023;0
RIOJA (LA);5.8.-Blanqueo de capitales;2022;1
RIOJA (LA);5.8.-Blanqueo de capitales;2021;0
RIOJA (LA);5.8.-Blanqueo de capitales;2020;1
RIOJA (LA);5.8.-Blanqueo de capitales;2019;2
RIOJA (LA);5.8.-Blanqueo de capitales;2018;1
RIOJA (LA);5.9.-Otros contra el patrimonio;2024;184
RIOJA (LA);5.9.-Otros contra el patrimonio;2023;184
RIOJA (LA);5.9.-Otros contra el patrimonio;2022;123
RIOJA (LA);5.9.-Otros contra el patrimonio;2021;112
RIOJA (LA);5.9.-Otros contra el patrimonio;2020;101
RIOJA (LA);5.9.-Otros contra el patrimonio;2019;161
RIOJA (LA);5.9.-Otros contra el patrimonio;2018;82
RIOJA (LA);6. SEGURIDAD COLECTIVA;2024;430
RIOJA (LA);6. SEGURIDAD COLECTIVA;2023;429
RIOJA (LA);6. SEGURIDAD COLECTIVA;2022;460
RIOJA (LA);6. SEGURIDAD COLECTIVA;2021;397
RIOJA (LA);6. SEGURIDAD COLECTIVA;2020;278
RIOJA (LA);6. SEGURIDAD COLECTIVA;2019;405
RIOJA (LA);6. SEGURIDAD COLECTIVA;2018;338
RIOJA (LA);6.1.-Tráfico de drogas;2024;79
RIOJA (LA);6.1.-Tráfico de drogas;2023;90
RIOJA (LA);6.1.-Tráfico de drogas;2022;91
RIOJA (LA);6.1.-Tráfico de drogas;2021;74
RIOJA (LA);6.1.-Tráfico de drogas;2020;71
RIOJA (LA);6.1.-Tráfico de drogas;2019;100
RIOJA (LA);6.1.-Tráfico de drogas;2018;72
RIOJA (LA);6.2.-Contra la seguridad vial;2024;338
RIOJA (LA);6.2.-Contra la seguridad vial;2023;332
RIOJA (LA);6.2.-Contra la seguridad vial;2022;357
RIOJA (LA);6.2.-Contra la seguridad vial;2021;309
RIOJA (LA);6.2.-Contra la seguridad vial;2020;197
RIOJA (LA);6.2.-Contra la seguridad vial;2019;297
RIOJA (LA);6.2.-Contra la seguridad vial;2018;257
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2024;13
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2023;7
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2022;12
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2021;14
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2020;10
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2019;8
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2018;9
RIOJA (LA);7. FALSEDADES;2024;89
RIOJA (LA);7. FALSEDADES;2023;67
RIOJA (LA);7. FALSEDADES;2022;118
RIOJA (LA);7. FALSEDADES;2021;135
RIOJA (LA);7. FALSEDADES;2020;29
RIOJA (LA);7. FALSEDADES;2019;49
RIOJA (LA);7. FALSEDADES;2018;45
RIOJA (LA);8. ADMÓN. PÚBLICA;2024;2
RIOJA (LA);8. ADMÓN. PÚBLICA;2023;4
RIOJA (LA);8. ADMÓN. PÚBLICA;2022;1
RIOJA (LA);8. ADMÓN. PÚBLICA;2021;4
RIOJA (LA);8. ADMÓN. PÚBLICA;2020;0
RIOJA (LA);8. ADMÓN. PÚBLICA;2019;5
RIOJA (LA);8. ADMÓN. PÚBLICA;2018;3
RIOJA (LA);9. ADMÓN. JUSTICIA;2024;290
RIOJA (LA);9. ADMÓN. JUSTICIA;2023;288
RIOJA (LA);9. ADMÓN. JUSTICIA;2022;262
RIOJA (LA);9. ADMÓN. JUSTICIA;2021;226
RIOJA (LA);9. ADMÓN. JUSTICIA;2020;136
RIOJA (LA);9. ADMÓN. JUSTICIA;2019;227
RIOJA (LA);9. ADMÓN. JUSTICIA;2018;184
RIOJA (LA);10. ORDEN PÚBLICO;2024;147
RIOJA (LA);10. ORDEN PÚBLICO;2023;147
RIOJA (LA);10. ORDEN PÚBLICO;2022;144
RIOJA (LA);10. ORDEN PÚBLICO;2021;176
RIOJA (LA);10. ORDEN PÚBLICO;2020;207
RIOJA (LA);10. ORDEN PÚBLICO;2019;116
RIOJA (LA);10. ORDEN PÚBLICO;2018;85
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2024;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2023;3
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2022;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2021;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2020;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2019;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2018;0
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2024;61
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2023;40
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2022;34
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2021;43
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2020;35
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2019;38
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2018;34
RIOJA (LA);TOTAL INFRACCIONES PENALES;2024;5.032
RIOJA (LA);TOTAL INFRACCIONES PENALES;2023;5.237
RIOJA (LA);TOTAL INFRACCIONES PENALES;2022;4.728
RIOJA (LA);TOTAL INFRACCIONES PENALES;2021;4.054
RIOJA (LA);TOTAL INFRACCIONES PENALES;2020;3.184
RIOJA (LA);TOTAL INFRACCIONES PENALES;2019;3.780
RIOJA (LA);TOTAL INFRACCIONES PENALES;2018;3.450
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2024;606
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2023;609
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2022;659
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2021;748
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2020;577
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2019;622
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2018;620
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2024;8
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2023;12
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2022;31
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2021;10
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2020;7
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2019;16
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2018;2
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;0
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;6
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;3
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;2
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;2
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;4
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;1
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2024;318
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2023;311
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2022;361
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2021;419
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2020;342
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2019;354
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2018;349
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2024;272
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2023;284
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2022;266
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2021;315
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2020;225
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2019;250
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2018;268
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2024;8
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2023;2
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2022;1
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2021;4
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2020;3
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2019;2
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2018;1
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2024;327
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2023;266
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2022;244
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2021;296
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2020;263
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2019;214
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2018;212
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2024;9
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2023;11
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2022;12
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2021;11
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2020;5
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2019;4
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2018;16
CIUDAD AUTÓNOMA DE CEUTA;2.2.-Otros contra la libertad;2024;318
CIUDAD AUTÓNOMA DE CEUTA;2.2.-Otros contra la libertad;2023;255
CIUDAD AUTÓNOMA DE CEUTA;2.2.-Otros contra la libertad;2022;232
CIUDAD AUTÓNOMA DE CEUTA;2.2.-Otros contra la libertad;2021;285
CIUDAD AUTÓNOMA DE CEUTA;2.2.-Otros contra la libertad;2020;258
CIUDAD AUTÓNOMA DE CEUTA;2.2.-Otros contra la libertad;2019;210
CIUDAD AUTÓNOMA DE CEUTA;2.2.-Otros contra la libertad;2018;196
CIUDAD AUTÓNOMA DE CEUTA;3. LIBERTAD SEXUAL;2024;45
CIUDAD AUTÓNOMA DE CEUTA;3. LIBERTAD SEXUAL;2023;41
CIUDAD AUTÓNOMA DE CEUTA;3. LIBERTAD SEXUAL;2022;41
CIUDAD AUTÓNOMA DE CEUTA;3. LIBERTAD SEXUAL;2021;42
CIUDAD AUTÓNOMA DE CEUTA;3. LIBERTAD SEXUAL;2020;30
CIUDAD AUTÓNOMA DE CEUTA;3. LIBERTAD SEXUAL;2019;19
CIUDAD AUTÓNOMA DE CEUTA;3. LIBERTAD SEXUAL;2018;40
CIUDAD AUTÓNOMA DE CEUTA;3.1.-Agresión sexual;2024;37
CIUDAD AUTÓNOMA DE CEUTA;3.1.-Agresión sexual;2023;29
CIUDAD AUTÓNOMA DE CEUTA;3.1.-Agresión sexual;2022;33
CIUDAD AUTÓNOMA DE CEUTA;3.1.-Agresión sexual;2021;27
CIUDAD AUTÓNOMA DE CEUTA;3.1.-Agresión sexual;2020;20
CIUDAD AUTÓNOMA DE CEUTA;3.1.-Agresión sexual;2019;13
CIUDAD AUTÓNOMA DE CEUTA;3.1.-Agresión sexual;2018;29
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2024;5
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2023;8
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2022;5
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2021;4
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2020;3
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2019;2
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2018;5
CIUDAD AUTÓNOMA DE CEUTA;3.3.-Corrupción de menores o incapacitados;2024;0
CIUDAD AUTÓNOMA DE CEUTA;3.3.-Corrupción de menores o incapacitados;2023;1
CIUDAD AUTÓNOMA DE CEUTA;3.3.-Corrupción de menores o incapacitados;2022;0
CIUDAD AUTÓNOMA DE CEUTA;3.3.-Corrupción de menores o incapacitados;2021;0
CIUDAD AUTÓNOMA DE CEUTA;3.3.-Corrupción de menores o incapacitados;2020;0
CIUDAD AUTÓNOMA DE CEUTA;3.3.-Corrupción de menores o incapacitados;2019;0
CIUDAD AUTÓNOMA DE CEUTA;3.3.-Corrupción de menores o incapacitados;2018;0
CIUDAD AUTÓNOMA DE CEUTA;3.4.-Pornografía de menores;2024;2
CIUDAD AUTÓNOMA DE CEUTA;3.4.-Pornografía de menores;2023;2
CIUDAD AUTÓNOMA DE CEUTA;3.4.-Pornografía de menores;2022;2
CIUDAD AUTÓNOMA DE CEUTA;3.4.-Pornografía de menores;2021;1
CIUDAD AUTÓNOMA DE CEUTA;3.4.-Pornografía de menores;2020;0
CIUDAD AUTÓNOMA DE CEUTA;3.4.-Pornografía de menores;2019;0
CIUDAD AUTÓNOMA DE CEUTA;3.4.-Pornografía de menores;2018;3
CIUDAD AUTÓNOMA DE CEUTA;3.5.-Otros contra la libertad sexual;2024;1
CIUDAD AUTÓNOMA DE CEUTA;3.5.-Otros contra la libertad sexual;2023;1
CIUDAD AUTÓNOMA DE CEUTA;3.5.-Otros contra la libertad sexual;2022;1
CIUDAD AUTÓNOMA DE CEUTA;3.5.-Otros contra la libertad sexual;2021;10
CIUDAD AUTÓNOMA DE CEUTA;3.5.-Otros contra la libertad sexual;2020;7
CIUDAD AUTÓNOMA DE CEUTA;3.5.-Otros contra la libertad sexual;2019;4
CIUDAD AUTÓNOMA DE CEUTA;3.5.-Otros contra la libertad sexual;2018;3
CIUDAD AUTÓNOMA DE CEUTA;4. RELACIONES FAMILIARES;2024;16
CIUDAD AUTÓNOMA DE CEUTA;4. RELACIONES FAMILIARES;2023;19
CIUDAD AUTÓNOMA DE CEUTA;4. RELACIONES FAMILIARES;2022;28
CIUDAD AUTÓNOMA DE CEUTA;4. RELACIONES FAMILIARES;2021;16
CIUDAD AUTÓNOMA DE CEUTA;4. RELACIONES FAMILIARES;2020;16
CIUDAD AUTÓNOMA DE CEUTA;4. RELACIONES FAMILIARES;2019;29
CIUDAD AUTÓNOMA DE CEUTA;4. RELACIONES FAMILIARES;2018;29
CIUDAD AUTÓNOMA DE CEUTA;5. PATRIMONIO;2024;559
CIUDAD AUTÓNOMA DE CEUTA;5. PATRIMONIO;2023;554
CIUDAD AUTÓNOMA DE CEUTA;5. PATRIMONIO;2022;439
CIUDAD AUTÓNOMA DE CEUTA;5. PATRIMONIO;2021;499
CIUDAD AUTÓNOMA DE CEUTA;5. PATRIMONIO;2020;462
CIUDAD AUTÓNOMA DE CEUTA;5. PATRIMONIO;2019;596
CIUDAD AUTÓNOMA DE CEUTA;5. PATRIMONIO;2018;601
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2024;193
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2023;221
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2022;131
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2021;139
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2020;139
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2019;240
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2018;279
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Robos con fuerza en las cosas;2024;42
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Robos con fuerza en las cosas;2023;63
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Robos con fuerza en las cosas;2022;30
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Robos con fuerza en las cosas;2021;43
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Robos con fuerza en las cosas;2020;72
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Robos con fuerza en las cosas;2019;62
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Robos con fuerza en las cosas;2018;69
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;19
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;23
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;5
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;13
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;17
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;26
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;29
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2024;11
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2023;16
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2022;4
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2021;11
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2020;20
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2019;17
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2018;14
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2024;4
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2023;12
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2022;7
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2021;10
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2020;15
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2019;10
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2018;10
CIUDAD AUTÓNOMA DE CEUTA;5.3.-Robos con violencia o intimidación;2024;85
CIUDAD AUTÓNOMA DE CEUTA;5.3.-Robos con violencia o intimidación;2023;56
CIUDAD AUTÓNOMA DE CEUTA;5.3.-Robos con violencia o intimidación;2022;70
CIUDAD AUTÓNOMA DE CEUTA;5.3.-Robos con violencia o intimidación;2021;108
CIUDAD AUTÓNOMA DE CEUTA;5.3.-Robos con violencia o intimidación;2020;79
CIUDAD AUTÓNOMA DE CEUTA;5.3.-Robos con violencia o intimidación;2019;88
CIUDAD AUTÓNOMA DE CEUTA;5.3.-Robos con violencia o intimidación;2018;63
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2024;53
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2023;42
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2022;49
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2021;75
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2020;59
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2019;61
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2018;45
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2024;9
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2023;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2022;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2021;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2020;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2019;5
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2018;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2024;12
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2023;10
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2022;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2021;8
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2020;7
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2019;10
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2018;6
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;2024;27
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;2023;16
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;2022;13
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;2021;17
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;2020;11
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;2019;27
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;2018;27
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;2024;104
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;2023;92
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;2022;66
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;2021;62
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;2020;50
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;2019;69
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;2018;60
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;2024;63
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;2023;57
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;2022;45
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;2021;48
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;2020;34
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;2019;26
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;2018;25
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;2024;47
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;2023;57
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;2022;93
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;2021;88
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;2020;72
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;2019;62
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;2018;48
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;2024;0
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;2023;1
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;2022;2
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;2021;1
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;2020;1
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;2019;2
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.8.-Blanqueo de capitales;2024;3
CIUDAD AUTÓNOMA DE CEUTA;5.8.-Blanqueo de capitales;2023;0
