Provincias;Tipología penal;periodo;Total
Sevilla;5.6.-Daños;2020;6.448
Sevilla;5.6.-Daños;2019;7.256
Sevilla;5.6.-Daños;2018;7.719
Sevilla;5.7.-Contra la propiedad intelectual/industrial;2024;42
Sevilla;5.7.-Contra la propiedad intelectual/industrial;2023;25
Sevilla;5.7.-Contra la propiedad intelectual/industrial;2022;18
Sevilla;5.7.-Contra la propiedad intelectual/industrial;2021;17
Sevilla;5.7.-Contra la propiedad intelectual/industrial;2020;17
Sevilla;5.7.-Contra la propiedad intelectual/industrial;2019;31
Sevilla;5.7.-Contra la propiedad intelectual/industrial;2018;32
Sevilla;5.8.-Blanqueo de capitales;2024;32
Sevilla;5.8.-Blanqueo de capitales;2023;6
Sevilla;5.8.-Blanqueo de capitales;2022;13
Sevilla;5.8.-Blanqueo de capitales;2021;10
Sevilla;5.8.-Blanqueo de capitales;2020;11
Sevilla;5.8.-Blanqueo de capitales;2019;7
Sevilla;5.8.-Blanqueo de capitales;2018;18
Sevilla;5.9.-Otros contra el patrimonio;2024;2.630
Sevilla;5.9.-Otros contra el patrimonio;2023;2.654
Sevilla;5.9.-Otros contra el patrimonio;2022;2.537
Sevilla;5.9.-Otros contra el patrimonio;2021;2.256
Sevilla;5.9.-Otros contra el patrimonio;2020;2.214
Sevilla;5.9.-Otros contra el patrimonio;2019;2.413
Sevilla;5.9.-Otros contra el patrimonio;2018;2.372
Sevilla;6. SEGURIDAD COLECTIVA;2024;2.950
Sevilla;6. SEGURIDAD COLECTIVA;2023;2.765
Sevilla;6. SEGURIDAD COLECTIVA;2022;2.606
Sevilla;6. SEGURIDAD COLECTIVA;2021;2.642
Sevilla;6. SEGURIDAD COLECTIVA;2020;2.393
Sevilla;6. SEGURIDAD COLECTIVA;2019;2.621
Sevilla;6. SEGURIDAD COLECTIVA;2018;2.628
Sevilla;6.1.-Tráfico de drogas;2024;624
Sevilla;6.1.-Tráfico de drogas;2023;618
Sevilla;6.1.-Tráfico de drogas;2022;597
Sevilla;6.1.-Tráfico de drogas;2021;642
Sevilla;6.1.-Tráfico de drogas;2020;547
Sevilla;6.1.-Tráfico de drogas;2019;530
Sevilla;6.1.-Tráfico de drogas;2018;412
Sevilla;6.2.-Contra la seguridad vial;2024;2.186
Sevilla;6.2.-Contra la seguridad vial;2023;2.079
Sevilla;6.2.-Contra la seguridad vial;2022;1.932
Sevilla;6.2.-Contra la seguridad vial;2021;1.903
Sevilla;6.2.-Contra la seguridad vial;2020;1.774
Sevilla;6.2.-Contra la seguridad vial;2019;2.007
Sevilla;6.2.-Contra la seguridad vial;2018;2.120
Sevilla;6.3.-Otros contra la seguridad colectiva;2024;140
Sevilla;6.3.-Otros contra la seguridad colectiva;2023;68
Sevilla;6.3.-Otros contra la seguridad colectiva;2022;77
Sevilla;6.3.-Otros contra la seguridad colectiva;2021;97
Sevilla;6.3.-Otros contra la seguridad colectiva;2020;72
Sevilla;6.3.-Otros contra la seguridad colectiva;2019;84
Sevilla;6.3.-Otros contra la seguridad colectiva;2018;96
Sevilla;7. FALSEDADES;2024;945
Sevilla;7. FALSEDADES;2023;829
Sevilla;7. FALSEDADES;2022;856
Sevilla;7. FALSEDADES;2021;708
Sevilla;7. FALSEDADES;2020;554
Sevilla;7. FALSEDADES;2019;622
Sevilla;7. FALSEDADES;2018;481
Sevilla;8. ADMÓN. PÚBLICA;2024;18
Sevilla;8. ADMÓN. PÚBLICA;2023;12
Sevilla;8. ADMÓN. PÚBLICA;2022;12
Sevilla;8. ADMÓN. PÚBLICA;2021;11
Sevilla;8. ADMÓN. PÚBLICA;2020;13
Sevilla;8. ADMÓN. PÚBLICA;2019;13
Sevilla;8. ADMÓN. PÚBLICA;2018;30
Sevilla;9. ADMÓN. JUSTICIA;2024;1.755
Sevilla;9. ADMÓN. JUSTICIA;2023;1.645
Sevilla;9. ADMÓN. JUSTICIA;2022;1.481
Sevilla;9. ADMÓN. JUSTICIA;2021;1.258
Sevilla;9. ADMÓN. JUSTICIA;2020;1.312
Sevilla;9. ADMÓN. JUSTICIA;2019;1.239
Sevilla;9. ADMÓN. JUSTICIA;2018;1.228
Sevilla;10. ORDEN PÚBLICO;2024;1.031
Sevilla;10. ORDEN PÚBLICO;2023;1.044
Sevilla;10. ORDEN PÚBLICO;2022;962
Sevilla;10. ORDEN PÚBLICO;2021;858
Sevilla;10. ORDEN PÚBLICO;2020;1.064
Sevilla;10. ORDEN PÚBLICO;2019;754
Sevilla;10. ORDEN PÚBLICO;2018;669
Sevilla;11. LEGISLACIÓN ESPECIAL;2024;18
Sevilla;11. LEGISLACIÓN ESPECIAL;2023;15
Sevilla;11. LEGISLACIÓN ESPECIAL;2022;32
Sevilla;11. LEGISLACIÓN ESPECIAL;2021;31
Sevilla;11. LEGISLACIÓN ESPECIAL;2020;38
Sevilla;11. LEGISLACIÓN ESPECIAL;2019;34
Sevilla;11. LEGISLACIÓN ESPECIAL;2018;24
Sevilla;12. OTRAS INFRACCIONES PENALES;2024;689
Sevilla;12. OTRAS INFRACCIONES PENALES;2023;636
Sevilla;12. OTRAS INFRACCIONES PENALES;2022;548
Sevilla;12. OTRAS INFRACCIONES PENALES;2021;625
Sevilla;12. OTRAS INFRACCIONES PENALES;2020;568
Sevilla;12. OTRAS INFRACCIONES PENALES;2019;520
Sevilla;12. OTRAS INFRACCIONES PENALES;2018;482
Sevilla;TOTAL INFRACCIONES PENALES;2024;100.401
Sevilla;TOTAL INFRACCIONES PENALES;2023;102.860
Sevilla;TOTAL INFRACCIONES PENALES;2022;94.108
Sevilla;TOTAL INFRACCIONES PENALES;2021;76.769
Sevilla;TOTAL INFRACCIONES PENALES;2020;72.490
Sevilla;TOTAL INFRACCIONES PENALES;2019;87.222
Sevilla;TOTAL INFRACCIONES PENALES;2018;82.303
Soria;1. CONTRA LAS PERSONAS;2024;404
Soria;1. CONTRA LAS PERSONAS;2023;369
Soria;1. CONTRA LAS PERSONAS;2022;406
Soria;1. CONTRA LAS PERSONAS;2021;299
Soria;1. CONTRA LAS PERSONAS;2020;255
Soria;1. CONTRA LAS PERSONAS;2019;267
Soria;1. CONTRA LAS PERSONAS;2018;266
Soria;1.1.-Homicidios dolosos/asesinatos;2024;4
Soria;1.1.-Homicidios dolosos/asesinatos;2023;4
Soria;1.1.-Homicidios dolosos/asesinatos;2022;2
Soria;1.1.-Homicidios dolosos/asesinatos;2021;1
Soria;1.1.-Homicidios dolosos/asesinatos;2020;1
Soria;1.1.-Homicidios dolosos/asesinatos;2019;2
Soria;1.1.-Homicidios dolosos/asesinatos;2018;0
Soria;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;0
Soria;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;0
Soria;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;2
Soria;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;1
Soria;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;0
Soria;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;1
Soria;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;0
Soria;1.2.-Lesiones;2024;222
Soria;1.2.-Lesiones;2023;201
Soria;1.2.-Lesiones;2022;199
Soria;1.2.-Lesiones;2021;145
Soria;1.2.-Lesiones;2020;122
Soria;1.2.-Lesiones;2019;162
Soria;1.2.-Lesiones;2018;164
Soria;1.3.-Malos tratos ámbito familiar;2024;168
Soria;1.3.-Malos tratos ámbito familiar;2023;152
Soria;1.3.-Malos tratos ámbito familiar;2022;196
Soria;1.3.-Malos tratos ámbito familiar;2021;143
Soria;1.3.-Malos tratos ámbito familiar;2020;126
Soria;1.3.-Malos tratos ámbito familiar;2019;96
Soria;1.3.-Malos tratos ámbito familiar;2018;90
Soria;1.4.-Otros contra las personas;2024;10
Soria;1.4.-Otros contra las personas;2023;12
Soria;1.4.-Otros contra las personas;2022;9
Soria;1.4.-Otros contra las personas;2021;10
Soria;1.4.-Otros contra las personas;2020;6
Soria;1.4.-Otros contra las personas;2019;7
Soria;1.4.-Otros contra las personas;2018;12
Soria;2. CONTRA LA LIBERTAD;2024;214
Soria;2. CONTRA LA LIBERTAD;2023;202
Soria;2. CONTRA LA LIBERTAD;2022;205
Soria;2. CONTRA LA LIBERTAD;2021;167
Soria;2. CONTRA LA LIBERTAD;2020;156
Soria;2. CONTRA LA LIBERTAD;2019;154
Soria;2. CONTRA LA LIBERTAD;2018;145
Soria;2.1.-Malos tratos habituales en el ámbito familiar;2024;14
Soria;2.1.-Malos tratos habituales en el ámbito familiar;2023;15
Soria;2.1.-Malos tratos habituales en el ámbito familiar;2022;15
Soria;2.1.-Malos tratos habituales en el ámbito familiar;2021;17
Soria;2.1.-Malos tratos habituales en el ámbito familiar;2020;23
Soria;2.1.-Malos tratos habituales en el ámbito familiar;2019;22
Soria;2.1.-Malos tratos habituales en el ámbito familiar;2018;17
Soria;2.2.-Otros contra la libertad;2024;200
Soria;2.2.-Otros contra la libertad;2023;187
Soria;2.2.-Otros contra la libertad;2022;190
Soria;2.2.-Otros contra la libertad;2021;150
Soria;2.2.-Otros contra la libertad;2020;133
Soria;2.2.-Otros contra la libertad;2019;132
Soria;2.2.-Otros contra la libertad;2018;128
Soria;3. LIBERTAD SEXUAL;2024;36
Soria;3. LIBERTAD SEXUAL;2023;32
Soria;3. LIBERTAD SEXUAL;2022;37
Soria;3. LIBERTAD SEXUAL;2021;25
Soria;3. LIBERTAD SEXUAL;2020;14
Soria;3. LIBERTAD SEXUAL;2019;20
Soria;3. LIBERTAD SEXUAL;2018;13
Soria;3.1.-Agresión sexual;2024;22
Soria;3.1.-Agresión sexual;2023;20
Soria;3.1.-Agresión sexual;2022;27
Soria;3.1.-Agresión sexual;2021;13
Soria;3.1.-Agresión sexual;2020;5
Soria;3.1.-Agresión sexual;2019;12
Soria;3.1.-Agresión sexual;2018;7
Soria;3.2.-Agresión sexual con penetración;2024;2
Soria;3.2.-Agresión sexual con penetración;2023;8
Soria;3.2.-Agresión sexual con penetración;2022;6
Soria;3.2.-Agresión sexual con penetración;2021;5
Soria;3.2.-Agresión sexual con penetración;2020;0
Soria;3.2.-Agresión sexual con penetración;2019;4
Soria;3.2.-Agresión sexual con penetración;2018;1
Soria;3.3.-Corrupción de menores o incapacitados;2024;2
Soria;3.3.-Corrupción de menores o incapacitados;2023;0
Soria;3.3.-Corrupción de menores o incapacitados;2022;1
Soria;3.3.-Corrupción de menores o incapacitados;2021;1
Soria;3.3.-Corrupción de menores o incapacitados;2020;0
Soria;3.3.-Corrupción de menores o incapacitados;2019;0
Soria;3.3.-Corrupción de menores o incapacitados;2018;0
Soria;3.4.-Pornografía de menores;2024;0
Soria;3.4.-Pornografía de menores;2023;0
Soria;3.4.-Pornografía de menores;2022;1
Soria;3.4.-Pornografía de menores;2021;1
Soria;3.4.-Pornografía de menores;2020;2
Soria;3.4.-Pornografía de menores;2019;1
Soria;3.4.-Pornografía de menores;2018;3
Soria;3.5.-Otros contra la libertad sexual;2024;10
Soria;3.5.-Otros contra la libertad sexual;2023;4
Soria;3.5.-Otros contra la libertad sexual;2022;2
Soria;3.5.-Otros contra la libertad sexual;2021;5
Soria;3.5.-Otros contra la libertad sexual;2020;7
Soria;3.5.-Otros contra la libertad sexual;2019;3
Soria;3.5.-Otros contra la libertad sexual;2018;2
Soria;4. RELACIONES FAMILIARES;2024;9
Soria;4. RELACIONES FAMILIARES;2023;10
Soria;4. RELACIONES FAMILIARES;2022;4
Soria;4. RELACIONES FAMILIARES;2021;3
Soria;4. RELACIONES FAMILIARES;2020;5
Soria;4. RELACIONES FAMILIARES;2019;4
Soria;4. RELACIONES FAMILIARES;2018;7
Soria;5. PATRIMONIO;2024;2.419
Soria;5. PATRIMONIO;2023;2.636
Soria;5. PATRIMONIO;2022;2.376
Soria;5. PATRIMONIO;2021;1.716
Soria;5. PATRIMONIO;2020;1.542
Soria;5. PATRIMONIO;2019;1.862
Soria;5. PATRIMONIO;2018;1.644
Soria;5.1.-Hurtos;2024;470
Soria;5.1.-Hurtos;2023;516
Soria;5.1.-Hurtos;2022;515
Soria;5.1.-Hurtos;2021;341
Soria;5.1.-Hurtos;2020;269
Soria;5.1.-Hurtos;2019;515
Soria;5.1.-Hurtos;2018;460
Soria;5.2.-Robos con fuerza en las cosas;2024;410
Soria;5.2.-Robos con fuerza en las cosas;2023;345
Soria;5.2.-Robos con fuerza en las cosas;2022;297
Soria;5.2.-Robos con fuerza en las cosas;2021;205
Soria;5.2.-Robos con fuerza en las cosas;2020;204
Soria;5.2.-Robos con fuerza en las cosas;2019;294
Soria;5.2.-Robos con fuerza en las cosas;2018;331
Soria;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;33
Soria;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;24
Soria;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;29
Soria;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;16
Soria;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;22
Soria;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;38
Soria;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;44
Soria;5.2.2.-Robos con fuerza en viviendas;2024;148
Soria;5.2.2.-Robos con fuerza en viviendas;2023;132
Soria;5.2.2.-Robos con fuerza en viviendas;2022;97
Soria;5.2.2.-Robos con fuerza en viviendas;2021;71
Soria;5.2.2.-Robos con fuerza en viviendas;2020;55
Soria;5.2.2.-Robos con fuerza en viviendas;2019;93
Soria;5.2.2.-Robos con fuerza en viviendas;2018;86
Soria;5.2.3.-Robos con fuerza en establecimientos;2024;78
Soria;5.2.3.-Robos con fuerza en establecimientos;2023;55
Soria;5.2.3.-Robos con fuerza en establecimientos;2022;37
Soria;5.2.3.-Robos con fuerza en establecimientos;2021;34
Soria;5.2.3.-Robos con fuerza en establecimientos;2020;44
Soria;5.2.3.-Robos con fuerza en establecimientos;2019;54
Soria;5.2.3.-Robos con fuerza en establecimientos;2018;73
Soria;5.3.-Robos con violencia o intimidación;2024;18
Soria;5.3.-Robos con violencia o intimidación;2023;21
Soria;5.3.-Robos con violencia o intimidación;2022;7
Soria;5.3.-Robos con violencia o intimidación;2021;21
Soria;5.3.-Robos con violencia o intimidación;2020;12
Soria;5.3.-Robos con violencia o intimidación;2019;12
Soria;5.3.-Robos con violencia o intimidación;2018;10
Soria;5.3.1.-Robos con violencia en vía pública;2024;7
Soria;5.3.1.-Robos con violencia en vía pública;2023;12
Soria;5.3.1.-Robos con violencia en vía pública;2022;5
Soria;5.3.1.-Robos con violencia en vía pública;2021;14
Soria;5.3.1.-Robos con violencia en vía pública;2020;8
Soria;5.3.1.-Robos con violencia en vía pública;2019;11
Soria;5.3.1.-Robos con violencia en vía pública;2018;7
Soria;5.3.2.-Robos con violencia en viviendas;2024;3
Soria;5.3.2.-Robos con violencia en viviendas;2023;6
Soria;5.3.2.-Robos con violencia en viviendas;2022;0
Soria;5.3.2.-Robos con violencia en viviendas;2021;1
Soria;5.3.2.-Robos con violencia en viviendas;2020;1
Soria;5.3.2.-Robos con violencia en viviendas;2019;0
Soria;5.3.2.-Robos con violencia en viviendas;2018;0
Soria;5.3.3.-Robos con violencia en establecimientos;2024;3
Soria;5.3.3.-Robos con violencia en establecimientos;2023;2
Soria;5.3.3.-Robos con violencia en establecimientos;2022;2
Soria;5.3.3.-Robos con violencia en establecimientos;2021;1
Soria;5.3.3.-Robos con violencia en establecimientos;2020;0
Soria;5.3.3.-Robos con violencia en establecimientos;2019;0
Soria;5.3.3.-Robos con violencia en establecimientos;2018;0
Soria;5.4.-Sustracción de vehículos;2024;6
Soria;5.4.-Sustracción de vehículos;2023;16
Soria;5.4.-Sustracción de vehículos;2022;19
Soria;5.4.-Sustracción de vehículos;2021;12
Soria;5.4.-Sustracción de vehículos;2020;3
Soria;5.4.-Sustracción de vehículos;2019;9
Soria;5.4.-Sustracción de vehículos;2018;16
Soria;5.5.-Estafas;2024;1.012
Soria;5.5.-Estafas;2023;1.213
Soria;5.5.-Estafas;2022;1.122
Soria;5.5.-Estafas;2021;794
Soria;5.5.-Estafas;2020;796
Soria;5.5.-Estafas;2019;665
Soria;5.5.-Estafas;2018;482
Soria;5.5.1.-Estafas informáticas;2024;893
Soria;5.5.1.-Estafas informáticas;2023;1.120
Soria;5.5.1.-Estafas informáticas;2022;961
Soria;5.5.1.-Estafas informáticas;2021;614
Soria;5.5.1.-Estafas informáticas;2020;653
Soria;5.5.1.-Estafas informáticas;2019;499
Soria;5.5.1.-Estafas informáticas;2018;299
Soria;5.6.-Daños;2024;437
Soria;5.6.-Daños;2023;434
Soria;5.6.-Daños;2022;343
Soria;5.6.-Daños;2021;285
Soria;5.6.-Daños;2020;223
Soria;5.6.-Daños;2019;327
Soria;5.6.-Daños;2018;314
Soria;5.7.-Contra la propiedad intelectual/industrial;2024;4
Soria;5.7.-Contra la propiedad intelectual/industrial;2023;6
Soria;5.7.-Contra la propiedad intelectual/industrial;2022;1
Soria;5.7.-Contra la propiedad intelectual/industrial;2021;1
Soria;5.7.-Contra la propiedad intelectual/industrial;2020;0
Soria;5.7.-Contra la propiedad intelectual/industrial;2019;1
Soria;5.7.-Contra la propiedad intelectual/industrial;2018;1
Soria;5.8.-Blanqueo de capitales;2024;1
Soria;5.8.-Blanqueo de capitales;2023;1
Soria;5.8.-Blanqueo de capitales;2022;0
Soria;5.8.-Blanqueo de capitales;2021;0
Soria;5.8.-Blanqueo de capitales;2020;1
Soria;5.8.-Blanqueo de capitales;2019;0
Soria;5.8.-Blanqueo de capitales;2018;0
Soria;5.9.-Otros contra el patrimonio;2024;61
Soria;5.9.-Otros contra el patrimonio;2023;84
Soria;5.9.-Otros contra el patrimonio;2022;72
Soria;5.9.-Otros contra el patrimonio;2021;57
Soria;5.9.-Otros contra el patrimonio;2020;34
Soria;5.9.-Otros contra el patrimonio;2019;39
Soria;5.9.-Otros contra el patrimonio;2018;30
Soria;6. SEGURIDAD COLECTIVA;2024;171
Soria;6. SEGURIDAD COLECTIVA;2023;181
Soria;6. SEGURIDAD COLECTIVA;2022;160
Soria;6. SEGURIDAD COLECTIVA;2021;128
Soria;6. SEGURIDAD COLECTIVA;2020;99
Soria;6. SEGURIDAD COLECTIVA;2019;136
Soria;6. SEGURIDAD COLECTIVA;2018;102
Soria;6.1.-Tráfico de drogas;2024;30
Soria;6.1.-Tráfico de drogas;2023;29
Soria;6.1.-Tráfico de drogas;2022;25
Soria;6.1.-Tráfico de drogas;2021;8
Soria;6.1.-Tráfico de drogas;2020;20
Soria;6.1.-Tráfico de drogas;2019;13
Soria;6.1.-Tráfico de drogas;2018;8
Soria;6.2.-Contra la seguridad vial;2024;129
Soria;6.2.-Contra la seguridad vial;2023;148
Soria;6.2.-Contra la seguridad vial;2022;127
Soria;6.2.-Contra la seguridad vial;2021;116
Soria;6.2.-Contra la seguridad vial;2020;75
Soria;6.2.-Contra la seguridad vial;2019;117
Soria;6.2.-Contra la seguridad vial;2018;91
Soria;6.3.-Otros contra la seguridad colectiva;2024;12
Soria;6.3.-Otros contra la seguridad colectiva;2023;4
Soria;6.3.-Otros contra la seguridad colectiva;2022;8
Soria;6.3.-Otros contra la seguridad colectiva;2021;4
Soria;6.3.-Otros contra la seguridad colectiva;2020;4
Soria;6.3.-Otros contra la seguridad colectiva;2019;6
Soria;6.3.-Otros contra la seguridad colectiva;2018;3
Soria;7. FALSEDADES;2024;141
Soria;7. FALSEDADES;2023;104
Soria;7. FALSEDADES;2022;60
Soria;7. FALSEDADES;2021;88
Soria;7. FALSEDADES;2020;33
Soria;7. FALSEDADES;2019;31
Soria;7. FALSEDADES;2018;21
Soria;8. ADMÓN. PÚBLICA;2024;1
Soria;8. ADMÓN. PÚBLICA;2023;2
Soria;8. ADMÓN. PÚBLICA;2022;0
Soria;8. ADMÓN. PÚBLICA;2021;0
Soria;8. ADMÓN. PÚBLICA;2020;0
Soria;8. ADMÓN. PÚBLICA;2019;0
Soria;8. ADMÓN. PÚBLICA;2018;2
Soria;9. ADMÓN. JUSTICIA;2024;60
Soria;9. ADMÓN. JUSTICIA;2023;69
Soria;9. ADMÓN. JUSTICIA;2022;54
Soria;9. ADMÓN. JUSTICIA;2021;45
Soria;9. ADMÓN. JUSTICIA;2020;47
Soria;9. ADMÓN. JUSTICIA;2019;47
Soria;9. ADMÓN. JUSTICIA;2018;51
Soria;10. ORDEN PÚBLICO;2024;64
Soria;10. ORDEN PÚBLICO;2023;68
Soria;10. ORDEN PÚBLICO;2022;51
Soria;10. ORDEN PÚBLICO;2021;42
Soria;10. ORDEN PÚBLICO;2020;69
Soria;10. ORDEN PÚBLICO;2019;22
Soria;10. ORDEN PÚBLICO;2018;29
Soria;11. LEGISLACIÓN ESPECIAL;2024;0
Soria;11. LEGISLACIÓN ESPECIAL;2023;0
Soria;11. LEGISLACIÓN ESPECIAL;2022;1
Soria;11. LEGISLACIÓN ESPECIAL;2021;0
Soria;11. LEGISLACIÓN ESPECIAL;2020;0
Soria;11. LEGISLACIÓN ESPECIAL;2019;1
Soria;11. LEGISLACIÓN ESPECIAL;2018;0
Soria;12. OTRAS INFRACCIONES PENALES;2024;40
Soria;12. OTRAS INFRACCIONES PENALES;2023;42
Soria;12. OTRAS INFRACCIONES PENALES;2022;48
Soria;12. OTRAS INFRACCIONES PENALES;2021;37
Soria;12. OTRAS INFRACCIONES PENALES;2020;22
Soria;12. OTRAS INFRACCIONES PENALES;2019;21
Soria;12. OTRAS INFRACCIONES PENALES;2018;45
Soria;TOTAL INFRACCIONES PENALES;2024;3.559
Soria;TOTAL INFRACCIONES PENALES;2023;3.715
Soria;TOTAL INFRACCIONES PENALES;2022;3.402
Soria;TOTAL INFRACCIONES PENALES;2021;2.550
Soria;TOTAL INFRACCIONES PENALES;2020;2.242
Soria;TOTAL INFRACCIONES PENALES;2019;2.565
Soria;TOTAL INFRACCIONES PENALES;2018;2.325
Tarragona;1. CONTRA LAS PERSONAS;2024;3.044
Tarragona;1. CONTRA LAS PERSONAS;2023;3.076
Tarragona;1. CONTRA LAS PERSONAS;2022;2.761
Tarragona;1. CONTRA LAS PERSONAS;2021;2.552
Tarragona;1. CONTRA LAS PERSONAS;2020;1.935
Tarragona;1. CONTRA LAS PERSONAS;2019;2.443
Tarragona;1. CONTRA LAS PERSONAS;2018;2.378
Tarragona;1.1.-Homicidios dolosos/asesinatos;2024;61
Tarragona;1.1.-Homicidios dolosos/asesinatos;2023;52
Tarragona;1.1.-Homicidios dolosos/asesinatos;2022;47
Tarragona;1.1.-Homicidios dolosos/asesinatos;2021;53
Tarragona;1.1.-Homicidios dolosos/asesinatos;2020;21
Tarragona;1.1.-Homicidios dolosos/asesinatos;2019;28
Tarragona;1.1.-Homicidios dolosos/asesinatos;2018;32
Tarragona;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;15
Tarragona;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;14
Tarragona;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;10
Tarragona;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;10
Tarragona;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;3
Tarragona;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;6
Tarragona;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;8
Tarragona;1.2.-Lesiones;2024;1.754
Tarragona;1.2.-Lesiones;2023;1.702
Tarragona;1.2.-Lesiones;2022;1.591
Tarragona;1.2.-Lesiones;2021;1.506
Tarragona;1.2.-Lesiones;2020;1.065
Tarragona;1.2.-Lesiones;2019;1.473
Tarragona;1.2.-Lesiones;2018;1.448
Tarragona;1.3.-Malos tratos ámbito familiar;2024;1.140
Tarragona;1.3.-Malos tratos ámbito familiar;2023;1.248
Tarragona;1.3.-Malos tratos ámbito familiar;2022;1.065
Tarragona;1.3.-Malos tratos ámbito familiar;2021;954
Tarragona;1.3.-Malos tratos ámbito familiar;2020;816
Tarragona;1.3.-Malos tratos ámbito familiar;2019;901
Tarragona;1.3.-Malos tratos ámbito familiar;2018;861
Tarragona;1.4.-Otros contra las personas;2024;89
Tarragona;1.4.-Otros contra las personas;2023;74
Tarragona;1.4.-Otros contra las personas;2022;58
Tarragona;1.4.-Otros contra las personas;2021;39
Tarragona;1.4.-Otros contra las personas;2020;33
Tarragona;1.4.-Otros contra las personas;2019;41
Tarragona;1.4.-Otros contra las personas;2018;37
Tarragona;2. CONTRA LA LIBERTAD;2024;2.958
Tarragona;2. CONTRA LA LIBERTAD;2023;2.817
Tarragona;2. CONTRA LA LIBERTAD;2022;2.711
Tarragona;2. CONTRA LA LIBERTAD;2021;2.613
Tarragona;2. CONTRA LA LIBERTAD;2020;2.048
Tarragona;2. CONTRA LA LIBERTAD;2019;2.287
Tarragona;2. CONTRA LA LIBERTAD;2018;2.333
Tarragona;2.1.-Malos tratos habituales en el ámbito familiar;2024;131
Tarragona;2.1.-Malos tratos habituales en el ámbito familiar;2023;163
Tarragona;2.1.-Malos tratos habituales en el ámbito familiar;2022;183
Tarragona;2.1.-Malos tratos habituales en el ámbito familiar;2021;176
Tarragona;2.1.-Malos tratos habituales en el ámbito familiar;2020;144
Tarragona;2.1.-Malos tratos habituales en el ámbito familiar;2019;157
Tarragona;2.1.-Malos tratos habituales en el ámbito familiar;2018;181
Tarragona;2.2.-Otros contra la libertad;2024;2.827
Tarragona;2.2.-Otros contra la libertad;2023;2.654
Tarragona;2.2.-Otros contra la libertad;2022;2.528
Tarragona;2.2.-Otros contra la libertad;2021;2.437
Tarragona;2.2.-Otros contra la libertad;2020;1.904
Tarragona;2.2.-Otros contra la libertad;2019;2.130
Tarragona;2.2.-Otros contra la libertad;2018;2.152
Tarragona;3. LIBERTAD SEXUAL;2024;490
Tarragona;3. LIBERTAD SEXUAL;2023;449
Tarragona;3. LIBERTAD SEXUAL;2022;441
Tarragona;3. LIBERTAD SEXUAL;2021;390
Tarragona;3. LIBERTAD SEXUAL;2020;263
Tarragona;3. LIBERTAD SEXUAL;2019;321
Tarragona;3. LIBERTAD SEXUAL;2018;239
Tarragona;3.1.-Agresión sexual;2024;226
Tarragona;3.1.-Agresión sexual;2023;229
Tarragona;3.1.-Agresión sexual;2022;222
Tarragona;3.1.-Agresión sexual;2021;198
Tarragona;3.1.-Agresión sexual;2020;141
Tarragona;3.1.-Agresión sexual;2019;168
Tarragona;3.1.-Agresión sexual;2018;122
Tarragona;3.2.-Agresión sexual con penetración;2024;187
Tarragona;3.2.-Agresión sexual con penetración;2023;149
Tarragona;3.2.-Agresión sexual con penetración;2022;153
Tarragona;3.2.-Agresión sexual con penetración;2021;125
Tarragona;3.2.-Agresión sexual con penetración;2020;74
Tarragona;3.2.-Agresión sexual con penetración;2019;98
Tarragona;3.2.-Agresión sexual con penetración;2018;73
Tarragona;3.3.-Corrupción de menores o incapacitados;2024;3
Tarragona;3.3.-Corrupción de menores o incapacitados;2023;0
Tarragona;3.3.-Corrupción de menores o incapacitados;2022;3
Tarragona;3.3.-Corrupción de menores o incapacitados;2021;1
Tarragona;3.3.-Corrupción de menores o incapacitados;2020;0
Tarragona;3.3.-Corrupción de menores o incapacitados;2019;0
Tarragona;3.3.-Corrupción de menores o incapacitados;2018;1
Tarragona;3.4.-Pornografía de menores;2024;17
Tarragona;3.4.-Pornografía de menores;2023;15
Tarragona;3.4.-Pornografía de menores;2022;14
Tarragona;3.4.-Pornografía de menores;2021;6
Tarragona;3.4.-Pornografía de menores;2020;16
Tarragona;3.4.-Pornografía de menores;2019;20
Tarragona;3.4.-Pornografía de menores;2018;19
Tarragona;3.5.-Otros contra la libertad sexual;2024;57
Tarragona;3.5.-Otros contra la libertad sexual;2023;56
